wl,LightSet,Watts/sr/m2,Color
546,Red20,0.00018833,Red
546,Red30,0.000219,Red
546,Red40,0.00025575,Red
546,Red50,0.00027973,Red
546,Red60,0.00030645,Red
546,Red70,0.00032281,Red
546,Red80,0.00032763,Red
546,Red90,0.00036169,Red
546,White10,0.00084537,White
546,White100,0.0030285,White
546,White20,0.0015141,White
546,White30,0.0017643,White
546,White40,0.0020125,White
546,White50,0.0022447,White
546,White60,0.0024103,White
546,White70,0.0025897,White
546,White80,0.0027173,White
546,White90,0.0028786,White
547,Red10,0.0001116,Red
547,Red100,0.00039314,Red
547,Red20,0.00018053,Red
547,Red30,0.00021719,Red
547,Red40,0.00025125,Red
547,Red50,0.0002821,Red
547,Red60,0.00030374,Red
547,Red70,0.00033133,Red
547,Red80,0.00033661,Red
547,Red90,0.00035429,Red
547,White10,0.00085327,White
547,White100,0.0030476,White
547,White20,0.0015272,White
547,White30,0.0017792,White
547,White40,0.0020278,White
547,White50,0.0022599,White
547,White60,0.0024297,White
547,White70,0.0026131,White
547,White80,0.0027498,White
547,White90,0.0029031,White
548,Red10,0.00011926,Red
548,Red100,0.00040659,Red
548,Red20,0.00018266,Red
548,Red30,0.0002327,Red
548,Red40,0.00025308,Red
548,Red50,0.00029647,Red
548,Red60,0.00032198,Red
548,Red70,0.00034342,Red
548,Red80,0.00035316,Red
548,Red90,0.00036383,Red
548,White10,0.00086161,White
548,White100,0.003082,White
548,White20,0.0015395,White
548,White30,0.0017979,White
548,White40,0.0020455,White
548,White50,0.0022802,White
548,White60,0.0024585,White
548,White70,0.0026454,White
548,White80,0.0027864,White
548,White90,0.0029402,White
549,Red10,0.00012136,Red
549,Red100,0.00039496,Red
549,Red20,0.00018132,Red
549,Red30,0.00024013,Red
549,Red40,0.00025053,Red
549,Red50,0.00030282,Red
549,Red60,0.00032264,Red
549,Red70,0.00033265,Red
549,Red80,0.00035887,Red
549,Red90,0.00037194,Red
549,White10,0.00087058,White
549,White100,0.003119,White
549,White20,0.0015524,White
549,White30,0.001814,White
549,White40,0.0020645,White
549,White50,0.0022972,White
549,White60,0.0024867,White
549,White70,0.0026737,White
549,White80,0.0028116,White
549,White90,0.0029749,White
550,Red10,0.00012542,Red
550,Red100,0.0003864,Red
550,Red20,0.00018692,Red
550,Red30,0.000237,Red
550,Red40,0.00025414,Red
550,Red50,0.00028872,Red
550,Red60,0.00031619,Red
550,Red70,0.0003378,Red
550,Red80,0.00035353,Red
550,Red90,0.00036893,Red
550,White10,0.00088114,White
550,White100,0.0031554,White
550,White20,0.0015722,White
550,White30,0.0018323,White
550,White40,0.0020868,White
550,White50,0.0023188,White
550,White60,0.0025216,White
550,White70,0.0027077,White
550,White80,0.0028449,White
550,White90,0.0030091,White
551,Red10,0.00013075,Red
551,Red100,0.00040091,Red
551,Red20,0.00020634,Red
551,Red30,0.0002366,Red
551,Red40,0.00026141,Red
551,Red50,0.00028181,Red
551,Red60,0.00033179,Red
551,Red70,0.00036368,Red
551,Red80,0.00036203,Red
551,Red90,0.00037461,Red
551,White10,0.00089108,White
551,White100,0.003199,White
551,White20,0.0015954,White
551,White30,0.0018631,White
551,White40,0.0021173,White
551,White50,0.0023542,White
551,White60,0.0025608,White
551,White70,0.0027469,White
551,White80,0.0028889,White
551,White90,0.0030455,White
552,Red10,0.00013765,Red
552,Red100,0.00041511,Red
552,Red20,0.0002162,Red
552,Red30,0.0002399,Red
552,Red40,0.00027052,Red
552,Red50,0.00029863,Red
552,Red60,0.00034832,Red
552,Red70,0.00037642,Red
552,Red80,0.00037623,Red
552,Red90,0.00039125,Red
552,White10,0.0009043,White
552,White100,0.0032398,White
552,White20,0.0016148,White
552,White30,0.0018859,White
552,White40,0.0021425,White
552,White50,0.0023852,White
552,White60,0.0025913,White
552,White70,0.0027789,White
552,White80,0.0029294,White
552,White90,0.0030814,White
553,Red10,0.00013508,Red
553,Red100,0.00042247,Red
553,Red20,0.00021437,Red
553,Red30,0.00023832,Red
553,Red40,0.00028098,Red
553,Red50,0.00030597,Red
553,Red60,0.00034086,Red
553,Red70,0.00037672,Red
553,Red80,0.00037981,Red
553,Red90,0.00039643,Red
553,White10,0.00091692,White
553,White100,0.0032751,White
553,White20,0.0016273,White
553,White30,0.001899,White
553,White40,0.0021663,White
553,White50,0.002412,White
553,White60,0.002612,White
553,White70,0.0028063,White
553,White80,0.0029566,White
553,White90,0.0031136,White
554,Red10,0.00013477,Red
554,Red100,0.0004301,Red
554,Red20,0.00021567,Red
554,Red30,0.00023922,Red
554,Red40,0.00028001,Red
554,Red50,0.00031106,Red
554,Red60,0.00033775,Red
554,Red70,0.00037533,Red
554,Red80,0.00039401,Red
554,Red90,0.00040056,Red
554,White10,0.00092614,White
554,White100,0.0033063,White
554,White20,0.0016446,White
554,White30,0.0019188,White
554,White40,0.002191,White
554,White50,0.0024366,White
554,White60,0.0026342,White
554,White70,0.00284,White
554,White80,0.0029861,White
554,White90,0.0031513,White
555,Red10,0.00014275,Red
555,Red100,0.00043694,Red
555,Red20,0.00022164,Red
555,Red30,0.00024351,Red
555,Red40,0.00027433,Red
555,Red50,0.00031257,Red
555,Red60,0.0003469,Red
555,Red70,0.00037125,Red
555,Red80,0.00039748,Red
555,Red90,0.00040065,Red
555,White10,0.00093629,White
555,White100,0.0033433,White
555,White20,0.0016703,White
555,White30,0.0019482,White
555,White40,0.0022225,White
555,White50,0.0024671,White
555,White60,0.0026719,White
555,White70,0.002884,White
555,White80,0.0030319,White
555,White90,0.0031951,White
556,Red10,0.00014745,Red
556,Red100,0.00044175,Red
556,Red20,0.00022692,Red
556,Red30,0.00024671,Red
556,Red40,0.0002774,Red
556,Red50,0.00031354,Red
556,Red60,0.00035526,Red
556,Red70,0.00036926,Red
556,Red80,0.00039575,Red
556,Red90,0.00040661,Red
556,White10,0.00095096,White
556,White100,0.003396,White
556,White20,0.0016979,White
556,White30,0.0019842,White
556,White40,0.0022587,White
556,White50,0.0025095,White
556,White60,0.0027176,White
556,White70,0.0029317,White
556,White80,0.003078,White
556,White90,0.0032404,White
557,Red10,0.00014646,Red
557,Red100,0.00044896,Red
557,Red20,0.00023016,Red
557,Red30,0.00025877,Red
557,Red40,0.00029064,Red
557,Red50,0.00032477,Red
557,Red60,0.00037128,Red
557,Red70,0.00037895,Red
557,Red80,0.00040661,Red
557,Red90,0.0004174,Red
557,White10,0.00096179,White
557,White100,0.0034321,White
557,White20,0.0017148,White
557,White30,0.0020095,White
557,White40,0.0022829,White
557,White50,0.0025414,White
557,White60,0.0027441,White
557,White70,0.0029576,White
557,White80,0.0031061,White
557,White90,0.0032766,White
558,Red10,0.00014294,Red
558,Red100,0.00045799,Red
558,Red20,0.00022581,Red
558,Red30,0.00026507,Red
558,Red40,0.00030674,Red
558,Red50,0.0003386,Red
558,Red60,0.00038081,Red
558,Red70,0.00039079,Red
558,Red80,0.00041157,Red
558,Red90,0.00042214,Red
558,White10,0.00097424,White
558,White100,0.0034758,White
558,White20,0.001733,White
558,White30,0.002036,White
558,White40,0.002313,White
558,White50,0.0025734,White
558,White60,0.0027804,White
558,White70,0.0029874,White
558,White80,0.0031441,White
558,White90,0.0033195,White
559,Red10,0.00014939,Red
559,Red100,0.00047063,Red
559,Red20,0.00022889,Red
559,Red30,0.00027595,Red
559,Red40,0.00031595,Red
559,Red50,0.00035932,Red
559,Red60,0.00038462,Red
559,Red70,0.00040805,Red
559,Red80,0.00042562,Red
559,Red90,0.00044426,Red
559,White10,0.00099285,White
559,White100,0.0035391,White
559,White20,0.0017626,White
559,White30,0.0020696,White
559,White40,0.0023519,White
559,White50,0.0026148,White
559,White60,0.0028326,White
559,White70,0.0030425,White
559,White80,0.0032023,White
559,White90,0.0033781,White
560,Red10,0.00015661,Red
560,Red100,0.00047048,Red
560,Red20,0.00023605,Red
560,Red30,0.00028439,Red
560,Red40,0.00030845,Red
560,Red50,0.00035791,Red
560,Red60,0.0003894,Red
560,Red70,0.00041435,Red
560,Red80,0.00042602,Red
560,Red90,0.0004505,Red
560,White10,0.0010085,White
560,White100,0.0035935,White
560,White20,0.0017861,White
560,White30,0.0020945,White
560,White40,0.0023837,White
560,White50,0.0026515,White
560,White60,0.0028738,White
560,White70,0.0030888,White
560,White80,0.0032527,White
560,White90,0.0034356,White
561,Red10,0.00015426,Red
561,Red100,0.00047079,Red
561,Red20,0.00023499,Red
561,Red30,0.0002795,Red
561,Red40,0.00030684,Red
561,Red50,0.00034983,Red
561,Red60,0.00038371,Red
561,Red70,0.0004085,Red
561,Red80,0.00043177,Red
561,Red90,0.00045479,Red
561,White10,0.0010192,White
561,White100,0.0036324,White
561,White20,0.0018042,White
561,White30,0.0021193,White
561,White40,0.0024124,White
561,White50,0.0026813,White
561,White60,0.0029048,White
561,White70,0.0031193,White
561,White80,0.0032895,White
561,White90,0.0034716,White
562,Red10,0.00015281,Red
562,Red100,0.0004816,Red
562,Red20,0.00023932,Red
562,Red30,0.00028899,Red
562,Red40,0.00032067,Red
562,Red50,0.00035177,Red
562,Red60,0.00038156,Red
562,Red70,0.00041111,Red
562,Red80,0.00045288,Red
562,Red90,0.00046639,Red
562,White10,0.0010298,White
562,White100,0.0036733,White
562,White20,0.0018243,White
562,White30,0.0021481,White
562,White40,0.0024447,White
562,White50,0.0027112,White
562,White60,0.0029423,White
562,White70,0.0031593,White
562,White80,0.0033233,White
562,White90,0.003506,White
563,Red10,0.00015595,Red
563,Red100,0.00049721,Red
563,Red20,0.00024235,Red
563,Red30,0.00030284,Red
563,Red40,0.00033589,Red
563,Red50,0.00036339,Red
563,Red60,0.00039365,Red
563,Red70,0.00042481,Red
563,Red80,0.00045778,Red
563,Red90,0.00047275,Red
563,White10,0.0010457,White
563,White100,0.0037218,White
563,White20,0.0018476,White
563,White30,0.0021757,White
563,White40,0.0024763,White
563,White50,0.0027455,White
563,White60,0.0029911,White
563,White70,0.0032093,White
563,White80,0.0033639,White
563,White90,0.0035539,White
564,Red10,0.00015646,Red
564,Red100,0.00051478,Red
564,Red20,0.0002457,Red
564,Red30,0.0003041,Red
564,Red40,0.00035235,Red
564,Red50,0.00038233,Red
564,Red60,0.00041074,Red
564,Red70,0.00043423,Red
564,Red80,0.00045685,Red
564,Red90,0.00048267,Red
564,White10,0.0010604,White
564,White100,0.0037665,White
564,White20,0.0018756,White
564,White30,0.0022024,White
564,White40,0.0025065,White
564,White50,0.0027836,White
564,White60,0.0030277,White
564,White70,0.0032481,White
564,White80,0.0034106,White
564,White90,0.0035966,White
565,Red10,0.00015661,Red
565,Red100,0.00052479,Red
565,Red20,0.00025023,Red
565,Red30,0.00030398,Red
565,Red40,0.00035278,Red
565,Red50,0.0003979,Red
565,Red60,0.00042057,Red
565,Red70,0.00043816,Red
565,Red80,0.00046563,Red
565,Red90,0.00049397,Red
565,White10,0.0010702,White
565,White100,0.0038064,White
565,White20,0.0018966,White
565,White30,0.0022285,White
565,White40,0.0025372,White
565,White50,0.0028169,White
565,White60,0.0030564,White
565,White70,0.0032794,White
565,White80,0.0034493,White
565,White90,0.0036383,White
566,Red10,0.00016565,Red
566,Red100,0.00053568,Red
566,Red20,0.00025928,Red
566,Red30,0.00031706,Red
566,Red40,0.00034209,Red
566,Red50,0.00041191,Red
566,Red60,0.00042866,Red
566,Red70,0.00045352,Red
566,Red80,0.00048468,Red
566,Red90,0.00051076,Red
566,White10,0.0010849,White
566,White100,0.0038536,White
566,White20,0.0019156,White
566,White30,0.002263,White
566,White40,0.0025743,White
566,White50,0.0028472,White
566,White60,0.003096,White
566,White70,0.0033217,White
566,White80,0.0034899,White
566,White90,0.0036899,White
567,Red10,0.00017463,Red
567,Red100,0.00055084,Red
567,Red20,0.00027081,Red
567,Red30,0.00032944,Red
567,Red40,0.00034041,Red
567,Red50,0.00041232,Red
567,Red60,0.00043298,Red
567,Red70,0.00047207,Red
567,Red80,0.00049754,Red
567,Red90,0.00052732,Red
567,White10,0.0011026,White
567,White100,0.0039028,White
567,White20,0.0019339,White
567,White30,0.002292,White
567,White40,0.0026017,White
567,White50,0.0028721,White
567,White60,0.0031365,White
567,White70,0.0033661,White
567,White80,0.0035312,White
567,White90,0.0037354,White
568,Red10,0.00017864,Red
568,Red100,0.00055956,Red
568,Red20,0.00027826,Red
568,Red30,0.00033541,Red
568,Red40,0.0003552,Red
568,Red50,0.00041785,Red
568,Red60,0.0004463,Red
568,Red70,0.00048672,Red
568,Red80,0.0005062,Red
568,Red90,0.00053589,Red
568,White10,0.0011153,White
568,White100,0.0039498,White
568,White20,0.0019523,White
568,White30,0.0023169,White
568,White40,0.00263,White
568,White50,0.0029042,White
568,White60,0.0031759,White
568,White70,0.0034087,White
568,White80,0.0035696,White
568,White90,0.0037732,White
569,Red10,0.00018405,Red
569,Red100,0.00058465,Red
569,Red20,0.00029077,Red
569,Red30,0.00035463,Red
569,Red40,0.0003873,Red
569,Red50,0.00043913,Red
569,Red60,0.00047013,Red
569,Red70,0.00051089,Red
569,Red80,0.00052549,Red
569,Red90,0.00054734,Red
569,White10,0.00113,White
569,White100,0.0039978,White
569,White20,0.0019758,White
569,White30,0.0023486,White
569,White40,0.0026699,White
569,White50,0.002944,White
569,White60,0.0032173,White
569,White70,0.0034528,White
569,White80,0.0036164,White
569,White90,0.0038125,White
570,Red10,0.00019147,Red
570,Red100,0.00062054,Red
570,Red20,0.00030868,Red
570,Red30,0.00037013,Red
570,Red40,0.00041456,Red
570,Red50,0.00046288,Red
570,Red60,0.00049401,Red
570,Red70,0.00053711,Red
570,Red80,0.00055152,Red
570,Red90,0.00057453,Red
570,White10,0.0011519,White
570,White100,0.004057,White
570,White20,0.0020065,White
570,White30,0.0023852,White
570,White40,0.0027108,White
570,White50,0.0029849,White
570,White60,0.0032675,White
570,White70,0.0035099,White
570,White80,0.0036811,White
570,White90,0.0038682,White
571,Red10,0.0002053,Red
571,Red100,0.00064519,Red
571,Red20,0.00032409,Red
571,Red30,0.00038416,Red
571,Red40,0.00043194,Red
571,Red50,0.00048433,Red
571,Red60,0.00052036,Red
571,Red70,0.00055311,Red
571,Red80,0.00057745,Red
571,Red90,0.00061468,Red
571,White10,0.0011715,White
571,White100,0.0041252,White
571,White20,0.0020355,White
571,White30,0.002425,White
571,White40,0.0027514,White
571,White50,0.0030275,White
571,White60,0.0033236,White
571,White70,0.0035716,White
571,White80,0.0037498,White
571,White90,0.0039346,White
572,Red10,0.00021182,Red
572,Red100,0.0006672,Red
572,Red20,0.00033704,Red
572,Red30,0.00038699,Red
572,Red40,0.00044943,Red
572,Red50,0.0004986,Red
572,Red60,0.00052924,Red
572,Red70,0.00056929,Red
572,Red80,0.00059669,Red
572,Red90,0.00064981,Red
572,White10,0.0011849,White
572,White100,0.0041791,White
572,White20,0.0020571,White
572,White30,0.0024578,White
572,White40,0.0027846,White
572,White50,0.003064,White
572,White60,0.0033685,White
572,White70,0.0036183,White
572,White80,0.003801,White
572,White90,0.0039881,White
573,Red10,0.00021164,Red
573,Red100,0.00068703,Red
573,Red20,0.000346,Red
573,Red30,0.0003842,Red
573,Red40,0.00045895,Red
573,Red50,0.00051165,Red
573,Red60,0.00053664,Red
573,Red70,0.00058504,Red
573,Red80,0.00061427,Red
573,Red90,0.00065764,Red
573,White10,0.0011952,White
573,White100,0.0042039,White
573,White20,0.0020696,White
573,White30,0.0024805,White
573,White40,0.0028069,White
573,White50,0.0030818,White
573,White60,0.0033921,White
573,White70,0.003643,White
573,White80,0.0038235,White
573,White90,0.0040146,White
574,Red10,0.00021706,Red
574,Red100,0.00070714,Red
574,Red20,0.00035281,Red
574,Red30,0.00040566,Red
574,Red40,0.00047136,Red
574,Red50,0.00053541,Red
574,Red60,0.00056361,Red
574,Red70,0.00061161,Red
574,Red80,0.00063157,Red
574,Red90,0.00066377,Red
574,White10,0.0012059,White
574,White100,0.0042236,White
574,White20,0.0020816,White
574,White30,0.0025012,White
574,White40,0.0028286,White
574,White50,0.0030951,White
574,White60,0.0034159,White
574,White70,0.0036666,White
574,White80,0.0038449,White
574,White90,0.0040402,White
575,Red10,0.00022646,Red
575,Red100,0.00073009,Red
575,Red20,0.00037045,Red
575,Red30,0.00043172,Red
575,Red40,0.00048706,Red
575,Red50,0.00056029,Red
575,Red60,0.00058914,Red
575,Red70,0.0006466,Red
575,Red80,0.00064826,Red
575,Red90,0.00069508,Red
575,White10,0.0012204,White
575,White100,0.0042623,White
575,White20,0.0020982,White
575,White30,0.0025253,White
575,White40,0.0028531,White
575,White50,0.0031183,White
575,White60,0.0034604,White
575,White70,0.0037089,White
575,White80,0.0038906,White
575,White90,0.0040878,White
576,Red10,0.00023652,Red
576,Red100,0.00077167,Red
576,Red20,0.00038975,Red
576,Red30,0.00045629,Red
576,Red40,0.00050705,Red
576,Red50,0.00057809,Red
576,Red60,0.0006259,Red
576,Red70,0.00067753,Red
576,Red80,0.00068433,Red
576,Red90,0.00073308,Red
576,White10,0.0012364,White
576,White100,0.0043044,White
576,White20,0.002116,White
576,White30,0.0025498,White
576,White40,0.0028825,White
576,White50,0.0031455,White
576,White60,0.0035056,White
576,White70,0.0037566,White
576,White80,0.003938,White
576,White90,0.0041313,White
577,Red10,0.00024672,Red
577,Red100,0.00082765,Red
577,Red20,0.00041389,Red
577,Red30,0.00048829,Red
577,Red40,0.00053664,Red
577,Red50,0.00060011,Red
577,Red60,0.00067075,Red
577,Red70,0.00070031,Red
577,Red80,0.00073615,Red
577,Red90,0.00076794,Red
577,White10,0.0012493,White
577,White100,0.0043465,White
577,White20,0.0021339,White
577,White30,0.0025782,White
577,White40,0.0029165,White
577,White50,0.0031752,White
577,White60,0.0035454,White
577,White70,0.0037985,White
577,White80,0.0039743,White
577,White90,0.004169,White
578,Red10,0.00025543,Red
578,Red100,0.00087657,Red
578,Red20,0.00043161,Red
578,Red30,0.00051373,Red
578,Red40,0.00055985,Red
578,Red50,0.00063303,Red
578,Red60,0.00069766,Red
578,Red70,0.00073064,Red
578,Red80,0.00078202,Red
578,Red90,0.00081108,Red
578,White10,0.0012588,White
578,White100,0.0043889,White
578,White20,0.0021481,White
578,White30,0.0026111,White
578,White40,0.0029467,White
578,White50,0.0032024,White
578,White60,0.0035788,White
578,White70,0.0038344,White
578,White80,0.0040042,White
578,White90,0.0042101,White
579,Red10,0.00026129,Red
579,Red100,0.00091592,Red
579,Red20,0.00044254,Red
579,Red30,0.00052376,Red
579,Red40,0.00058414,Red
579,Red50,0.00066361,Red
579,Red60,0.00073065,Red
579,Red70,0.00077813,Red
579,Red80,0.00081982,Red
579,Red90,0.00086072,Red
579,White10,0.0012716,White
579,White100,0.0044255,White
579,White20,0.0021631,White
579,White30,0.0026388,White
579,White40,0.0029702,White
579,White50,0.0032267,White
579,White60,0.00361,White
579,White70,0.0038691,White
579,White80,0.0040346,White
579,White90,0.0042419,White
580,Red10,0.00027473,Red
580,Red100,0.0009636,Red
580,Red20,0.00046285,Red
580,Red30,0.00054113,Red
580,Red40,0.00063362,Red
580,Red50,0.00069838,Red
580,Red60,0.00078388,Red
580,Red70,0.00082618,Red
580,Red80,0.00085919,Red
580,Red90,0.00090914,Red
580,White10,0.0012858,White
580,White100,0.0044559,White
580,White20,0.002178,White
580,White30,0.0026578,White
580,White40,0.0029886,White
580,White50,0.0032445,White
580,White60,0.0036406,White
580,White70,0.0038986,White
580,White80,0.0040717,White
580,White90,0.0042673,White
581,Red10,0.00029463,Red
581,Red100,0.0010217,Red
581,Red20,0.00049946,Red
581,Red30,0.00057924,Red
581,Red40,0.00067631,Red
581,Red50,0.00075418,Red
581,Red60,0.00083257,Red
581,Red70,0.00089115,Red
581,Red80,0.00091299,Red
581,Red90,0.00096401,Red
581,White10,0.0012983,White
581,White100,0.0044834,White
581,White20,0.0021907,White
581,White30,0.0026786,White
581,White40,0.0030118,White
581,White50,0.0032639,White
581,White60,0.0036663,White
581,White70,0.003928,White
581,White80,0.0041077,White
581,White90,0.0042985,White
582,Red10,0.00031646,Red
582,Red100,0.0010826,Red
582,Red20,0.00054595,Red
582,Red30,0.00063478,Red
582,Red40,0.00070894,Red
582,Red50,0.00081299,Red
582,Red60,0.00087736,Red
582,Red70,0.0009548,Red
582,Red80,0.00098025,Red
582,Red90,0.0010268,Red
582,White10,0.0013101,White
582,White100,0.004517,White
582,White20,0.0022084,White
582,White30,0.0027066,White
582,White40,0.0030413,White
582,White50,0.0032917,White
582,White60,0.0036981,White
582,White70,0.0039599,White
582,White80,0.0041438,White
582,White90,0.0043411,White
583,Red10,0.00033812,Red
583,Red100,0.0011532,Red
583,Red20,0.0005886,Red
583,Red30,0.00067802,Red
583,Red40,0.00075985,Red
583,Red50,0.00085715,Red
583,Red60,0.00093273,Red
583,Red70,0.0010053,Red
583,Red80,0.0010442,Red
583,Red90,0.001092,Red
583,White10,0.0013224,White
583,White100,0.0045489,White
583,White20,0.0022237,White
583,White30,0.002729,White
583,White40,0.003063,White
583,White50,0.0033142,White
583,White60,0.0037302,White
583,White70,0.0039872,White
583,White80,0.0041765,White
583,White90,0.0043778,White
584,Red10,0.00036054,Red
584,Red100,0.0012267,Red
584,Red20,0.00063256,Red
584,Red30,0.00071607,Red
584,Red40,0.00082219,Red
584,Red50,0.00090426,Red
584,Red60,0.00099562,Red
584,Red70,0.0010758,Red
584,Red80,0.0011113,Red
584,Red90,0.0011587,Red
584,White10,0.0013327,White
584,White100,0.0045669,White
584,White20,0.0022283,White
584,White30,0.0027429,White
584,White40,0.0030756,White
584,White50,0.0033232,White
584,White60,0.0037487,White
584,White70,0.0040095,White
584,White80,0.0041986,White
584,White90,0.0043935,White
585,Red10,0.00038811,Red
585,Red100,0.001301,Red
585,Red20,0.00066949,Red
585,Red30,0.00076848,Red
585,Red40,0.00088148,Red
585,Red50,0.00096019,Red
585,Red60,0.0010626,Red
585,Red70,0.0011554,Red
585,Red80,0.0011818,Red
585,Red90,0.0012411,Red
585,White10,0.0013425,White
585,White100,0.0045885,White
585,White20,0.0022344,White
585,White30,0.0027527,White
585,White40,0.003086,White
585,White50,0.0033276,White
585,White60,0.0037688,White
585,White70,0.0040384,White
585,White80,0.0042211,White
585,White90,0.0044114,White
586,Red10,0.00041527,Red
586,Red100,0.0013956,Red
586,Red20,0.00071226,Red
586,Red30,0.00081617,Red
586,Red40,0.00093882,Red
586,Red50,0.001023,Red
586,Red60,0.001145,Red
586,Red70,0.0012298,Red
586,Red80,0.0012584,Red
586,Red90,0.0013357,Red
586,White10,0.0013505,White
586,White100,0.0046168,White
586,White20,0.0022477,White
586,White30,0.0027682,White
586,White40,0.0031015,White
586,White50,0.0033441,White
586,White60,0.0037946,White
586,White70,0.0040678,White
586,White80,0.0042465,White
586,White90,0.0044357,White
587,Red10,0.00044701,Red
587,Red100,0.0015115,Red
587,Red20,0.00076722,Red
587,Red30,0.00086684,Red
587,Red40,0.0010057,Red
587,Red50,0.0011077,Red
587,Red60,0.0012376,Red
587,Red70,0.0013187,Red
587,Red80,0.0013518,Red
587,Red90,0.0014243,Red
587,White10,0.0013539,White
587,White100,0.0046292,White
587,White20,0.0022498,White
587,White30,0.0027754,White
587,White40,0.0031067,White
587,White50,0.003352,White
587,White60,0.0038102,White
587,White70,0.0040819,White
587,White80,0.0042595,White
587,White90,0.0044469,White
588,Red10,0.00048695,Red
588,Red100,0.0016341,Red
588,Red20,0.00082555,Red
588,Red30,0.00093788,Red
588,Red40,0.00109,Red
588,Red50,0.0012093,Red
588,Red60,0.0013293,Red
588,Red70,0.0014216,Red
588,Red80,0.0014651,Red
588,Red90,0.0015355,Red
588,White10,0.0013553,White
588,White100,0.0046348,White
588,White20,0.0022471,White
588,White30,0.0027739,White
588,White40,0.003106,White
588,White50,0.0033481,White
588,White60,0.0038186,White
588,White70,0.0040881,White
588,White80,0.004266,White
588,White90,0.0044526,White
589,Red10,0.00052566,Red
589,Red100,0.0017626,Red
589,Red20,0.00089497,Red
589,Red30,0.0010256,Red
589,Red40,0.0011849,Red
589,Red50,0.0013205,Red
589,Red60,0.0014436,Red
589,Red70,0.0015446,Red
589,Red80,0.0015849,Red
589,Red90,0.0016808,Red
589,White10,0.0013617,White
589,White100,0.0046574,White
589,White20,0.0022648,White
589,White30,0.0027917,White
589,White40,0.0031312,White
589,White50,0.0033715,White
589,White60,0.0038394,White
589,White70,0.0041058,White
589,White80,0.004283,White
589,White90,0.0044788,White
590,Red10,0.00057151,Red
590,Red100,0.0019089,Red
590,Red20,0.00097155,Red
590,Red30,0.0011153,Red
590,Red40,0.0012846,Red
590,Red50,0.0014289,Red
590,Red60,0.0015716,Red
590,Red70,0.0016852,Red
590,Red80,0.0017142,Red
590,Red90,0.001835,Red
590,White10,0.0013698,White
590,White100,0.0046753,White
590,White20,0.0022804,White
590,White30,0.002807,White
590,White40,0.0031476,White
590,White50,0.0033965,White
590,White60,0.0038622,White
590,White70,0.0041254,White
590,White80,0.0043065,White
590,White90,0.0045073,White
591,Red10,0.00062116,Red
591,Red100,0.0020755,Red
591,Red20,0.001059,Red
591,Red30,0.0012171,Red
591,Red40,0.0013972,Red
591,Red50,0.00155,Red
591,Red60,0.0016893,Red
591,Red70,0.0018226,Red
591,Red80,0.0018616,Red
591,Red90,0.0019888,Red
591,White10,0.0013694,White
591,White100,0.00468,White
591,White20,0.0022825,White
591,White30,0.002808,White
591,White40,0.0031473,White
591,White50,0.0034015,White
591,White60,0.0038668,White
591,White70,0.0041251,White
591,White80,0.0043131,White
591,White90,0.0045132,White
592,Red10,0.00066711,Red
592,Red100,0.0022675,Red
592,Red20,0.001149,Red
592,Red30,0.0013209,Red
592,Red40,0.0015102,Red
592,Red50,0.0016724,Red
592,Red60,0.0018333,Red
592,Red70,0.001967,Red
592,Red80,0.0020175,Red
592,Red90,0.0021579,Red
592,White10,0.0013699,White
592,White100,0.004696,White
592,White20,0.0022908,White
592,White30,0.0028187,White
592,White40,0.0031603,White
592,White50,0.0034144,White
592,White60,0.0038687,White
592,White70,0.0041233,White
592,White80,0.004318,White
592,White90,0.004517,White
593,Red10,0.00072181,Red
593,Red100,0.0024725,Red
593,Red20,0.0012451,Red
593,Red30,0.0014261,Red
593,Red40,0.0016284,Red
593,Red50,0.0018207,Red
593,Red60,0.0020196,Red
593,Red70,0.0021367,Red
593,Red80,0.0022048,Red
593,Red90,0.0023525,Red
593,White10,0.001376,White
593,White100,0.0047153,White
593,White20,0.0023015,White
593,White30,0.0028338,White
593,White40,0.0031755,White
593,White50,0.0034297,White
593,White60,0.0038761,White
593,White70,0.0041376,White
593,White80,0.0043321,White
593,White90,0.0045295,White
594,Red10,0.00078815,Red
594,Red100,0.0026899,Red
594,Red20,0.0013604,Red
594,Red30,0.0015553,Red
594,Red40,0.0017781,Red
594,Red50,0.0020055,Red
594,Red60,0.0022167,Red
594,Red70,0.0023368,Red
594,Red80,0.0024031,Red
594,Red90,0.0025583,Red
594,White10,0.0013784,White
594,White100,0.0047211,White
594,White20,0.002305,White
594,White30,0.0028332,White
594,White40,0.0031778,White
594,White50,0.0034329,White
594,White60,0.0038742,White
594,White70,0.0041444,White
594,White80,0.0043348,White
594,White90,0.0045367,White
595,Red10,0.00085962,Red
595,Red100,0.0029218,Red
595,Red20,0.0014776,Red
595,Red30,0.0016864,Red
595,Red40,0.0019405,Red
595,Red50,0.0021851,Red
595,Red60,0.0024065,Red
595,Red70,0.0025444,Red
595,Red80,0.002598,Red
595,Red90,0.0027615,Red
595,White10,0.0013786,White
595,White100,0.0047138,White
595,White20,0.0023014,White
595,White30,0.0028186,White
595,White40,0.0031645,White
595,White50,0.003422,White
595,White60,0.0038695,White
595,White70,0.0041422,White
595,White80,0.0043351,White
595,White90,0.0045343,White
596,Red10,0.00093052,Red
596,Red100,0.0031755,Red
596,Red20,0.0015974,Red
596,Red30,0.0018179,Red
