wl,LightSet,Watts/sr/m2,Color
448,Red50,0.00027454,Red
448,Red60,0.00031286,Red
448,Red70,0.00039372,Red
448,Red80,0.00033476,Red
448,Red90,0.00039675,Red
448,White10,0.00099383,White
448,White100,0.0034299,White
448,White20,0.0017662,White
448,White30,0.0019693,White
448,White40,0.0022501,White
448,White50,0.0025096,White
448,White60,0.0027447,White
448,White70,0.0029468,White
448,White80,0.0031162,White
448,White90,0.0032819,White
449,Red10,0.00016841,Red
449,Red100,0.00042741,Red
449,Red20,0.00015539,Red
449,Red30,0.00019122,Red
449,Red40,0.00022917,Red
449,Red50,0.00029285,Red
449,Red60,0.00032383,Red
449,Red70,0.00036987,Red
449,Red80,0.0003629,Red
449,Red90,0.00035562,Red
449,White10,0.0008402,White
449,White100,0.0029512,White
449,White20,0.0015107,White
449,White30,0.0016839,White
449,White40,0.0019267,White
449,White50,0.0021494,White
449,White60,0.0023607,White
449,White70,0.0025306,White
449,White80,0.0026801,White
449,White90,0.0028124,White
450,Red10,0.00019443,Red
450,Red100,0.00041697,Red
450,Red20,0.00018494,Red
450,Red30,0.00025739,Red
450,Red40,0.00023,Red
450,Red50,0.00024716,Red
450,Red60,0.00032164,Red
450,Red70,0.00032706,Red
450,Red80,0.00036435,Red
450,Red90,0.00034214,Red
450,White10,0.00072947,White
450,White100,0.0025742,White
450,White20,0.0013064,White
450,White30,0.0014254,White
450,White40,0.0016329,White
450,White50,0.0018333,White
450,White60,0.0020505,White
450,White70,0.0022095,White
450,White80,0.0023338,White
450,White90,0.0024543,White
451,Red10,0.00021105,Red
451,Red100,0.00042189,Red
451,Red20,0.00019858,Red
451,Red30,0.00024889,Red
451,Red40,0.00020551,Red
451,Red50,0.000206,Red
451,Red60,0.00031713,Red
451,Red70,0.00033698,Red
451,Red80,0.00034358,Red
451,Red90,0.00031982,Red
451,White10,0.00064299,White
451,White100,0.002286,White
451,White20,0.0011444,White
451,White30,0.0012248,White
451,White40,0.0014146,White
451,White50,0.0016002,White
451,White60,0.0018044,White
451,White70,0.0019565,White
451,White80,0.0020534,White
451,White90,0.0021872,White
452,Red10,0.000155,Red
452,Red100,0.00039166,Red
452,Red20,0.0001869,Red
452,Red30,0.00020809,Red
452,Red40,0.00019004,Red
452,Red50,0.0002108,Red
452,Red60,0.0002557,Red
452,Red70,0.00035465,Red
452,Red80,0.00033481,Red
452,Red90,0.00027434,Red
452,White10,0.00057271,White
452,White100,0.0020455,White
452,White20,0.0010203,White
452,White30,0.0011152,White
452,White40,0.0012915,White
452,White50,0.0014533,White
452,White60,0.0016118,White
452,White70,0.001731,White
452,White80,0.0018356,White
452,White90,0.0019525,White
453,Red10,0.00014893,Red
453,Red100,0.00038718,Red
453,Red20,0.0001638,Red
453,Red30,0.00020925,Red
453,Red40,0.00020441,Red
453,Red50,0.00023619,Red
453,Red60,0.00022565,Red
453,Red70,0.0002903,Red
453,Red80,0.00032028,Red
453,Red90,0.00026241,Red
453,White10,0.00052233,White
453,White100,0.0018511,White
453,White20,0.00093077,White
453,White30,0.0010238,White
453,White40,0.0011806,White
453,White50,0.0013209,White
453,White60,0.0014626,White
453,White70,0.0015691,White
453,White80,0.0016633,White
453,White90,0.0017729,White
454,Red10,0.00015655,Red
454,Red100,0.00036752,Red
454,Red20,9.0184e-05,Red
454,Red30,0.00015127,Red
454,Red40,0.00018352,Red
454,Red50,0.00022219,Red
454,Red60,0.00022335,Red
454,Red70,0.00022229,Red
454,Red80,0.00029367,Red
454,Red90,0.00025162,Red
454,White10,0.00048433,White
454,White100,0.0017159,White
454,White20,0.00087673,White
454,White30,0.00094017,White
454,White40,0.001072,White
454,White50,0.0012004,White
454,White60,0.001355,White
454,White70,0.0014651,White
454,White80,0.0015375,White
454,White90,0.0016403,White
455,Red10,0.00017267,Red
455,Red100,0.00035662,Red
455,Red20,8.0299e-05,Red
455,Red30,0.0001101,Red
455,Red40,0.00021089,Red
455,Red50,0.00020805,Red
455,Red60,0.00024007,Red
455,Red70,0.00023727,Red
455,Red80,0.00026207,Red
455,Red90,0.0002808,Red
455,White10,0.0004508,White
455,White100,0.0016163,White
455,White20,0.00082851,White
455,White30,0.00086657,White
455,White40,0.00098538,White
455,White50,0.001107,White
455,White60,0.0012883,White
455,White70,0.0013749,White
455,White80,0.0014525,White
455,White90,0.0015347,White
456,Red10,0.00019661,Red
456,Red100,0.00034201,Red
456,Red20,0.00015133,Red
456,Red30,0.00012764,Red
456,Red40,0.00023445,Red
456,Red50,0.00019224,Red
456,Red60,0.00026517,Red
456,Red70,0.00028899,Red
456,Red80,0.00025268,Red
456,Red90,0.00027694,Red
456,White10,0.0004235,White
456,White100,0.001505,White
456,White20,0.00076266,White
456,White30,0.00079797,White
456,White40,0.00091235,White
456,White50,0.0010249,White
456,White60,0.0012077,White
456,White70,0.001274,White
456,White80,0.001353,White
456,White90,0.0014238,White
457,Red10,0.00018262,Red
457,Red100,0.00032386,Red
457,Red20,0.00010363,Red
457,Red30,0.00010207,Red
457,Red40,0.00018895,Red
457,Red50,0.00017805,Red
457,Red60,0.00019346,Red
457,Red70,0.00029576,Red
457,Red80,0.00022288,Red
457,Red90,0.00020613,Red
457,White10,0.00040517,White
457,White100,0.0014159,White
457,White20,0.00072271,White
457,White30,0.00072905,White
457,White40,0.00084222,White
457,White50,0.00094874,White
457,White60,0.0011294,White
457,White70,0.001205,White
457,White80,0.0012679,White
457,White90,0.001351,White
458,Red10,0.00014142,Red
458,Red100,0.00030459,Red
458,Red20,4.5497e-05,Red
458,Red30,0.00010469,Red
458,Red40,0.0001793,Red
458,Red50,0.00020504,Red
458,Red60,0.00015876,Red
458,Red70,0.00027563,Red
458,Red80,0.00019491,Red
458,Red90,0.00022246,Red
458,White10,0.00038049,White
458,White100,0.0013251,White
458,White20,0.00067671,White
458,White30,0.00069274,White
458,White40,0.00080364,White
458,White50,0.00089645,White
458,White60,0.0010593,White
458,White70,0.0011396,White
458,White80,0.0011895,White
458,White90,0.0012812,White
459,Red10,0.00014807,Red
459,Red100,0.00028042,Red
459,Red20,0.00010527,Red
459,Red30,0.00014113,Red
459,Red40,0.00018416,Red
459,Red50,0.0002363,Red
459,Red60,0.00021352,Red
459,Red70,0.00026771,Red
459,Red80,0.00021238,Red
459,Red90,0.00028073,Red
459,White10,0.00035453,White
459,White100,0.0012396,White
459,White20,0.00062389,White
459,White30,0.00066004,White
459,White40,0.00076463,White
459,White50,0.00083952,White
459,White60,0.00097924,White
459,White70,0.0010591,White
459,White80,0.0011166,White
459,White90,0.001189,White
460,Red10,0.00014095,Red
460,Red100,0.00021729,Red
460,Red20,0.00012216,Red
460,Red30,9.4836e-05,Red
460,Red40,0.00011975,Red
460,Red50,0.00022648,Red
460,Red60,0.00019916,Red
460,Red70,0.00020703,Red
460,Red80,0.00020534,Red
460,Red90,0.00024296,Red
460,White10,0.00033108,White
460,White100,0.0011558,White
460,White20,0.00058003,White
460,White30,0.00060815,White
460,White40,0.00069722,White
460,White50,0.00077642,White
460,White60,0.00089829,White
460,White70,0.00098176,White
460,White80,0.001038,White
460,White90,0.0010942,White
461,Red10,0.00011325,Red
461,Red100,0.00018908,Red
461,Red20,8.84e-05,Red
461,Red30,6.0385e-05,Red
461,Red40,0.00011053,Red
461,Red50,0.00018895,Red
461,Red60,0.00017656,Red
461,Red70,0.00014905,Red
461,Red80,0.00020577,Red
461,Red90,0.0001955,Red
461,White10,0.00030733,White
461,White100,0.0010608,White
461,White20,0.00053891,White
461,White30,0.00056341,White
461,White40,0.00064067,White
461,White50,0.0007226,White
461,White60,0.0008234,White
461,White70,0.00090422,White
461,White80,0.00094978,White
461,White90,0.0010061,White
462,Red10,0.00012545,Red
462,Red100,0.00023222,Red
462,Red20,0.00011169,Red
462,Red30,0.00011072,Red
462,Red40,0.00017983,Red
462,Red50,0.00019848,Red
462,Red60,0.00019835,Red
462,Red70,0.0001756,Red
462,Red80,0.00020964,Red
462,Red90,0.00022818,Red
462,White10,0.00028422,White
462,White100,0.00097879,White
462,White20,0.00050021,White
462,White30,0.00051935,White
462,White40,0.00059414,White
462,White50,0.00067129,White
462,White60,0.0007686,White
462,White70,0.00084236,White
462,White80,0.00088051,White
462,White90,0.00093612,White
463,Red10,0.00011433,Red
463,Red100,0.00023805,Red
463,Red20,8.8902e-05,Red
463,Red30,0.00012175,Red
463,Red40,0.00016798,Red
463,Red50,0.00016444,Red
463,Red60,0.00015985,Red
463,Red70,0.00017138,Red
463,Red80,0.00015037,Red
463,Red90,0.00022492,Red
463,White10,0.00025694,White
463,White100,0.00089825,White
463,White20,0.00045594,White
463,White30,0.00047145,White
463,White40,0.00054385,White
463,White50,0.00060899,White
463,White60,0.00071557,White
463,White70,0.00078223,White
463,White80,0.00081542,White
463,White90,0.0008638,White
464,Red10,0.00011642,Red
464,Red100,0.00022733,Red
464,Red20,4.0531e-05,Red
464,Red30,8.1147e-05,Red
464,Red40,0.00014659,Red
464,Red50,0.0001419,Red
464,Red60,0.00013902,Red
464,Red70,0.0001636,Red
464,Red80,0.00012662,Red
464,Red90,0.00020437,Red
464,White10,0.00023348,White
464,White100,0.00083095,White
464,White20,0.00041791,White
464,White30,0.00042353,White
464,White40,0.00049414,White
464,White50,0.00054881,White
464,White60,0.00066327,White
464,White70,0.00072216,White
464,White80,0.00075165,White
464,White90,0.00079977,White
465,Red10,0.0001527,Red
465,Red100,0.00024277,Red
465,Red20,9.3736e-05,Red
465,Red30,9.8054e-05,Red
465,Red40,0.00015514,Red
465,Red50,0.00020032,Red
465,Red60,0.00018662,Red
465,Red70,0.00020947,Red
465,Red80,0.00016567,Red
465,Red90,0.00021517,Red
465,White10,0.00021357,White
465,White100,0.00077288,White
465,White20,0.00038648,White
465,White30,0.00038501,White
465,White40,0.00044913,White
465,White50,0.00049977,White
465,White60,0.00061526,White
465,White70,0.00067146,White
465,White80,0.00069492,White
465,White90,0.00074407,White
466,Red10,0.00017015,Red
466,Red100,0.00025294,Red
466,Red20,0.00015174,Red
466,Red30,0.00012309,Red
466,Red40,0.00014476,Red
466,Red50,0.00023549,Red
466,Red60,0.00019269,Red
466,Red70,0.00022959,Red
466,Red80,0.00020069,Red
466,Red90,0.00022416,Red
466,White10,0.0002001,White
466,White100,0.00072218,White
466,White20,0.00035775,White
466,White30,0.00034703,White
466,White40,0.00040514,White
466,White50,0.00045932,White
466,White60,0.00056966,White
466,White70,0.00062158,White
466,White80,0.00064807,White
466,White90,0.00069109,White
467,Red10,0.00015536,Red
467,Red100,0.00019362,Red
467,Red20,0.00011573,Red
467,Red30,8.8931e-05,Red
467,Red40,9.6254e-05,Red
467,Red50,0.00017267,Red
467,Red60,0.00012287,Red
467,Red70,0.00019286,Red
467,Red80,0.00018414,Red
467,Red90,0.00020033,Red
467,White10,0.00019086,White
467,White100,0.00068258,White
467,White20,0.00033371,White
467,White30,0.00030623,White
467,White40,0.00036185,White
467,White50,0.00041665,White
467,White60,0.00054006,White
467,White70,0.00057978,White
467,White80,0.00060832,White
467,White90,0.00065176,White
468,Red10,0.00013595,Red
468,Red100,0.00018525,Red
468,Red20,9.6289e-05,Red
468,Red30,7.3971e-05,Red
468,Red40,9.8102e-05,Red
468,Red50,0.00012316,Red
468,Red60,9.7657e-05,Red
468,Red70,0.00017652,Red
468,Red80,0.00019446,Red
468,Red90,0.00016126,Red
468,White10,0.00018081,White
468,White100,0.00064327,White
468,White20,0.00031647,White
468,White30,0.00028523,White
468,White40,0.00033708,White
468,White50,0.0003876,White
468,White60,0.0005128,White
468,White70,0.0005445,White
468,White80,0.00057371,White
468,White90,0.00061744,White
469,Red10,0.00011869,Red
469,Red100,0.00020756,Red
469,Red20,0.00010561,Red
469,Red30,7.2208e-05,Red
469,Red40,0.00011738,Red
469,Red50,0.00012264,Red
469,Red60,0.00013012,Red
469,Red70,0.00018209,Red
469,Red80,0.0002085,Red
469,Red90,0.00015434,Red
469,White10,0.00017547,White
469,White100,0.00061935,White
469,White20,0.00030774,White
469,White30,0.00028904,White
469,White40,0.00034192,White
469,White50,0.00038874,White
469,White60,0.00048917,White
469,White70,0.00052621,White
469,White80,0.00055183,White
469,White90,0.00058689,White
470,Red10,0.00012755,Red
470,Red100,0.00018666,Red
470,Red20,0.00011847,Red
470,Red30,9.5284e-05,Red
470,Red40,0.00013421,Red
470,Red50,0.00017105,Red
470,Red60,0.00017254,Red
470,Red70,0.00020662,Red
470,Red80,0.00020417,Red
470,Red90,0.00018974,Red
470,White10,0.00017427,White
470,White100,0.00061313,White
470,White20,0.0003036,White
470,White30,0.00028355,White
470,White40,0.00033889,White
470,White50,0.00038102,White
470,White60,0.00047707,White
470,White70,0.00052298,White
470,White80,0.00054564,White
470,White90,0.00057315,White
471,Red10,0.00012638,Red
471,Red100,0.00016585,Red
471,Red20,0.00012528,Red
471,Red30,9.9491e-05,Red
471,Red40,0.00013454,Red
471,Red50,0.00020642,Red
471,Red60,0.00018615,Red
471,Red70,0.00021505,Red
471,Red80,0.00019251,Red
471,Red90,0.00019381,Red
471,White10,0.00017066,White
471,White100,0.00060031,White
471,White20,0.00029785,White
471,White30,0.0002941,White
471,White40,0.00034643,White
471,White50,0.00038713,White
471,White60,0.00046985,White
471,White70,0.00050946,White
471,White80,0.00053708,White
471,White90,0.00056529,White
472,Red10,0.00010994,Red
472,Red100,0.00017767,Red
472,Red20,8.9012e-05,Red
472,Red30,8.7392e-05,Red
472,Red40,9.4041e-05,Red
472,Red50,0.00017768,Red
472,Red60,0.0001711,Red
472,Red70,0.00017139,Red
472,Red80,0.00015259,Red
472,Red90,0.00015934,Red
472,White10,0.00016674,White
472,White100,0.00058514,White
472,White20,0.00028828,White
472,White30,0.00029921,White
472,White40,0.00035111,White
472,White50,0.00039366,White
472,White60,0.00046848,White
472,White70,0.00049621,White
472,White80,0.00052619,White
472,White90,0.00055343,White
473,Red10,0.00010309,Red
473,Red100,0.00018072,Red
473,Red20,6.7941e-05,Red
473,Red30,0.00010451,Red
473,Red40,9.1054e-05,Red
473,Red50,0.0001455,Red
473,Red60,0.00015108,Red
473,Red70,0.00013899,Red
473,Red80,0.00013834,Red
473,Red90,0.00014151,Red
473,White10,0.00016368,White
473,White100,0.00057657,White
473,White20,0.00028347,White
473,White30,0.00028183,White
473,White40,0.00032916,White
473,White50,0.00037926,White
473,White60,0.00046023,White
473,White70,0.00049287,White
473,White80,0.00051954,White
473,White90,0.00054622,White
474,Red10,9.6079e-05,Red
474,Red100,0.00017657,Red
474,Red20,6.0668e-05,Red
474,Red30,9.3139e-05,Red
474,Red40,0.00010088,Red
474,Red50,0.00012729,Red
474,Red60,0.00013264,Red
474,Red70,0.00013882,Red
474,Red80,0.0001391,Red
474,Red90,0.00013131,Red
474,White10,0.00015962,White
474,White100,0.00057595,White
474,White20,0.0002876,White
474,White30,0.0002779,White
474,White40,0.00032312,White
474,White50,0.00037485,White
474,White60,0.00045661,White
474,White70,0.00049566,White
474,White80,0.0005183,White
474,White90,0.00054944,White
475,Red10,8.4201e-05,Red
475,Red100,0.00017402,Red
475,Red20,6.8067e-05,Red
475,Red30,6.197e-05,Red
475,Red40,8.7299e-05,Red
475,Red50,0.00010879,Red
475,Red60,0.00012528,Red
475,Red70,0.00012309,Red
475,Red80,0.00014327,Red
475,Red90,0.00011074,Red
475,White10,0.00015911,White
475,White100,0.00058432,White
475,White20,0.00029002,White
475,White30,0.00028558,White
475,White40,0.0003355,White
475,White50,0.0003785,White
475,White60,0.00046516,White
475,White70,0.00049851,White
475,White80,0.00052216,White
475,White90,0.00055934,White
476,Red10,7.317e-05,Red
476,Red100,0.00014071,Red
476,Red20,7.3338e-05,Red
476,Red30,5.7152e-05,Red
476,Red40,8.8612e-05,Red
476,Red50,9.4924e-05,Red
476,Red60,0.0001317,Red
476,Red70,0.00012742,Red
476,Red80,0.0001525,Red
476,Red90,0.00011474,Red
476,White10,0.00016139,White
476,White100,0.0005873,White
476,White20,0.00029005,White
476,White30,0.00030303,White
476,White40,0.0003549,White
476,White50,0.00039091,White
476,White60,0.00046459,White
476,White70,0.00050029,White
476,White80,0.00052567,White
476,White90,0.00056156,White
477,Red10,6.3732e-05,Red
477,Red100,0.00013771,Red
477,Red20,4.2231e-05,Red
477,Red30,7.016e-05,Red
477,Red40,8.1662e-05,Red
477,Red50,9.2416e-05,Red
477,Red60,0.00011795,Red
477,Red70,0.00013684,Red
477,Red80,0.00013891,Red
477,Red90,0.00012916,Red
477,White10,0.00016391,White
477,White100,0.00058833,White
477,White20,0.00029396,White
477,White30,0.00031589,White
477,White40,0.00036907,White
477,White50,0.00040359,White
477,White60,0.00046804,White
477,White70,0.00050426,White
477,White80,0.00052921,White
477,White90,0.00056055,White
478,Red10,6.1414e-05,Red
478,Red100,0.00014959,Red
478,Red20,3.5836e-05,Red
478,Red30,6.9875e-05,Red
478,Red40,8.3983e-05,Red
478,Red50,8.7695e-05,Red
478,Red60,7.5916e-05,Red
478,Red70,0.00010489,Red
478,Red80,0.00012423,Red
478,Red90,0.00011409,Red
478,White10,0.00016564,White
478,White100,0.00059013,White
478,White20,0.00029502,White
478,White30,0.00030877,White
478,White40,0.00036136,White
478,White50,0.00040148,White
478,White60,0.00047446,White
478,White70,0.00050552,White
478,White80,0.00053048,White
478,White90,0.00056174,White
479,Red10,6.4648e-05,Red
479,Red100,0.00017285,Red
479,Red20,6.2525e-05,Red
479,Red30,5.4937e-05,Red
479,Red40,9.859e-05,Red
479,Red50,9.748e-05,Red
479,Red60,6.8761e-05,Red
479,Red70,0.00011352,Red
479,Red80,0.00012658,Red
479,Red90,0.00011252,Red
479,White10,0.00016566,White
479,White100,0.00058955,White
479,White20,0.00029274,White
479,White30,0.00030506,White
479,White40,0.00035351,White
479,White50,0.00040233,White
479,White60,0.0004749,White
479,White70,0.00050568,White
479,White80,0.000532,White
479,White90,0.00056114,White
480,Red10,7.6883e-05,Red
480,Red100,0.00019522,Red
480,Red20,8.1146e-05,Red
480,Red30,6.9229e-05,Red
480,Red40,0.00010536,Red
480,Red50,0.00012345,Red
480,Red60,0.00010059,Red
480,Red70,0.00014987,Red
480,Red80,0.0001306,Red
480,Red90,0.00014007,Red
480,White10,0.00016634,White
480,White100,0.00059538,White
480,White20,0.00029382,White
480,White30,0.00030941,White
480,White40,0.00035607,White
480,White50,0.00040632,White
480,White60,0.00047816,White
480,White70,0.00051381,White
480,White80,0.00053768,White
480,White90,0.00056608,White
481,Red10,7.6452e-05,Red
481,Red100,0.00017274,Red
481,Red20,7.108e-05,Red
481,Red30,8.4412e-05,Red
481,Red40,0.00010251,Red
481,Red50,0.0001253,Red
481,Red60,0.00010508,Red
481,Red70,0.00013142,Red
481,Red80,0.0001366,Red
481,Red90,0.00014338,Red
481,White10,0.00016708,White
481,White100,0.00061131,White
481,White20,0.00029859,White
481,White30,0.00031492,White
481,White40,0.00036533,White
481,White50,0.00041446,White
481,White60,0.00048649,White
481,White70,0.00052546,White
481,White80,0.00054614,White
481,White90,0.00058197,White
482,Red10,7.3216e-05,Red
482,Red100,0.00014572,Red
482,Red20,5.8895e-05,Red
482,Red30,7.509e-05,Red
482,Red40,9.2009e-05,Red
482,Red50,0.00011417,Red
482,Red60,0.00010887,Red
482,Red70,0.00011323,Red
482,Red80,0.00013296,Red
482,Red90,0.0001231,Red
482,White10,0.00017132,White
482,White100,0.00063119,White
482,White20,0.00030705,White
482,White30,0.0003242,White
482,White40,0.00037813,White
482,White50,0.00042802,White
482,White60,0.00049794,White
482,White70,0.00053983,White
482,White80,0.00056194,White
482,White90,0.00059869,White
483,Red10,7.9676e-05,Red
483,Red100,0.00015763,Red
483,Red20,7.2386e-05,Red
483,Red30,7.6809e-05,Red
483,Red40,9.7321e-05,Red
483,Red50,0.00010184,Red
483,Red60,0.00012679,Red
483,Red70,0.00013038,Red
483,Red80,0.00012665,Red
483,Red90,0.00012614,Red
483,White10,0.00017851,White
483,White100,0.00064738,White
483,White20,0.00031812,White
483,White30,0.00033997,White
483,White40,0.00039354,White
483,White50,0.00044636,White
483,White60,0.00051088,White
483,White70,0.00055391,White
483,White80,0.00058093,White
483,White90,0.00061214,White
484,Red10,7.4166e-05,Red
484,Red100,0.00018226,Red
484,Red20,7.818e-05,Red
484,Red30,8.1563e-05,Red
484,Red40,9.2441e-05,Red
484,Red50,9.4464e-05,Red
484,Red60,0.00012293,Red
484,Red70,0.00013042,Red
484,Red80,0.000137,Red
484,Red90,0.0001371,Red
484,White10,0.00018397,White
484,White100,0.00066375,White
484,White20,0.00032902,White
484,White30,0.00036246,White
484,White40,0.00041559,White
484,White50,0.00046975,White
484,White60,0.00052588,White
484,White70,0.00056482,White
484,White80,0.00059886,White
484,White90,0.00062885,White
485,Red10,6.3475e-05,Red
485,Red100,0.00018446,Red
485,Red20,8.2148e-05,Red
485,Red30,8.5686e-05,Red
485,Red40,8.6359e-05,Red
485,Red50,0.00011898,Red
485,Red60,0.00012531,Red
485,Red70,0.00013594,Red
485,Red80,0.00015616,Red
485,Red90,0.0001546,Red
485,White10,0.00019241,White
485,White100,0.00068902,White
485,White20,0.00034358,White
485,White30,0.00038017,White
485,White40,0.00043544,White
485,White50,0.00048835,White
485,White60,0.00054907,White
485,White70,0.00058794,White
485,White80,0.00062584,White
485,White90,0.00065661,White
486,Red10,5.9389e-05,Red
486,Red100,0.00017739,Red
486,Red20,8.3181e-05,Red
486,Red30,8.6221e-05,Red
486,Red40,9.725e-05,Red
486,Red50,0.0001229,Red
486,Red60,0.00012241,Red
486,Red70,0.00014336,Red
486,Red80,0.00015747,Red
486,Red90,0.00017193,Red
486,White10,0.00020217,White
486,White100,0.000721,White
486,White20,0.00035822,White
486,White30,0.00039508,White
486,White40,0.0004539,White
486,White50,0.00050719,White
486,White60,0.00057746,White
486,White70,0.00061903,White
486,White80,0.00065432,White
486,White90,0.00068625,White
487,Red10,6.5711e-05,Red
487,Red100,0.0001721,Red
487,Red20,7.0152e-05,Red
487,Red30,7.3268e-05,Red
487,Red40,0.00010755,Red
487,Red50,0.0001064,Red
487,Red60,0.00011416,Red
487,Red70,0.00012657,Red
487,Red80,0.00013606,Red
487,Red90,0.00016098,Red
487,White10,0.00020881,White
487,White100,0.00075547,White
487,White20,0.00037269,White
487,White30,0.00041069,White
487,White40,0.0004718,White
487,White50,0.0005282,White
487,White60,0.0006047,White
487,White70,0.00064881,White
487,White80,0.00068149,White
487,White90,0.00071787,White
488,Red10,7.1769e-05,Red
488,Red100,0.00017453,Red
488,Red20,7.5846e-05,Red
488,Red30,7.8332e-05,Red
488,Red40,0.00011479,Red
488,Red50,0.00012404,Red
488,Red60,0.00012848,Red
488,Red70,0.00013665,Red
488,Red80,0.00015224,Red
488,Red90,0.00017058,Red
488,White10,0.00021546,White
488,White100,0.00078798,White
488,White20,0.00039063,White
488,White30,0.00042746,White
488,White40,0.00049107,White
488,White50,0.00055452,White
488,White60,0.00063042,White
488,White70,0.000678,White
488,White80,0.00070947,White
488,White90,0.00075242,White
489,Red10,8.3513e-05,Red
489,Red100,0.00018347,Red
489,Red20,8.5847e-05,Red
489,Red30,0.00010014,Red
489,Red40,0.00012102,Red
489,Red50,0.00013491,Red
489,Red60,0.00013911,Red
489,Red70,0.00015178,Red
489,Red80,0.00018384,Red
489,Red90,0.00017884,Red
489,White10,0.00022586,White
489,White100,0.00082551,White
489,White20,0.00041116,White
489,White30,0.0004465,White
489,White40,0.00051249,White
489,White50,0.00058012,White
489,White60,0.00065355,White
489,White70,0.00070869,White
489,White80,0.00074319,White
489,White90,0.00078686,White
490,Red10,9.2407e-05,Red
490,Red100,0.00018503,Red
490,Red20,7.4113e-05,Red
490,Red30,9.8553e-05,Red
490,Red40,0.00011628,Red
490,Red50,0.00012474,Red
490,Red60,0.0001324,Red
490,Red70,0.00014952,Red
490,Red80,0.00017677,Red
490,Red90,0.00017,Red
490,White10,0.00023746,White
490,White100,0.00086808,White
490,White20,0.0004333,White
490,White30,0.0004649,White
490,White40,0.00053741,White
490,White50,0.0006032,White
490,White60,0.00068682,White
490,White70,0.00074308,White
490,White80,0.0007825,White
490,White90,0.0008253,White
491,Red10,8.0358e-05,Red
491,Red100,0.0001927,Red
491,Red20,7.3104e-05,Red
491,Red30,9.6162e-05,Red
491,Red40,0.00011236,Red
491,Red50,0.00012707,Red
491,Red60,0.00013569,Red
491,Red70,0.00015994,Red
491,Red80,0.00018165,Red
491,Red90,0.00017213,Red
491,White10,0.00024933,White
491,White100,0.00090648,White
491,White20,0.00045377,White
491,White30,0.00049749,White
491,White40,0.00057518,White
491,White50,0.00064317,White
491,White60,0.00072165,White
491,White70,0.00077577,White
491,White80,0.00081587,White
491,White90,0.00086392,White
492,Red10,7.1795e-05,Red
492,Red100,0.00019593,Red
492,Red20,8.3383e-05,Red
492,Red30,0.00010717,Red
492,Red40,0.00012461,Red
492,Red50,0.00013583,Red
492,Red60,0.00015095,Red
492,Red70,0.00017332,Red
492,Red80,0.00019219,Red
492,Red90,0.00018237,Red
492,White10,0.00026345,White
492,White100,0.00094984,White
492,White20,0.00047529,White
492,White30,0.00053493,White
492,White40,0.00061532,White
492,White50,0.0006877,White
492,White60,0.00075252,White
492,White70,0.0008112,White
492,White80,0.00085154,White
492,White90,0.00090368,White
493,Red10,8.5387e-05,Red
493,Red100,0.00020097,Red
493,Red20,8.3646e-05,Red
493,Red30,0.0001131,Red
493,Red40,0.00013093,Red
493,Red50,0.00014533,Red
493,Red60,0.00015761,Red
493,Red70,0.00017468,Red
493,Red80,0.00017912,Red
493,Red90,0.00019393,Red
493,White10,0.00027812,White
493,White100,0.00099817,White
493,White20,0.00050004,White
493,White30,0.00056192,White
493,White40,0.0006438,White
493,White50,0.00072212,White
493,White60,0.00079638,White
493,White70,0.00085624,White
493,White80,0.00089802,White
493,White90,0.00094961,White
494,Red10,8.5324e-05,Red
494,Red100,0.00021066,Red
494,Red20,8.0937e-05,Red
494,Red30,0.000114,Red
494,Red40,0.00012852,Red
494,Red50,0.00014631,Red
494,Red60,0.00015861,Red
494,Red70,0.00017275,Red
494,Red80,0.00017684,Red
494,Red90,0.00019782,Red
494,White10,0.00028992,White
494,White100,0.00104,White
494,White20,0.00052328,White
494,White30,0.00058955,White
494,White40,0.00067426,White
494,White50,0.00075611,White
494,White60,0.00083497,White
494,White70,0.00089488,White
494,White80,0.00093557,White
494,White90,0.00099412,White
495,Red10,8.2145e-05,Red
495,Red100,0.0002264,Red
495,Red20,9.4724e-05,Red
495,Red30,0.00012762,Red
495,Red40,0.00014161,Red
495,Red50,0.0001488,Red
495,Red60,0.00017246,Red
495,Red70,0.00018791,Red
495,Red80,0.00020087,Red
495,Red90,0.0002075,Red
495,White10,0.00030168,White
495,White100,0.0010789,White
495,White20,0.00054454,White
495,White30,0.00061897,White
495,White40,0.00070927,White
495,White50,0.0007926,White
495,White60,0.00086445,White
495,White70,0.00092886,White
495,White80,0.00097123,White
495,White90,0.0010343,White
496,Red10,9.1694e-05,Red
496,Red100,0.0002404,Red
496,Red20,0.00010706,Red
496,Red30,0.00014055,Red
496,Red40,0.0001494,Red
496,Red50,0.00015385,Red
496,Red60,0.00018033,Red
496,Red70,0.00019474,Red
496,Red80,0.00020171,Red
496,Red90,0.00020851,Red
496,White10,0.00031644,White
496,White100,0.0011309,White
496,White20,0.00057193,White
496,White30,0.00064349,White
496,White40,0.00074014,White
496,White50,0.00082596,White
496,White60,0.00090367,White
496,White70,0.00097337,White
496,White80,0.0010208,White
496,White90,0.0010823,White
497,Red10,9.6275e-05,Red
497,Red100,0.00024476,Red
497,Red20,0.00011089,Red
497,Red30,0.00013693,Red
497,Red40,0.00015001,Red
497,Red50,0.00016017,Red
497,Red60,0.00018494,Red
497,Red70,0.00020251,Red
497,Red80,0.00019922,Red
497,Red90,0.00021325,Red
