row_id,cluster,F1,F2,F3,StreetlightCondition,Acceptable_Sky_Conditions
102,1,-0.7105931470635907,0.2508857269761904,-0.4547531396278773,2,6
103,2,-1.2140661178049603,-0.701342717786074,0.0889191959480057,2,2
104,2,-0.13632515842993928,-0.7334337018857169,1.992773074026869,2,5
105,2,-1.3234827036383217,-1.3507931312553902,-0.6695974856543101,2,4
106,1,1.007181942721867,0.6683772664808681,-0.7281016148557503,2,4
107,2,-1.5494675485211173,-1.7900671599984368,0.18797978002754157,2,6
108,2,-0.838733975576876,-0.1310259968504831,-0.5561867679901668,2,6
109,2,-1.3137605020020668,-1.8955125921081915,0.07896428231561681,2,6
110,2,-1.2836513154570055,-1.4360739685804103,-0.6838532693430919,2,3
111,2,-0.9890602298267146,-0.4582148774594033,0.10835253097635922,2,3
112,2,-0.6773707949506923,-0.30518884848914396,-0.1022621408813535,2,4
113,2,-1.4875752663693795,-0.3281965095116346,0.26192559266691623,2,1
114,2,0.6363578806908781,-0.5086113424498457,1.4291213713013777,2,5
115,1,0.7509656189655356,0.9012606904151399,0.8207633677278426,2,7
116,2,-0.13845268877507855,-1.432212114349651,0.8818042505195344,2,6
117,2,-1.4107726209556215,-0.9665032594126047,0.22417515253913722,2,3
118,2,-1.1019474355457306,-1.392088940777417,0.9965803123854076,2,4
119,2,-1.394524436180044,-1.4441777597584347,0.6571663991217166,2,6
120,2,-1.2887462980262105,0.19295988495265687,-0.8234747362579299,2,6
121,2,-1.1760893329068265,-1.2703614297833628,-0.1365957907989854,2,2
122,1,1.1277705382293242,-0.1279809930668152,-0.4894926576623099,2,5
123,1,0.1543192413134984,0.7389740006981291,-0.3921949430695277,2,7
124,1,-0.2434987647509817,0.37694807355337867,-0.5304293904232951,2,2
125,1,-0.470284837776844,0.5864840168873645,-0.6347216788453688,2,3
126,2,-1.366398250811005,-1.9156402046718424,-0.26991758788036446,2,2
127,1,0.7129643224678844,1.3409280556386307,-0.9486634614319105,2,7
128,2,-0.41155941178170224,-0.39628663210480447,0.5849403878362387,2,6
129,2,-1.2049741133600345,-0.7776823705820178,-0.954652069387319,2,3
130,2,-0.9709310380861447,0.5006511505085767,0.47397579595215844,2,5
131,1,-1.002084139823229,1.0213472416115872,-0.6574020594185389,2,4
132,1,0.6171155194117711,-8.902115002314221e-4,0.9566645285092429,2,6
133,2,-0.7428331658698359,0.06245705245132954,0.027763626323045895,2,4
134,2,-1.2330287501977875,-1.2832836512303714,-0.2280753059468314,2,5
135,2,0.7139970044618842,-1.4195639793242247,3.942142173201974,2,7
136,2,-1.2469005806599158,-1.4152611993465627,0.2634033595965559,2,3
137,2,-1.0476650606898597,-0.5308199817986075,0.6129896169845768,2,3
138,1,-0.024728034742410053,0.5533075913385949,-0.8429650247306608,2,6
139,2,-1.420572816777048,-1.4216218817447905,-0.5929545921627688,2,1
140,1,-1.034684868921613,0.8511199977578413,-0.42942443249033224,2,2
141,1,-0.03658953027084993,0.8853234329164452,0.7141875978413191,2,4
142,2,-0.6073083085250917,-0.6773954619147783,0.31663645200757246,2,NA
143,2,-0.24768257096223445,-1.3719032590481364,0.7948883839573162,2,3
144,2,-1.3531697138774406,-1.0642854783866766,-0.7426395811026717,2,2
145,2,-0.6607514170574575,0.09332484358667287,-0.3593799860410964,2,5
146,2,-0.7686517305590084,-1.1467703281585853,0.09238869516868314,2,1
147,1,1.4042362778267785,0.789538369765692,1.7779242840624276,2,6
148,2,-0.34042092759168197,-1.0917909085026307,0.8627547033789041,2,2
149,2,-0.7378975930340865,-0.4009448419413602,0.143757824985059,2,4
150,2,-0.6897078985400462,-0.9036963776510951,-0.712182091657875,2,7
