color,dist_km,response,SE,df,lower_CL,upper_CL,species
W,3.0617175593422448,1.7299461004459422,NA,Inf,NA,NA,Myev
R,3.253074906801135,1.84610759477312,NA,Inf,NA,NA,Myev
W,3.253074906801135,1.7648777948809795,NA,Inf,NA,NA,Myev
R,3.4444322542600254,1.8833848639193627,NA,Inf,NA,NA,Myev
W,3.4444322542600254,1.8005148426653428,NA,Inf,NA,NA,Myev
R,3.6357896017189155,1.9214148491038991,NA,Inf,NA,NA,Myev
W,3.6357896017189155,1.8368714865477866,NA,Inf,NA,NA,Myev
R,3.827146949177806,1.9602127494399497,NA,Inf,NA,NA,Myev
W,3.827146949177806,1.8739622568717753,NA,Inf,NA,NA,Myev
R,4.018504296636697,1.9997940709467006,NA,Inf,NA,NA,Myev
W,4.018504296636697,1.9118019773826995,NA,Inf,NA,NA,Myev
R,4.209861644095587,2.0401746327464596,NA,Inf,NA,NA,Myev
W,4.209861644095587,1.9504057711523535,NA,Inf,NA,NA,Myev
R,4.401218991554477,2.0813705733869474,NA,Inf,NA,NA,Myev
W,4.401218991554477,1.9897890666230422,NA,Inf,NA,NA,Myev
R,4.592576339013367,2.123398357291249,NA,Inf,NA,NA,Myev
W,4.592576339013367,2.0299676037737298,NA,Inf,NA,NA,Myev
R,4.783933686472257,2.1662747813380085,NA,Inf,NA,NA,Myev
W,4.783933686472257,2.0709574404107034,NA,Inf,NA,NA,Myev
R,4.975291033931148,2.2100169815744906,NA,Inf,NA,NA,Myev
W,4.975291033931148,2.112774958585256,NA,Inf,NA,NA,Myev
R,5.166648381390038,2.254642440065193,NA,Inf,NA,NA,Myev
W,5.166648381390038,2.1554368711409557,NA,Inf,NA,NA,Myev
R,5.358005728848928,2.300168991878757,NA,Inf,NA,NA,Myev
W,5.358005728848928,2.1989602283931267,NA,Inf,NA,NA,Myev
R,5.549363076307818,2.346614832215946,NA,Inf,NA,NA,Myev
W,5.549363076307818,2.243362424943197,NA,Inf,NA,NA,Myev
R,5.740720423766709,2.393998523681573,NA,Inf,NA,NA,Myev
W,5.740720423766709,2.2886612066306498,NA,Inf,NA,NA,Myev
R,5.932077771225599,2.442339003703245,NA,Inf,NA,NA,Myev
W,5.932077771225599,2.3348746776253457,NA,Inf,NA,NA,Myev
R,6.1234351186844895,2.4916555920999257,NA,Inf,NA,NA,Myev
W,6.1234351186844895,2.382021307663062,NA,Inf,NA,NA,Myev
R,6.31479246614338,2.5419679988033193,NA,Inf,NA,NA,Myev
W,6.31479246614338,2.43011993942713,NA,Inf,NA,NA,Myev
R,6.50614981360227,2.5932963317351674,NA,Inf,NA,NA,Myev
W,6.50614981360227,2.479189796079124,NA,Inf,NA,NA,Myev
R,6.697507161061161,2.645661104843604,NA,Inf,NA,NA,Myev
W,6.697507161061161,2.5292504889416216,NA,Inf,NA,NA,Myev
R,6.888864508520051,2.69908324630179,NA,Inf,NA,NA,Myev
W,6.888864508520051,2.5803220253360806,NA,Inf,NA,NA,Myev
R,7.080221855978941,2.753584106872092,NA,Inf,NA,NA,Myev
W,7.080221855978941,2.6324248165789994,NA,Inf,NA,NA,Myev
R,7.271579203437831,2.8091854684391593,NA,Inf,NA,NA,Myev
W,7.271579203437831,2.6855796861395276,NA,Inf,NA,NA,Myev
R,7.462936550896721,2.8659095527152925,NA,Inf,NA,NA,Myev
W,7.462936550896721,2.7398078779617965,NA,Inf,NA,NA,Myev
R,0,26.899082044099202,9.392127701746483,Inf,13.56845909052412,53.3266607495981,Mylu
W,0,19.352298213930304,6.775109728076309,Inf,9.743895105149173,38.43549649492624,Mylu
R,0.1913573474588903,27.966338747128244,9.426034397806694,Inf,14.445705099436175,54.14177414916583,Mylu
W,0.1913573474588903,20.120126274158288,6.800610662008149,Inf,10.373474477595652,39.02448327822975,Mylu
R,0.3827146949177806,29.075940273236835,9.465840000808202,Inf,15.361025066816008,55.0360603602654,Mylu
W,0.3827146949177806,20.918418929524055,6.830406689053255,Inf,11.030354256113025,39.67055276294171,Mylu
R,0.5740720423766709,30.229566709358707,9.514722752385225,Inf,16.312374229070578,56.020459719899094,Mylu
W,0.5740720423766709,21.748384903184544,6.866778358751015,Inf,11.713073110901549,40.38156693966537,Mylu
R,0.7654293898355612,31.428964802101582,9.576460323737859,Inf,17.29686849635014,57.10743703348233,Mylu
W,0.7654293898355612,22.611280875988598,6.91243452852354,Inf,12.4195713064026,41.16647911907194,Mylu
R,0.9567867372944515,32.67595060255809,9.65547571405208,Inf,18.310708466196512,58.311110667942486,Mylu
W,0.9567867372944515,23.50841338926204,6.970544929616921,Inf,13.1471369222451,42.03542591431846,Mylu
R,1.1481440847533417,33.97241221605305,9.756864858950278,Inf,19.349137052763403,59.64735215995595,Mylu
W,1.1481440847533417,24.441140823088045,7.044759728260868,Inf,13.892375974481304,42.999798294497616,Mylu
R,1.339501432212232,35.32031266099038,9.886397231395339,Inf,20.40644730902955,61.13384008386931,Mylu
W,1.339501432212232,25.410875453078464,7.139209933907416,Inf,14.651218126416229,44.07228025140396,Mylu
R,1.5308587796711224,36.72169284112903,10.050480916673257,Inf,21.47605675823598,62.790052210170714,Mylu
W,1.5308587796711224,26.419085588750498,7.258482658857231,Inf,15.418969471520194,45.26684384678984,Mylu
R,1.7222161271300127,38.178674635787175,10.25608578633161,Inf,22.550660582188613,64.63718398105716,Mylu
W,1.7222161271300127,27.467297796745797,7.407566750335346,Inf,16.19042106268518,46.59869223499927,Mylu
R,1.913573474588903,39.69346411265508,10.510622967959646,Inf,23.622467387967,66.69798998495874,Mylu
W,1.913573474588903,28.55709921225922,7.591767532210569,Inf,16.96001579551509,48.08414834345079,Mylu
R,2.1049308220477934,41.26835486808022,10.821785652865998,Inf,24.683508267098016,68.99655815084938,Mylu
W,2.1049308220477934,29.69013994217644,7.816594197508441,Inf,17.7220671267448,49.74049604268349,Mylu
R,2.2962881695066835,42.90573149988242,11.197364265219498,Inf,25.725994637863344,71.55804164051938,Mylu
W,2.2962881695066835,30.86813556355892,8.087628991400324,Inf,18.471012433005818,51.58579133797885,Mylu
R,2.487645516965574,44.60807321795824,11.64505603546557,Inf,26.742686946508076,74.40838686849119,Mylu
W,2.487645516965574,32.092869721260215,8.410392256736992,Inf,19.20167439069227,53.638670565366674,Mylu
R,2.679002864424464,46.3779575981399,12.172292621468783,Inf,27.727229419840917,77.57410300200144,Mylu
W,2.679002864424464,33.36619682860535,8.790219969484907,Inf,19.90949887397169,55.91818748691309,Mylu
R,2.8703602118833547,48.21806448499437,12.786107862704462,Inf,28.67440906066071,81.08211533707897,Mylu
W,2.8703602118833547,34.69004487522399,9.232169350325204,Inf,20.5907398723523,58.443709206432565,Mylu
R,3.0617175593422448,50.131180049470856,13.493061005143392,Inf,29.580310018109227,84.95973205195993,Mylu
W,3.0617175593422448,36.06641834628758,9.740963462844547,Inf,21.242570895600664,61.23489189337351,Mylu
R,3.253074906801135,52.12020100754072,14.299220704791797,Inf,30.44235367306377,89.23473468052163,Mylu
W,3.253074906801135,37.49740125757129,10.320978707175689,Inf,21.86311574104967,64.31174393095918,Mylu
R,3.4444322542600254,54.18813900621755,15.210204856357828,Inf,31.25923438317015,93.93558309726473,Mylu
W,3.4444322542600254,38.985160310936124,10.976271906429856,Inf,22.45140527447542,67.69477036688077,Mylu
R,3.6357896017189155,56.338125183598706,16.23126362345267,Inf,32.030775410614524,99.09171128436147,Mylu
W,3.6357896017189155,40.531948175008814,11.710638240006348,Inf,23.007277221596993,71.40518224031581,Mylu
R,3.827146949177806,58.5734149098321,17.367389456056888,Inf,32.75773627008147,104.73388349892866,Mylu
W,3.827146949177806,42.14010689602704,12.527688667948551,Inf,23.531240850989835,75.46514951989401,Mylu
R,4.018504296636697,60.897392716187525,18.623438243479047,Inf,33.441601860308865,110.89458139955613,Mylu
W,4.018504296636697,43.81207144401468,13.430935657176978,Inf,24.02432798305772,79.89807688144708,Mylu
R,4.209861644095587,63.313577419694894,20.00424882332033,Inf,34.084377701075006,117.60839880474835,Mylu
W,4.209861644095587,45.55037339965598,14.423878116707566,Inf,24.48794763329951,84.72888573261476,Mylu
R,4.401218991554477,65.82562745111005,21.514752280989697,Inf,34.68840741971197,124.9124290113724,Mylu
W,4.401218991554477,47.35764478745123,15.510079384190783,Inf,24.923755900168786,89.98429164519371,Mylu
R,4.592576339013367,68.43734639427365,23.16006655645939,Inf,35.256220765990186,132.84663755021325,Mylu
W,4.592576339013367,49.236622060958666,16.693234981339703,Inf,25.333547166872386,95.6930719573201,Mylu
R,4.783933686472257,71.15268874525296,24.94557510063932,Inf,35.790414262113224,141.45421951816002,Mylu
W,4.783933686472257,51.19015024615537,17.97722914969643,Inf,25.719168296294583,101.88632276268015,Mylu
R,4.975291033931148,73.9757658999832,26.876990473164472,Inf,36.29356252051303,150.78194479795482,Mylu
W,4.975291033931148,53.22118724919163,19.366180723217724,Inf,26.08245456855357,108.59770750366907,Mylu
R,5.166648381390038,76.91085237947817,28.960404951287877,Inf,36.76815606796957,160.880496775604,Mylu
W,5.166648381390038,55.33280833506142,20.864479754425766,Inf,26.42518450642132,115.86370106519573,Mylu
R,5.358005728848928,79.9623923020341,31.20233067167078,Inf,37.21656071529345,171.80481107801324,Mylu
W,5.358005728848928,57.52821078397035,22.476816654119606,Inf,26.749050123519794,123.7238339575641,Mylu
R,5.549363076307818,83.13500611222565,33.609731813917236,Inf,37.64099359859281,183.61442088867116,Mylu
W,5.549363076307818,59.81071873244987,24.208205612857448,Inf,27.055639158543357,132.22094123629748,Mylu
R,5.740720423766709,86.43349757688489,36.190051070120326,Inf,38.043511577433115,196.37381497151048,Mylu
W,5.740720423766709,62.183788206550844,26.06400389649118,Inf,27.346426233255613,141.40142052692727,Mylu
R,5.932077771225599,89.86286105865516,38.95123227731583,Inf,38.426008420471,210.15281392966975,Mylu
W,5.932077771225599,64.65101235473476,28.04992835434659,Inf,27.622770387781593,151.31550310901838,Mylu
R,6.1234351186844895,93.42828907813127,41.901740710395394,Inf,38.79021796708265,225.02696962090178,Mylu
W,6.1234351186844895,67.21612688838627,30.172070212877635,Inf,27.885916978364307,162.0175415920877,Mylu
R,6.31479246614338,97.13518017603931,45.050582189411976,Inf,39.1377211343715,241.07799213545437,Mylu
W,6.31479246614338,69.88301573818688,32.43690898482348,Inf,28.13700240424953,173.5663173531982,Mylu
R,6.50614981360227,100.98914708735819,48.40732186688194,Inf,39.46995520713895,258.3942083518606,Mylu
W,6.50614981360227,72.6557169349114,34.85132611891498,Inf,28.377060534578053,186.02537062968776,Mylu
R,6.697507161061161,104.9960252397601,51.98210333087713,Inf,39.78822429956598,277.07105582665065,Mylu
W,6.697507161061161,75.53842872355298,37.42261885099452,Inf,28.60703002867955,199.46335597588336,Mylu
R,6.888864508520051,109.16188158923805,55.78566848334362,Inf,40.0937102226904,297.2116156353866,Mylu
W,6.888864508520051,78.53551592003512,40.15851459087875,Inf,28.827761991069135,213.95442569343012,Mylu
R,7.080221855978941,113.49302380629867,59.82937852179002,Inf,40.38748324853603,318.92718774854524,Mylu
W,7.080221855978941,81.65151652013327,43.0671860847186,Inf,29.04002758750283,229.57864382011405,Mylu
R,7.271579203437831,117.9960098266293,64.12523625729358,Inf,40.67051244801714,342.3379125798255,Mylu
W,7.271579203437831,84.89114857061486,46.15726752377612,Inf,29.244525383207694,246.4224333001556,Mylu
R,7.462936550896721,122.67765778070046,68.68590993449084,Inf,40.94367541181945,367.57344247151144,Mylu
W,7.462936550896721,88.25931731300125,49.43787172168914,Inf,29.441888260336842,264.5790590493845,Mylu
R,0,1.10896327163116,0.2956914727332678,Inf,0.6575892388892135,1.8701637209030955,Myvo
W,0,1.0770223174407925,0.28996410638560544,Inf,0.6354154575471945,1.8255411612793184,Myvo
R,0.1913573474588903,1.1510785287162981,0.29863635435183655,Inf,0.6922593411263335,1.913996244696214,Myvo
W,0.1913573474588903,1.11792454833139,0.29304813445045974,Inf,0.6687780765190293,1.8687145103004612,Myvo
R,0.3827146949177806,1.1947932029550257,0.30183883573692705,Inf,0.728207184242581,1.9603360536909902,Myvo
W,0.3827146949177806,1.1603801291059557,0.296397281804075,Inf,0.7033586885829225,1.914360433560225,Myvo
R,0.5740720423766709,1.2401680356417861,0.30537138262017344,Inf,0.7653954533942083,2.009440675153146,Myvo
W,0.5740720423766709,1.2044480515556337,0.3000819265778143,Inf,0.7391212100021266,1.9627296433449506,Myvo
R,0.7654293898355612,1.2872660748518676,0.3093169909954657,Inf,0.8037726422181627,2.061595357228856,Myvo
W,0.7654293898355612,1.250189547811274,0.30418238607253184,Inf,0.7760163213901724,2.014099268758436,Myvo
R,0.9567867372944515,1.336152763046348,0.31376969459410925,Inf,0.843272341392363,2.117114624260767,Myvo
W,0.9567867372944515,1.2976681754251347,0.3087893573831429,Inf,0.8139808771930519,2.0687742681598857,Myvo
R,1.1481440847533417,1.3868960280040268,0.31883483004888724,Inf,0.8838129940650602,2.1763434181323578,Myvo
W,1.1481440847533417,1.346949905683744,0.31400413057401483,Inf,0.8529377537375114,2.127088454545985,Myvo
R,1.339501432212232,1.4395663772066951,0.3246289887971155,Inf,0.9252982550540166,2.239657692062793,Myvo
W,1.339501432212232,1.3981032152746324,0.31993851272290336,Inf,0.8927962548845738,2.189405018073222,Myvo
R,1.5308587796711224,1.4942369958088824,0.33127959411635494,Inf,0.9676180732209883,2.307464340978707,Myvo
W,1.5308587796711224,1.4511991814343066,0.3267144109156506,Inf,0.9334531759746347,2.256116448472857,Myvo
R,1.7222161271300127,1.5509838483282201,0.3389240631633662,Inf,1.0106505755276762,2.3802003937107936,Myvo
W,1.7222161271300127,1.5063115807096683,0.3344630425964532,Inf,0.9747945880350739,2.3276437990425323,Myvo
R,1.913573474588903,1.6098857841977114,0.34770854831234327,Inf,1.0542647653423214,2.4583314584361937,Myvo
W,1.913573474588903,1.5635169914701144,0.34332377290314847,Inf,1.0166983444288968,2.4044352939208715,Myvo
R,2.1049308220477934,1.6710246473265766,0.35778629739696544,Inf,1.0983239605295252,2.542349500075252,Myvo
W,2.1049308220477934,1.6228949003127497,0.35344261859308085,Inf,1.059037235363645,2.4869643573549682,Myvo
R,2.2962881695066835,1.734485389821904,0.3693157230131118,Inf,1.1426897995852072,2.6327701258886673,Myvo
W,2.2962881695066835,1.6845278125085683,0.36497050178889257,Inf,1.1016826317877961,2.575727227822433,Myvo
R,2.487645516965574,1.800356190029128,0.3824583179776197,Inf,1.1872265536895354,2.7301296461937175,Myvo
W,2.487645516965574,1.7485013666430644,0.37806137642162724,Inf,1.144508383903972,2.6712403964435945,Myvo
R,2.679002864424464,1.8687285750553428,0.39737658703879236,Inf,1.231805419020183,2.834982240950146,Myvo
W,2.679002864424464,1.814904453610565,0.39287037732625196,Inf,1.1873946874482832,2.7740381614928924,Myvo
R,2.8703602118833547,1.939697547945706,0.4142321751110285,Inf,1.2763084441997865,2.947897582755187,Myvo
W,2.8703602118833547,1.8838293401276305,0.40955214929075695,Inf,1.2302316168821745,2.8846706051333677,Myvo
R,3.0617175593422448,2.013361719689633,0.4331843553156399,Inf,1.3206317807522625,3.069459234126986,Myvo
W,3.0617175593422448,1.955371796937137,0.4282594977070653,Inf,1.272922055037328,3.0037022684354744,Myvo
R,3.253074906801135,2.089823446240219,0.4543889981010098,Inf,1.36468802573904,3.200264056021318,Myvo
W,3.253074906801135,2.0296312318811878,0.44914246590637513,Inf,1.3153838194941376,3.1317117303539304,Myvo
R,3.4444322542600254,2.169188970737255,0.47799808408275135,Inf,1.4084075390605726,3.3409227515969615,Myvo
W,3.4444322542600254,2.1067108280277522,0.4723478939123537,Inf,1.3575508832415641,3.2692921994435715,Myvo
R,3.6357896017189155,2.251568571131479,0.5041597601235134,Inf,1.4517387397284702,3.4920615478341834,Myvo
W,3.6357896017189155,2.1867176870429548,0.4980194593070258,Inf,1.3993736914103376,3.4170531232492243,Myvo
R,3.827146949177806,2.3370767134151653,0.5330188827035761,Inf,1.4946474922416362,3.6543249112175364,Myvo
W,3.827146949177806,2.2697629780082482,0.5262981532281515,Inf,1.4408186676467376,3.5756227289525953,Myvo
R,4.018504296636697,2.4258322106719814,0.5647179535817306,Inf,1.5371157691139785,3.828379119242097,Myvo
W,4.018504296636697,2.355962091889217,0.557323110507286,Inf,1.4818670689050755,3.745651344098105,Myvo
R,4.209861644095587,2.5179583881671,0.5993983337245515,Inf,1.5791398116849986,4.014916473909889,Myvo
W,4.209861644095587,2.445434801870685,0.5912326957370708,Inf,1.5225133801085138,3.9278153140263994,Myvo
R,4.401218991554477,2.613583254706961,0.6372016211390764,Inf,1.6207280113080766,4.214659943941818,Myvo
W,4.401218991554477,2.538305429780878,0.628165745679361,Inf,1.5627634421689023,4.122821331111438,Myvo
R,4.592576339013367,2.712839680506792,0.6782710918697694,Inf,1.6618987060544423,4.428368049942451,Myvo
W,4.592576339013367,2.634703018835909,0.6682628791340527,Inf,1.602632485612604,4.331411012681184,Myvo
R,4.783933686472257,2.815865581813023,0.7227531250320002,Inf,1.7026780458311115,4.6568398495846255,Myvo
W,4.783933686472257,2.734761512944603,0.71166780327365875,Inf,1.6421432070776467,4.5543656000578165,Myvo
R,4.975291033931148,2.9228041125371425,0.7707985568333594,Inf,1.743098031988712,4.900919927330485,Myvo
W,4.975291033931148,2.8386199428228025,0.7585285658785967,Inf,1.681323986210635,4.79251069150087,Myvo
R,5.166648381390038,3.0338038631672437,0.8225639310243537,Inf,1.783194793929406,5.161503337437885,Myvo
W,5.166648381390038,2.94642261917577,0.8089987223796111,Inf,1.7202073027697808,5.0467209602077,Myvo
R,5.358005728848928,3.149019067233686,0.8782126317855774,Inf,1.823007129403097,5.4395404855318334,Myvo
W,5.358005728848928,3.0583193332171037,0.8632384030168919,Inf,1.758828382088067,5.317924840867831,Myvo
R,5.549363076307818,3.26860981561571,0.9379158988455233,Inf,1.8625753087104715,5.736041961243519,Myvo
W,5.549363076307818,3.174465564802784,0.9214152778915534,Inf,1.797224073112022,5.607109192939539,Myvo
R,5.740720423766709,3.3927422789868213,1.0018537338042652,Inf,1.9019401255375012,6.052083352714212,Myvo
W,5.740720423766709,3.295022698469565,0.9837054262373011,Inf,1.835431946925034,5.915323965902999,Myvo
R,5.932077771225599,3.5215889387080015,1.0702157119482985,Inf,1.9411421671688964,6.388810084589492,Myvo
W,5.932077771225599,3.420158247677877,1.050294121417643,Inf,1.8734895939139484,6.243686902323027,Myvo
R,6.1234351186844895,3.6553288264896,1.1432017162175512,Inf,1.9802212725286412,6.74744232633355,Myvo
W,6.1234351186844895,3.550046087570844,1.1213765457081708,Inf,1.9114340930663647,6.593388320106462,Myvo
R,6.31479246614338,3.794147773154886,1.221022610334686,Inf,2.0192161461001987,7.129280019050439,Myvo
W,6.31479246614338,3.6848666965728185,1.1971584496137089,Inf,1.949301625808034,6.9656960173533715,Myvo
R,6.50614981360227,3.938238666850928,1.303900867191585,Inf,2.058164097803511,7.535708067997046,Myvo
W,6.50614981360227,3.8248074071631355,1.277856769954509,Inf,1.9871272080232896,7.3619603429628695,Myvo
R,6.697507161061161,4.087801721065609,1.3920711669876538,Inf,2.097100882226435,7.968201745738749,Myvo
W,6.697507161061161,3.9700626661735474,1.3637002197481618,Inf,2.024944516448542,7.7836194746650245,Myvo
R,6.888864508520051,4.243044752823119,1.4857809777343136,Inf,2.1360606144419325,8.42833234822008,Myvo
W,6.888864508520051,4.120834304970995,1.4549298613843948,Inf,2.062785788774068,8.232204944129418,Myvo
R,7.080221855978941,4.404183471444563,1.5852911288410334,Inf,2.175075743487425,8.917773143405766,Myvo
W,7.080221855978941,4.277331819901164,1.5517996729848764,Inf,2.100681780058524,8.709347446727177,Myvo
R,7.271579203437831,4.571441778274852,1.6908763867325287,Inf,2.2141770681486395,9.438305649886642,Myvo
W,7.271579203437831,4.439772663382494,1.654577116309726,Inf,2.138661761166452,9.216782971687657,Myvo
R,7.462936550896721,4.745052077792348,1.8028260398910727,Inf,2.253393782833821,9.991826281088978,Myvo
W,7.462936550896721,4.6083825460550685,1.7635437131980927,Inf,2.1767535477282407,9.756359286952396,Myvo
