color,dist_km,response,SE,df,lower_CL,upper_CL,species
R,4.592576339013367,5.899461705712701,1.1950712912392791,Inf,3.966267386073458,8.774912286391684,Laci
W,4.592576339013367,4.741873178371461,0.9662022131394858,Inf,3.1806028446302745,7.06952811719957,Laci
R,4.783933686472257,5.806222694564692,1.2157259324543233,Inf,3.8518229883618544,8.752277059651584,Laci
W,4.783933686472257,4.666929465165815,0.9825422381985247,Inf,3.0890525734762795,7.050780171190935,Laci
R,4.975291033931148,5.714457294677086,1.237492035422954,Inf,3.7380351298672463,8.73587888775349,Laci
W,4.975291033931148,4.593170212180376,0.9997846443472875,Inf,2.998012819610823,7.037065505543696,Laci
R,5.166648381390038,5.624142216118771,1.2601017714742087,Inf,3.625289264418579,8.725090154206582,Laci
W,5.166648381390038,4.520576699419122,1.0177152473173576,Inf,2.9077914163828225,7.027881566812029,Laci
R,5.358005728848928,5.5352545370481705,1.283318798711084,Inf,3.513913988246385,8.719349105412434,Laci
W,5.358005728848928,4.449130502749276,1.0361447428702966,Inf,2.8186513149608112,7.0227779241183805,Laci
R,5.549363076307818,5.4477716978957185,1.3069360779494228,Inf,3.404185394014556,8.718155164103472,Laci
W,5.549363076307818,4.378813489225298,1.0549070386276922,Inf,2.730813914287017,7.021352671856271,Laci
R,5.740720423766709,5.361671495638277,1.3307733750028292,Inf,3.2963319898446795,8.721063690097116,Laci
W,5.740720423766709,4.309607812486763,1.0738573242858096,Inf,2.644462864030313,7.023248369289275,Laci
R,5.932077771225599,5.276932078164018,1.3546746555912426,Inf,3.1905397879575546,8.727680583285323,Laci
W,5.932077771225599,4.241495908228972,1.0928700440369898,Inf,2.5597480264760213,7.02814783074182,Laci
R,6.1234351186844895,5.193531938726418,1.3785055143176503,Inf,3.0869572936679366,8.737656997684672,Laci
W,6.1234351186844895,4.174460489745172,1.1118368846938393,Inf,2.476789381202255,7.035769982179397,Laci
R,6.31479246614338,5.111449910485851,1.402150728104491,Inf,2.9857002244682604,8.750684336388424,Laci
W,6.31479246614338,4.108484543539204,1.1306648530090369,Inf,2.3956807339795856,7.045865922401483,Laci
R,6.50614981360227,5.030665161137486,1.425511986437935,Inf,2.8868558624515037,8.766489623763675,Laci
W,6.50614981360227,4.043551325007498,1.1492744856062909,Inf,2.316493149464937,7.058215268949311,Laci
R,6.697507161061161,4.951157187624072,1.448505823750593,Inf,2.7904869953051543,8.784831299269605,Laci
W,6.697507161061161,3.9796443541893223,1.1675982133810179,Inf,2.239278068749755,7.072622827353221,Laci
R,6.888864508520051,4.8729058109322985,1.4710617609710426,Inf,2.696635436117336,8.805495442278449,Laci
W,6.888864508520051,3.916747411584194,1.1855788874771582,Inf,2.164070101056126,7.088915594122713,Laci
R,7.080221855978941,4.795891170971374,1.4931206515125643,Inf,2.6053251345330257,8.828292414997856,Laci
W,7.080221855978941,3.8548445340353816,1.2031684643527842,Inf,2.090889497088195,7.106940085679557,Laci
R,7.271579203437831,4.720093721532583,1.5146332199354675,Inf,2.516564904963405,8.853053897441715,Laci
W,7.271579203437831,3.7939200106784927,1.2203268416039037,Inf,2.0197443224983083,7.126559974493379,Laci
R,7.462936550896721,4.645494225328471,1.535558777755993,Inf,2.4303508043991364,8.879630281561603,Laci
W,7.462936550896721,3.733958378954065,1.2370208330009467,Inf,1.950632355809755,7.147654007806829,Laci
R,0,1.314201238698639,NA,Inf,NA,NA,Myev
W,0,1.2563756255330027,NA,Inf,NA,NA,Myev
R,0.1913573474588903,1.3407380632185097,NA,Inf,NA,NA,Myev
W,0.1913573474588903,1.281744814454805,NA,Inf,NA,NA,Myev
R,0.3827146949177806,1.367810728852254,NA,Inf,NA,NA,Myev
W,0.3827146949177806,1.3076262671721395,NA,Inf,NA,NA,Myev
R,0.5740720423766709,1.3954300554965444,NA,Inf,NA,NA,Myev
W,0.5740720423766709,1.3340303274999792,NA,Inf,NA,NA,Myev
R,0.7654293898355612,1.4236070815273019,NA,Inf,NA,NA,Myev
W,0.7654293898355612,1.3609675481193324,NA,Inf,NA,NA,Myev
R,0.9567867372944515,1.4523530682113077,NA,Inf,NA,NA,Myev
W,0.9567867372944515,1.3884486947947412,NA,Inf,NA,NA,Myev
R,1.1481440847533417,1.4816795042068966,NA,Inf,NA,NA,Myev
W,1.1481440847533417,1.4164847506769414,NA,Inf,NA,NA,Myev
R,1.339501432212232,1.5115981101555278,NA,Inf,NA,NA,Myev
W,1.339501432212232,1.4450869206924015,NA,Inf,NA,NA,Myev
R,1.5308587796711224,1.542120843366072,NA,Inf,NA,NA,Myev
W,1.5308587796711224,1.4742666360214998,NA,Inf,NA,NA,Myev
R,1.7222161271300127,1.573259902593686,NA,Inf,NA,NA,Myev
W,1.7222161271300127,1.5040355586671235,NA,Inf,NA,NA,Myev
R,1.913573474588903,1.6050277329151814,NA,Inf,NA,NA,Myev
W,1.913573474588903,1.5344055861155204,NA,Inf,NA,NA,Myev
R,2.1049308220477934,1.6374370307028416,NA,Inf,NA,NA,Myev
W,2.1049308220477934,1.5653888560912643,NA,Inf,NA,NA,Myev
R,2.2962881695066835,1.6705007486986696,NA,Inf,NA,NA,Myev
W,2.2962881695066835,1.5969977514082325,NA,Inf,NA,NA,Myev
R,2.487645516965574,1.7042321011910972,NA,Inf,NA,NA,Myev
W,2.487645516965574,1.6292449049185378,NA,Inf,NA,NA,Myev
R,2.679002864424464,1.7386445692962267,NA,Inf,NA,NA,Myev
W,2.679002864424464,1.6621432045613909,NA,Inf,NA,NA,Myev
R,2.8703602118833547,1.773751906345709,NA,Inf,NA,NA,Myev
W,2.8703602118833547,1.6957057985139108,NA,Inf,NA,NA,Myev
R,3.0617175593422448,1.809568143383419,NA,Inf,NA,NA,Myev
