rec_key,site,id_445,id_30
GRTE01_20220725_001141,GRTE01,NoID,Myvo
GRTE01_20220725_001224,GRTE01,NoID,Myca
GRTE01_20220725_001310,GRTE01,NoID,Mylu
GRTE01_20220725_001327,GRTE01,NoID,NoID
GRTE01_20220725_001356,GRTE01,NoID,Epfu
GRTE01_20220725_001440,GRTE01,NoID,NoID
GRTE01_20220725_001516,GRTE01,NoID,NoID
GRTE01_20220725_001544,GRTE01,NoID,NoID
GRTE01_20220725_001611,GRTE01,NoID,NoID
GRTE01_20220725_001623,GRTE01,NoID,NoID
GRTE01_20220725_001645,GRTE01,NoID,Myvo
GRTE01_20220725_001719,GRTE01,NoID,NoID
GRTE01_20220725_001752,GRTE01,NoID,NoID
GRTE01_20220725_001816,GRTE01,NoID,Mylu
GRTE01_20220725_001835,GRTE01,NoID,NoID
GRTE01_20220725_001859,GRTE01,NoID,NoID
GRTE01_20220725_001925,GRTE01,NoID,Mylu
GRTE01_20220725_002017,GRTE01,NoID,Mylu
GRTE01_20220725_002059,GRTE01,NoID,NoID
GRTE01_20220725_002107,GRTE01,NoID,NoID
GRTE01_20220725_002118,GRTE01,NoID,Mylu
GRTE01_20220725_002139,GRTE01,NoID,NoID
GRTE01_20220725_002215,GRTE01,NoID,NoID
GRTE01_20220725_002306,GRTE01,NoID,NoID
GRTE01_20220725_002411,GRTE01,NoID,NoID
GRTE01_20220725_002459,GRTE01,NoID,NoID
GRTE01_20220725_002517,GRTE01,NoID,Mylu
GRTE01_20220725_002538,GRTE01,NoID,Mylu
GRTE01_20220725_002622,GRTE01,NoID,Mylu
GRTE01_20220725_002719,GRTE01,NoID,NoID
GRTE01_20220725_002740,GRTE01,NoID,NoID
GRTE01_20220725_002750,GRTE01,NoID,NoID
GRTE01_20220725_002802,GRTE01,NoID,NoID
GRTE01_20220725_002819,GRTE01,NoID,Mylu
GRTE01_20220725_002843,GRTE01,NoID,NoID
GRTE01_20220725_002911,GRTE01,NoID,Labo
GRTE01_20220725_002942,GRTE01,NoID,NoID
GRTE01_20220725_003102,GRTE01,NoID,Mylu
GRTE01_20220725_003300,GRTE01,NoID,NoID
GRTE01_20220725_003319,GRTE01,NoID,NoID
GRTE01_20220725_003400,GRTE01,NoID,Labo
GRTE01_20220725_003444,GRTE01,NoID,NoID
GRTE01_20220725_003456,GRTE01,NoID,Mylu
GRTE01_20220725_003516,GRTE01,NoID,NoID
GRTE01_20220725_003530,GRTE01,NoID,NoID
GRTE01_20220725_003540,GRTE01,NoID,Laci
GRTE01_20220725_003550,GRTE01,NoID,NoID
GRTE01_20220725_003631,GRTE01,NoID,Mylu
GRTE01_20220725_003704,GRTE01,NoID,Labo
GRTE01_20220725_003746,GRTE01,NoID,HiF
GRTE01_20220725_003852,GRTE01,NoID,Mylu
GRTE01_20220725_003924,GRTE01,NoID,NoID
GRTE01_20220725_003946,GRTE01,NoID,Mylu
GRTE01_20220725_004007,GRTE01,NoID,NoID
GRTE01_20220725_004029,GRTE01,NoID,Mylu
GRTE01_20220725_004059,GRTE01,NoID,NoID
GRTE01_20220725_004117,GRTE01,NoID,Mylu
GRTE01_20220725_004139,GRTE01,NoID,NoID
GRTE01_20220725_004200,GRTE01,NoID,NoID
GRTE01_20220725_004211,GRTE01,NoID,NoID
GRTE01_20220725_004245,GRTE01,NoID,Mylu
GRTE01_20220725_004328,GRTE01,NoID,Mylu
GRTE01_20220725_004346,GRTE01,NoID,Mylu
GRTE01_20220725_004419,GRTE01,NoID,Mylu
GRTE01_20220725_004445,GRTE01,NoID,NoID
GRTE01_20220725_004451,GRTE01,NoID,NoID
GRTE01_20220725_004534,GRTE01,NoID,Myvo
GRTE01_20220725_004637,GRTE01,NoID,Myvo
GRTE01_20220725_004723,GRTE01,NoID,NoID
GRTE01_20220725_004744,GRTE01,NoID,NoID
GRTE01_20220725_004811,GRTE01,NoID,NoID
GRTE01_20220725_004839,GRTE01,NoID,NoID
GRTE01_20220725_004924,GRTE01,NoID,NoID
GRTE01_20220725_005004,GRTE01,NoID,Labo
GRTE01_20220725_005033,GRTE01,NoID,Labo
GRTE01_20220725_005100,GRTE01,NoID,Mylu
GRTE01_20220725_005117,GRTE01,NoID,NoID
GRTE01_20220725_005133,GRTE01,NoID,NoID
GRTE01_20220725_005153,GRTE01,NoID,Mylu
GRTE01_20220725_005241,GRTE01,NoID,NoID
GRTE01_20220725_005357,GRTE01,NoID,NoID
GRTE01_20220725_005408,GRTE01,NoID,Mylu
GRTE01_20220725_005453,GRTE01,NoID,Mylu
GRTE01_20220725_005542,GRTE01,NoID,Mylu
GRTE01_20220725_005620,GRTE01,NoID,NoID
GRTE01_20220725_005659,GRTE01,NoID,NoID
GRTE01_20220725_005759,GRTE01,NoID,NoID
GRTE01_20220725_005826,GRTE01,NoID,Myvo
GRTE01_20220725_005843,GRTE01,NoID,NoID
GRTE01_20220725_005901,GRTE01,NoID,NoID
GRTE01_20220725_005929,GRTE01,NoID,NoID
GRTE01_20220725_005947,GRTE01,NoID,NoID
GRTE01_20220725_010006,GRTE01,NoID,NoID
GRTE01_20220725_010024,GRTE01,NoID,Mylu
GRTE01_20220725_010049,GRTE01,NoID,NoID
GRTE01_20220725_010115,GRTE01,NoID,Myvo
GRTE01_20220725_010142,GRTE01,NoID,NoID
GRTE01_20220725_010153,GRTE01,NoID,Labo
GRTE01_20220725_010221,GRTE01,NoID,Myvo
GRTE01_20220725_010247,GRTE01,NoID,Myvo
GRTE01_20220725_010259,GRTE01,NoID,NoID
GRTE01_20220725_010324,GRTE01,NoID,NoID
GRTE01_20220725_010348,GRTE01,NoID,Labo
GRTE01_20220725_010408,GRTE01,NoID,NoID
GRTE01_20220725_010427,GRTE01,NoID,Mylu
GRTE01_20220725_010444,GRTE01,NoID,Mylu
GRTE01_20220725_010510,GRTE01,NoID,Mylu
GRTE01_20220725_010540,GRTE01,NoID,NoID
GRTE01_20220725_010548,GRTE01,NoID,NoID
GRTE01_20220725_010604,GRTE01,NoID,NoID
GRTE01_20220725_010611,GRTE01,NoID,NoID
GRTE01_20220725_010622,GRTE01,NoID,NoID
GRTE01_20220725_010627,GRTE01,NoID,Myvo
GRTE01_20220725_010643,GRTE01,NoID,Mylu
GRTE01_20220725_010705,GRTE01,NoID,Mylu
GRTE01_20220725_010722,GRTE01,NoID,NoID
GRTE01_20220725_010747,GRTE01,NoID,NoID
GRTE01_20220725_010809,GRTE01,NoID,NoID
GRTE01_20220725_010821,GRTE01,NoID,NoID
GRTE01_20220725_010839,GRTE01,NoID,Labo
GRTE01_20220725_010907,GRTE01,NoID,NoID
GRTE01_20220725_010929,GRTE01,NoID,Labo
GRTE01_20220725_010947,GRTE01,NoID,Mylu
GRTE01_20220725_011006,GRTE01,NoID,NoID
GRTE01_20220725_011021,GRTE01,NoID,NoID
GRTE01_20220725_011030,GRTE01,NoID,NoID
GRTE01_20220725_011049,GRTE01,NoID,Mylu
GRTE01_20220725_011103,GRTE01,NoID,Mylu
GRTE01_20220725_011117,GRTE01,NoID,NoID
GRTE01_20220725_011152,GRTE01,NoID,NoID
GRTE01_20220725_011233,GRTE01,NoID,Labo
GRTE01_20220725_011253,GRTE01,NoID,NoID
GRTE01_20220725_011312,GRTE01,NoID,Mylu
GRTE01_20220725_011323,GRTE01,NoID,NoID
GRTE01_20220725_011355,GRTE01,NoID,NoID
GRTE01_20220725_011426,GRTE01,NoID,NoID
GRTE01_20220725_011558,GRTE01,NoID,NoID
GRTE01_20220725_011637,GRTE01,NoID,Mylu
GRTE01_20220725_011724,GRTE01,NoID,Mylu
GRTE01_20220725_011743,GRTE01,NoID,Myvo
GRTE01_20220725_011907,GRTE01,NoID,NoID
GRTE01_20220725_012010,GRTE01,NoID,Mylu
GRTE01_20220725_012024,GRTE01,NoID,Mylu
GRTE01_20220725_012044,GRTE01,NoID,Myvo
GRTE01_20220725_012056,GRTE01,NoID,Mylu
GRTE01_20220725_012142,GRTE01,NoID,NoID
GRTE01_20220725_012256,GRTE01,NoID,Labo
GRTE01_20220725_012342,GRTE01,NoID,NoID
GRTE01_20220725_012352,GRTE01,NoID,NoID
GRTE01_20220725_012405,GRTE01,NoID,Mylu
GRTE01_20220725_012421,GRTE01,NoID,Myvo
GRTE01_20220725_012444,GRTE01,NoID,Myyu
GRTE01_20220725_012512,GRTE01,NoID,Epfu
GRTE01_20220725_012535,GRTE01,NoID,Myvo
GRTE01_20220725_012556,GRTE01,NoID,NoID
GRTE01_20220725_012613,GRTE01,NoID,NoID
GRTE01_20220725_012633,GRTE01,NoID,Labo
GRTE01_20220725_012700,GRTE01,NoID,NoID
GRTE01_20220725_012733,GRTE01,NoID,NoID
GRTE01_20220725_012753,GRTE01,NoID,NoID
GRTE01_20220725_012807,GRTE01,NoID,NoID
GRTE01_20220725_012828,GRTE01,NoID,NoID
GRTE01_20220725_012845,GRTE01,NoID,Mylu
GRTE01_20220725_012939,GRTE01,NoID,NoID
GRTE01_20220725_013041,GRTE01,NoID,NoID
GRTE01_20220725_013118,GRTE01,NoID,Myse
GRTE01_20220725_013149,GRTE01,NoID,Myvo
GRTE01_20220725_013252,GRTE01,NoID,NoID
GRTE01_20220725_013336,GRTE01,NoID,Mylu
GRTE01_20220725_013349,GRTE01,NoID,NoID
GRTE01_20220725_013402,GRTE01,NoID,Mylu
GRTE01_20220725_013459,GRTE01,NoID,NoID
GRTE01_20220725_013611,GRTE01,NoID,Myse
GRTE01_20220725_013639,GRTE01,NoID,Myvo
GRTE01_20220725_013704,GRTE01,NoID,Myvo
GRTE01_20220725_013745,GRTE01,NoID,NoID
GRTE01_20220725_013810,GRTE01,NoID,Myca
GRTE01_20220725_013830,GRTE01,NoID,NoID
GRTE01_20220725_013927,GRTE01,NoID,NoID
GRTE01_20220725_014030,GRTE01,NoID,Labo
GRTE01_20220725_014043,GRTE01,NoID,NoID
GRTE01_20220725_014132,GRTE01,NoID,Mylu
GRTE01_20220725_014153,GRTE01,NoID,Mylu
GRTE01_20220725_014205,GRTE01,NoID,Mylu
GRTE01_20220725_014227,GRTE01,NoID,Mylu
GRTE01_20220725_014239,GRTE01,NoID,NoID
GRTE01_20220725_014246,GRTE01,NoID,NoID
GRTE01_20220725_014303,GRTE01,NoID,NoID
GRTE01_20220725_014323,GRTE01,NoID,NoID
GRTE01_20220725_014343,GRTE01,NoID,Mylu
GRTE01_20220725_014411,GRTE01,NoID,NoID
GRTE01_20220725_014438,GRTE01,NoID,Myvo
GRTE01_20220725_014505,GRTE01,NoID,Myvo
GRTE01_20220725_014513,GRTE01,NoID,Mylu
GRTE01_20220725_014559,GRTE01,NoID,NoID
GRTE01_20220725_014647,GRTE01,NoID,NoID
GRTE01_20220725_014731,GRTE01,NoID,NoID
GRTE01_20220725_014758,GRTE01,NoID,NoID
GRTE01_20220725_014807,GRTE01,NoID,NoID
GRTE01_20220725_014822,GRTE01,NoID,NoID
GRTE01_20220725_014839,GRTE01,NoID,Myvo
GRTE01_20220725_014855,GRTE01,NoID,NoID
GRTE01_20220725_014904,GRTE01,NoID,NoID
GRTE01_20220725_014920,GRTE01,NoID,NoID
GRTE01_20220725_015012,GRTE01,NoID,NoID
GRTE01_20220725_015100,GRTE01,NoID,NoID
GRTE01_20220725_015109,GRTE01,NoID,NoID
GRTE01_20220725_015120,GRTE01,NoID,NoID
GRTE01_20220725_015128,GRTE01,NoID,NoID
GRTE01_20220725_015153,GRTE01,NoID,NoID
GRTE01_20220725_015225,GRTE01,NoID,Mylu
GRTE01_20220725_015304,GRTE01,NoID,Mylu
GRTE01_20220725_015336,GRTE01,NoID,Mylu
GRTE01_20220725_015430,GRTE01,NoID,Mylu
GRTE01_20220725_015500,GRTE01,NoID,NoID
GRTE01_20220725_015515,GRTE01,NoID,Labo
GRTE01_20220725_015522,GRTE01,NoID,NoID
GRTE01_20220725_015537,GRTE01,NoID,Mylu
GRTE01_20220725_015609,GRTE01,NoID,NoID
GRTE01_20220725_015619,GRTE01,NoID,NoID
GRTE01_20220725_015655,GRTE01,NoID,Laci
GRTE01_20220725_015722,GRTE01,NoID,NoID
GRTE01_20220725_015740,GRTE01,NoID,Mylu
GRTE01_20220725_015807,GRTE01,NoID,Mylu
GRTE01_20220725_015819,GRTE01,NoID,NoID
GRTE01_20220725_015825,GRTE01,NoID,NoID
GRTE01_20220725_015835,GRTE01,NoID,Myyu
GRTE01_20220725_015924,GRTE01,NoID,NoID
GRTE01_20220725_015955,GRTE01,NoID,NoID
GRTE01_20220725_020013,GRTE01,NoID,Mylu
GRTE01_20220725_020021,GRTE01,NoID,Mylu
GRTE01_20220725_020044,GRTE01,NoID,NoID
GRTE01_20220725_020104,GRTE01,NoID,NoID
GRTE01_20220725_020120,GRTE01,NoID,NoID
GRTE01_20220725_020138,GRTE01,NoID,NoID
GRTE01_20220725_020205,GRTE01,NoID,NoID
GRTE01_20220725_020214,GRTE01,NoID,Mylu
GRTE01_20220725_020226,GRTE01,NoID,Mylu
GRTE01_20220725_020236,GRTE01,NoID,Myvo
GRTE01_20220725_020310,GRTE01,NoID,NoID
GRTE01_20220725_020357,GRTE01,NoID,NoID
GRTE01_20220725_020424,GRTE01,NoID,NoID
GRTE01_20220725_020435,GRTE01,NoID,Labo
GRTE01_20220725_020453,GRTE01,NoID,NoID
GRTE01_20220725_020511,GRTE01,NoID,NoID
GRTE01_20220725_020522,GRTE01,NoID,NoID
GRTE01_20220725_020533,GRTE01,NoID,Mylu
GRTE01_20220725_020559,GRTE01,NoID,NoID
GRTE01_20220725_020624,GRTE01,NoID,NoID
GRTE01_20220725_020738,GRTE01,NoID,NoID
GRTE01_20220725_020812,GRTE01,NoID,Mylu
GRTE01_20220725_020828,GRTE01,NoID,Myse
GRTE01_20220725_020851,GRTE01,NoID,Mylu
GRTE01_20220725_020912,GRTE01,NoID,Mylu
GRTE01_20220725_020942,GRTE01,NoID,NoID
GRTE01_20220725_020958,GRTE01,NoID,NoID
GRTE01_20220725_021007,GRTE01,NoID,Mylu
GRTE01_20220725_021025,GRTE01,NoID,NoID
GRTE01_20220725_021033,GRTE01,NoID,Mylu
GRTE01_20220725_021052,GRTE01,NoID,NoID
GRTE01_20220725_021109,GRTE01,NoID,NoID
GRTE01_20220725_021151,GRTE01,NoID,NoID
GRTE01_20220725_021222,GRTE01,NoID,Myvo
GRTE01_20220725_021231,GRTE01,NoID,NoID
GRTE01_20220725_021251,GRTE01,NoID,Labo
GRTE01_20220725_021308,GRTE01,NoID,Myse
GRTE01_20220725_021331,GRTE01,NoID,Labo
GRTE01_20220725_021349,GRTE01,NoID,NoID
GRTE01_20220725_021411,GRTE01,NoID,Mylu
GRTE01_20220725_021557,GRTE01,NoID,NoID
GRTE01_20220725_021707,GRTE01,NoID,Mylu
GRTE01_20220725_021736,GRTE01,NoID,Labo
GRTE01_20220725_021845,GRTE01,NoID,Labo
GRTE01_20220725_021855,GRTE01,NoID,NoID
GRTE01_20220725_021906,GRTE01,NoID,NoID
GRTE01_20220725_021918,GRTE01,NoID,Mylu
GRTE01_20220725_021957,GRTE01,NoID,Mylu
GRTE01_20220725_022047,GRTE01,NoID,Myvo
GRTE01_20220725_022120,GRTE01,NoID,NoID
GRTE01_20220725_022143,GRTE01,NoID,NoID
GRTE01_20220725_022208,GRTE01,NoID,NoID
GRTE01_20220725_022222,GRTE01,NoID,Myvo
GRTE01_20220725_022242,GRTE01,NoID,NoID
GRTE01_20220725_022257,GRTE01,NoID,Mylu
GRTE01_20220725_022321,GRTE01,NoID,NoID
GRTE01_20220725_022400,GRTE01,NoID,Mylu
GRTE01_20220725_022441,GRTE01,NoID,Mylu
GRTE01_20220725_022457,GRTE01,NoID,Labo
GRTE01_20220725_022539,GRTE01,NoID,NoID
GRTE01_20220725_022620,GRTE01,NoID,Mylu
GRTE01_20220725_022644,GRTE01,NoID,NoID
GRTE01_20220725_022712,GRTE01,NoID,Mylu
GRTE01_20220725_022816,GRTE01,NoID,NoID
GRTE01_20220725_022924,GRTE01,NoID,NoID
GRTE01_20220725_022943,GRTE01,NoID,Mylu
GRTE01_20220725_022957,GRTE01,NoID,Mylu
GRTE01_20220725_023016,GRTE01,NoID,Myvo
GRTE01_20220725_023103,GRTE01,NoID,Myvo
GRTE01_20220725_023118,GRTE01,NoID,NoID
GRTE01_20220725_023142,GRTE01,NoID,NoID
GRTE01_20220725_023230,GRTE01,NoID,Mylu
GRTE01_20220725_023241,GRTE01,NoID,Myse
GRTE01_20220725_023252,GRTE01,NoID,NoID
GRTE01_20220725_023305,GRTE01,NoID,NoID
GRTE01_20220725_023315,GRTE01,NoID,NoID
GRTE01_20220725_023327,GRTE01,NoID,Mylu
GRTE01_20220725_023359,GRTE01,NoID,Myvo
GRTE01_20220725_023425,GRTE01,NoID,Labo
GRTE01_20220725_023438,GRTE01,NoID,Myvo
GRTE01_20220725_023501,GRTE01,NoID,NoID
GRTE01_20220725_023557,GRTE01,NoID,Mylu
GRTE01_20220725_023609,GRTE01,NoID,NoID
GRTE01_20220725_023638,GRTE01,NoID,NoID
GRTE01_20220725_023658,GRTE01,NoID,NoID
GRTE01_20220725_023717,GRTE01,NoID,Mylu
GRTE01_20220725_023745,GRTE01,NoID,Myvo
GRTE01_20220725_023837,GRTE01,NoID,NoID
GRTE01_20220725_023920,GRTE01,NoID,NoID
GRTE01_20220725_023936,GRTE01,NoID,Mylu
GRTE01_20220725_023950,GRTE01,NoID,Myvo
GRTE01_20220725_024008,GRTE01,NoID,NoID
GRTE01_20220725_024021,GRTE01,NoID,Mylu
GRTE01_20220725_024041,GRTE01,NoID,NoID
GRTE01_20220725_024100,GRTE01,NoID,NoID
GRTE01_20220725_024119,GRTE01,NoID,Mylu
GRTE01_20220725_024154,GRTE01,NoID,Mylu
GRTE01_20220725_024307,GRTE01,NoID,NoID
GRTE01_20220725_024425,GRTE01,NoID,Mylu
GRTE01_20220725_024507,GRTE01,NoID,Myvo
GRTE01_20220725_024526,GRTE01,NoID,Myvo
GRTE01_20220725_024535,GRTE01,NoID,Mylu
GRTE01_20220725_024543,GRTE01,NoID,NoID
GRTE01_20220725_024554,GRTE01,NoID,Labo
GRTE01_20220725_024609,GRTE01,NoID,Myvo
GRTE01_20220725_024650,GRTE01,NoID,NoID
GRTE01_20220725_024738,GRTE01,NoID,NoID
GRTE01_20220725_024801,GRTE01,NoID,NoID
GRTE01_20220725_024842,GRTE01,NoID,Mylu
GRTE01_20220725_024929,GRTE01,NoID,Myvo
GRTE01_20220725_025010,GRTE01,NoID,Mylu
GRTE01_20220725_025100,GRTE01,NoID,NoID
GRTE01_20220725_025111,GRTE01,NoID,Myvo
GRTE01_20220725_025151,GRTE01,NoID,NoID
GRTE01_20220725_025230,GRTE01,NoID,Mylu
GRTE01_20220725_025247,GRTE01,NoID,Mylu
GRTE01_20220725_025318,GRTE01,NoID,Mylu
GRTE01_20220725_025353,GRTE01,NoID,Mylu
GRTE01_20220725_025418,GRTE01,NoID,Mylu
GRTE01_20220725_025437,GRTE01,NoID,Labo
GRTE01_20220725_025500,GRTE01,NoID,Mylu
GRTE01_20220725_025523,GRTE01,NoID,NoID
GRTE01_20220725_025550,GRTE01,NoID,Myvo
GRTE01_20220725_025705,GRTE01,NoID,Mylu
GRTE01_20220725_025747,GRTE01,NoID,NoID
GRTE01_20220725_025824,GRTE01,NoID,NoID
GRTE01_20220725_025859,GRTE01,NoID,NoID
GRTE01_20220725_025924,GRTE01,NoID,NoID
GRTE01_20220725_030000,GRTE01,NoID,NoID
GRTE01_20220725_030031,GRTE01,NoID,NoID
GRTE01_20220725_030053,GRTE01,NoID,NoID
GRTE01_20220725_030107,GRTE01,NoID,Myvo
GRTE01_20220725_030136,GRTE01,NoID,NoID
GRTE01_20220725_030209,GRTE01,NoID,NoID
GRTE01_20220725_030231,GRTE01,NoID,NoID
GRTE01_20220725_030242,GRTE01,NoID,NoID
GRTE01_20220725_030256,GRTE01,NoID,Mylu
GRTE01_20220725_030326,GRTE01,NoID,Mylu
GRTE01_20220725_030348,GRTE01,NoID,NoID
GRTE01_20220725_030413,GRTE01,NoID,Mylu
GRTE01_20220725_030502,GRTE01,NoID,Labo
GRTE01_20220725_030554,GRTE01,NoID,Labo
GRTE01_20220725_030643,GRTE01,NoID,NoID
GRTE01_20220725_030707,GRTE01,NoID,Labo
GRTE01_20220725_030731,GRTE01,NoID,NoID
GRTE01_20220725_030803,GRTE01,NoID,NoID
GRTE01_20220725_030849,GRTE01,NoID,NoID
GRTE01_20220725_030926,GRTE01,NoID,Mylu
GRTE01_20220725_031002,GRTE01,NoID,Mylu
GRTE01_20220725_031112,GRTE01,NoID,NoID
GRTE01_20220725_031230,GRTE01,NoID,NoID
GRTE01_20220725_031256,GRTE01,NoID,NoID
GRTE01_20220725_031418,GRTE01,NoID,Myse
GRTE01_20220725_031529,GRTE01,NoID,NoID
GRTE01_20220725_031538,GRTE01,NoID,Mylu
GRTE01_20220725_031553,GRTE01,NoID,NoID
GRTE01_20220725_031608,GRTE01,NoID,NoID
GRTE01_20220725_031621,GRTE01,NoID,Labo
GRTE01_20220725_031655,GRTE01,NoID,Mylu
GRTE01_20220725_031748,GRTE01,NoID,Mylu
GRTE01_20220725_031824,GRTE01,NoID,NoID
GRTE01_20220725_031843,GRTE01,NoID,NoID
GRTE01_20220725_031913,GRTE01,NoID,Mylu
GRTE01_20220725_031940,GRTE01,NoID,NoID
GRTE01_20220725_031949,GRTE01,NoID,Mylu
GRTE01_20220725_032030,GRTE01,NoID,NoID
GRTE01_20220725_032121,GRTE01,NoID,Labo
GRTE01_20220725_032130,GRTE01,NoID,NoID
GRTE01_20220725_032137,GRTE01,NoID,Mylu
GRTE01_20220725_032152,GRTE01,NoID,NoID
GRTE01_20220725_032223,GRTE01,NoID,NoID
GRTE01_20220725_032300,GRTE01,NoID,NoID
GRTE01_20220725_032341,GRTE01,NoID,Myvo
GRTE01_20220725_032542,GRTE01,NoID,Mylu
GRTE01_20220725_032559,GRTE01,NoID,NoID
GRTE01_20220725_032613,GRTE01,NoID,NoID
GRTE01_20220725_032640,GRTE01,NoID,NoID
GRTE01_20220725_032709,GRTE01,NoID,Mylu
GRTE01_20220725_032747,GRTE01,NoID,NoID
GRTE01_20220725_032806,GRTE01,NoID,Mylu
GRTE01_20220725_032815,GRTE01,NoID,NoID
GRTE01_20220725_032823,GRTE01,NoID,Mylu
GRTE01_20220725_032858,GRTE01,NoID,NoID
GRTE01_20220725_032922,GRTE01,NoID,Myvo
GRTE01_20220725_032947,GRTE01,NoID,Mylu
GRTE01_20220725_033014,GRTE01,NoID,Mylu
GRTE01_20220725_033050,GRTE01,NoID,NoID
GRTE01_20220725_033111,GRTE01,NoID,NoID
GRTE01_20220725_033146,GRTE01,NoID,NoID
GRTE01_20220725_033227,GRTE01,NoID,Labo
GRTE01_20220725_033259,GRTE01,NoID,Mylu
GRTE01_20220725_033324,GRTE01,NoID,NoID
GRTE01_20220725_033353,GRTE01,NoID,NoID
GRTE01_20220725_033422,GRTE01,NoID,Labo
GRTE01_20220725_033435,GRTE01,NoID,NoID
GRTE01_20220725_033445,GRTE01,NoID,NoID
GRTE01_20220725_033500,GRTE01,NoID,NoID
GRTE01_20220725_033519,GRTE01,NoID,Mylu
GRTE01_20220725_033534,GRTE01,NoID,Mylu
GRTE01_20220725_033543,GRTE01,NoID,NoID
GRTE01_20220725_033658,GRTE01,NoID,NoID
GRTE01_20220725_033721,GRTE01,NoID,NoID
GRTE01_20220725_033801,GRTE01,NoID,NoID
GRTE01_20220725_033852,GRTE01,NoID,NoID
GRTE01_20220725_033922,GRTE01,NoID,NoID
GRTE01_20220725_033939,GRTE01,NoID,Mylu
GRTE01_20220725_033957,GRTE01,NoID,NoID
GRTE01_20220725_034003,GRTE01,NoID,Labo
GRTE01_20220725_034019,GRTE01,NoID,NoID
GRTE01_20220725_034035,GRTE01,NoID,NoID
GRTE01_20220725_034046,GRTE01,NoID,Mylu
GRTE01_20220725_034057,GRTE01,NoID,Mylu
GRTE01_20220725_034108,GRTE01,NoID,Myvo
GRTE01_20220725_034125,GRTE01,NoID,NoID
GRTE01_20220725_034135,GRTE01,NoID,NoID
GRTE01_20220725_034145,GRTE01,NoID,NoID
GRTE01_20220725_034152,GRTE01,NoID,NoID
GRTE01_20220725_034208,GRTE01,NoID,Myvo
GRTE01_20220725_034248,GRTE01,NoID,Mylu
GRTE01_20220725_034331,GRTE01,NoID,Mylu
GRTE01_20220725_034348,GRTE01,NoID,Mylu
GRTE01_20220725_034413,GRTE01,NoID,NoID
GRTE01_20220725_034434,GRTE01,NoID,Labo
GRTE01_20220725_034452,GRTE01,NoID,Mylu
GRTE01_20220725_034550,GRTE01,NoID,NoID
GRTE01_20220725_034621,GRTE01,NoID,NoID
GRTE01_20220725_034649,GRTE01,NoID,Mylu
GRTE01_20220725_034744,GRTE01,NoID,Labo
GRTE01_20220725_034804,GRTE01,NoID,NoID
GRTE01_20220725_034821,GRTE01,NoID,Myvo
GRTE01_20220725_034836,GRTE01,NoID,NoID
GRTE01_20220725_034850,GRTE01,NoID,Mylu
GRTE01_20220725_034934,GRTE01,NoID,NoID
GRTE01_20220725_035031,GRTE01,NoID,NoID
GRTE01_20220725_035131,GRTE01,NoID,Mylu
GRTE01_20220725_035204,GRTE01,NoID,NoID
GRTE01_20220725_035221,GRTE01,NoID,NoID
GRTE01_20220725_035234,GRTE01,NoID,NoID
GRTE01_20220725_035312,GRTE01,NoID,NoID
GRTE01_20220725_035348,GRTE01,NoID,NoID
GRTE01_20220725_035414,GRTE01,NoID,NoID
GRTE01_20220725_035444,GRTE01,NoID,Labo
GRTE01_20220725_035510,GRTE01,NoID,Myvo
GRTE01_20220725_035542,GRTE01,NoID,Coto
GRTE01_20220725_035556,GRTE01,NoID,NoID
GRTE01_20220725_035606,GRTE01,NoID,Mylu
GRTE01_20220725_035631,GRTE01,NoID,Labo
GRTE01_20220725_035649,GRTE01,NoID,Myvo
GRTE01_20220725_035657,GRTE01,NoID,Mylu
GRTE01_20220725_035711,GRTE01,NoID,NoID
GRTE01_20220725_035724,GRTE01,NoID,Mylu
GRTE01_20220725_035741,GRTE01,NoID,Mylu
GRTE01_20220725_035806,GRTE01,NoID,NoID
GRTE01_20220725_035858,GRTE01,NoID,NoID
GRTE01_20220725_035956,GRTE01,NoID,NoID
GRTE01_20220725_040029,GRTE01,NoID,Myvo
GRTE01_20220725_040053,GRTE01,NoID,Myvo
GRTE01_20220725_040110,GRTE01,NoID,Mylu
GRTE01_20220725_040121,GRTE01,NoID,Mylu
GRTE01_20220725_040139,GRTE01,NoID,Mylu
GRTE01_20220725_040222,GRTE01,NoID,NoID
GRTE01_20220725_040318,GRTE01,NoID,Myvo
GRTE01_20220725_040350,GRTE01,NoID,NoID
GRTE01_20220725_040413,GRTE01,NoID,NoID
GRTE01_20220725_040434,GRTE01,NoID,Myvo
GRTE01_20220725_040503,GRTE01,NoID,NoID
GRTE01_20220725_040554,GRTE01,NoID,NoID
GRTE01_20220725_040628,GRTE01,NoID,NoID
GRTE01_20220725_040658,GRTE01,NoID,Myvo
GRTE01_20220725_040820,GRTE01,NoID,Myvo
GRTE01_20220725_040850,GRTE01,NoID,Mylu
GRTE01_20220725_040926,GRTE01,NoID,Mylu
GRTE01_20220725_041008,GRTE01,NoID,NoID
GRTE01_20220725_041041,GRTE01,NoID,Myvo
GRTE01_20220725_041107,GRTE01,NoID,Mylu
GRTE01_20220725_041130,GRTE01,NoID,NoID
GRTE01_20220725_041150,GRTE01,NoID,Labo
GRTE01_20220725_041212,GRTE01,NoID,NoID
GRTE01_20220725_041224,GRTE01,NoID,NoID
GRTE01_20220725_041244,GRTE01,NoID,NoID
GRTE01_20220725_041301,GRTE01,NoID,NoID
