rec_key,site,id_a,id_b
GRTE05_20240812_055342,GRTE05,NoID,NoID
GRTE05_20240812_055348,GRTE05,NoID,Mylu
GRTE05_20240812_055407,GRTE05,NoID,Mylu
GRTE05_20240812_055430,GRTE05,NoID,Mylu
GRTE05_20240812_055448,GRTE05,NoID,Mylu
GRTE05_20240812_055508,GRTE05,NoID,Mylu
GRTE05_20240812_055557,GRTE05,NoID,Mylu
GRTE05_20240812_055615,GRTE05,NoID,NoID
GRTE05_20240812_055631,GRTE05,NoID,NoID
GRTE05_20240812_055646,GRTE05,NoID,NoID
GRTE05_20240812_055701,GRTE05,NoID,Mylu
GRTE05_20240812_055711,GRTE05,NoID,NoID
GRTE05_20240812_055721,GRTE05,NoID,Mylu
GRTE05_20240812_055736,GRTE05,NoID,NoID
GRTE05_20240812_055744,GRTE05,NoID,Mylu
GRTE05_20240812_055822,GRTE05,NoID,NoID
GRTE05_20240812_055926,GRTE05,NoID,Mylu
GRTE05_20240812_060014,GRTE05,NoID,NoID
GRTE05_20240812_060032,GRTE05,NoID,Mylu
GRTE05_20240812_060055,GRTE05,NoID,Mylu
GRTE05_20240812_060129,GRTE05,NoID,Mylu
GRTE05_20240812_060207,GRTE05,NoID,Mylu
GRTE05_20240812_060325,GRTE05,NoID,Mylu
GRTE05_20240812_060533,GRTE05,NoID,NoID
GRTE05_20240812_060819,GRTE05,NoID,Mylu
GRTE05_20240812_202652,GRTE05,NoID,NoID
GRTE05_20240812_203133,GRTE05,NoID,NoID
GRTE05_20240812_205140,GRTE05,NoID,NoID
GRTE05_20240812_205320,GRTE05,NoID,Myvo
GRTE05_20240812_205425,GRTE05,NoID,Mylu
GRTE05_20240812_205504,GRTE05,NoID,Mylu
GRTE05_20240812_205527,GRTE05,NoID,Myvo
GRTE05_20240812_205551,GRTE05,NoID,Labo
GRTE05_20240812_205617,GRTE05,NoID,NoID
GRTE05_20240812_205638,GRTE05,NoID,Mylu
GRTE05_20240812_205704,GRTE05,NoID,Mylu
GRTE05_20240812_205730,GRTE05,NoID,Mylu
GRTE05_20240812_205856,GRTE05,NoID,Labo
GRTE05_20240812_205932,GRTE05,NoID,Mylu
GRTE05_20240812_205952,GRTE05,NoID,NoID
GRTE05_20240812_210038,GRTE05,NoID,NoID
GRTE05_20240812_210108,GRTE05,NoID,NoID
GRTE05_20240812_210135,GRTE05,NoID,NoID
GRTE05_20240812_210146,GRTE05,NoID,NoID
GRTE05_20240812_210215,GRTE05,NoID,NoID
GRTE05_20240812_210225,GRTE05,NoID,Myvo
GRTE05_20240812_210243,GRTE05,NoID,NoID
GRTE05_20240812_210304,GRTE05,NoID,NoID
GRTE05_20240812_210322,GRTE05,NoID,Myci
GRTE05_20240812_210355,GRTE05,NoID,NoID
GRTE05_20240812_210429,GRTE05,NoID,Mylu
GRTE05_20240812_210446,GRTE05,NoID,Mylu
GRTE05_20240812_210454,GRTE05,NoID,Mylu
GRTE05_20240812_210601,GRTE05,NoID,NoID
GRTE05_20240812_210627,GRTE05,NoID,Mylu
GRTE05_20240812_210651,GRTE05,NoID,Mylu
GRTE05_20240812_210818,GRTE05,NoID,NoID
GRTE05_20240812_210930,GRTE05,NoID,NoID
GRTE05_20240812_211025,GRTE05,NoID,Mylu
GRTE05_20240812_211056,GRTE05,NoID,Laci
GRTE05_20240812_211232,GRTE05,NoID,Mylu
GRTE05_20240812_211301,GRTE05,NoID,NoID
GRTE05_20240812_211319,GRTE05,NoID,NoID
GRTE05_20240812_211421,GRTE05,NoID,NoID
GRTE05_20240812_211517,GRTE05,NoID,Mylu
GRTE05_20240812_211540,GRTE05,NoID,Labo
GRTE05_20240812_211604,GRTE05,NoID,NoID
GRTE05_20240812_211634,GRTE05,NoID,Labo
GRTE05_20240812_211808,GRTE05,NoID,Mylu
GRTE05_20240812_211824,GRTE05,NoID,Mylu
GRTE05_20240812_211911,GRTE05,NoID,NoID
GRTE05_20240812_211956,GRTE05,NoID,Mylu
GRTE05_20240812_212035,GRTE05,NoID,Mylu
GRTE05_20240812_212052,GRTE05,NoID,Labo
GRTE05_20240812_212109,GRTE05,NoID,Mylu
GRTE05_20240812_212359,GRTE05,NoID,Mylu
GRTE05_20240812_212440,GRTE05,NoID,NoID
GRTE05_20240812_212459,GRTE05,NoID,Mylu
GRTE05_20240812_212512,GRTE05,NoID,NoID
GRTE05_20240812_212521,GRTE05,NoID,NoID
GRTE05_20240812_212603,GRTE05,NoID,NoID
GRTE05_20240812_212621,GRTE05,NoID,Labo
GRTE05_20240812_213008,GRTE05,NoID,NoID
GRTE05_20240812_213053,GRTE05,NoID,Laci
GRTE05_20240812_213249,GRTE05,NoID,Mylu
GRTE05_20240812_213345,GRTE05,NoID,Labo
GRTE05_20240812_213427,GRTE05,NoID,NoID
GRTE05_20240812_213914,GRTE05,NoID,NoID
GRTE05_20240812_213949,GRTE05,NoID,NoID
GRTE05_20240812_214056,GRTE05,NoID,Labo
GRTE05_20240812_214131,GRTE05,NoID,NoID
GRTE05_20240812_214537,GRTE05,NoID,Mylu
GRTE05_20240812_215035,GRTE05,NoID,Myvo
GRTE05_20240812_215235,GRTE05,NoID,Mylu
GRTE05_20240812_215442,GRTE05,NoID,NoID
GRTE05_20240812_215453,GRTE05,NoID,NoID
GRTE05_20240812_215642,GRTE05,NoID,NoID
GRTE05_20240812_215735,GRTE05,NoID,Mylu
GRTE05_20240812_215908,GRTE05,NoID,Mylu
GRTE05_20240812_220301,GRTE05,NoID,Mylu
GRTE05_20240812_220348,GRTE05,NoID,NoID
GRTE05_20240812_220353,GRTE05,NoID,NoID
GRTE05_20240812_221154,GRTE05,NoID,Labo
GRTE05_20240812_221238,GRTE05,NoID,NoID
GRTE05_20240812_221306,GRTE05,NoID,Mylu
GRTE05_20240812_221333,GRTE05,NoID,Mylu
GRTE05_20240812_221753,GRTE05,NoID,NoID
GRTE05_20240812_221824,GRTE05,NoID,Mylu
GRTE05_20240812_222022,GRTE05,NoID,NoID
GRTE05_20240812_222041,GRTE05,NoID,Labo
GRTE05_20240812_222237,GRTE05,NoID,NoID
GRTE05_20240812_222249,GRTE05,NoID,Laci
GRTE05_20240812_222313,GRTE05,NoID,Labo
GRTE05_20240812_222447,GRTE05,NoID,NoID
GRTE05_20240812_222455,GRTE05,NoID,NoID
GRTE05_20240812_223011,GRTE05,NoID,NoID
GRTE05_20240812_223409,GRTE05,NoID,NoID
GRTE05_20240812_223557,GRTE05,NoID,NoID
GRTE05_20240812_224036,GRTE05,NoID,NoID
GRTE05_20240812_224228,GRTE05,NoID,NoID
GRTE05_20240812_224315,GRTE05,NoID,NoID
GRTE05_20240812_224926,GRTE05,NoID,Laci
GRTE05_20240812_225003,GRTE05,NoID,Labo
GRTE05_20240812_225059,GRTE05,NoID,Mylu
GRTE05_20240812_225140,GRTE05,NoID,NoID
GRTE05_20240812_225151,GRTE05,NoID,Mylu
GRTE05_20240812_225427,GRTE05,NoID,Mylu
GRTE05_20240812_225447,GRTE05,NoID,NoID
GRTE05_20240812_225554,GRTE05,NoID,Mylu
GRTE05_20240812_225632,GRTE05,NoID,Mylu
GRTE05_20240812_225955,GRTE05,NoID,Mylu
GRTE05_20240812_230126,GRTE05,NoID,NoID
GRTE05_20240812_230242,GRTE05,NoID,NoID
GRTE05_20240812_230306,GRTE05,NoID,NoID
GRTE05_20240812_230414,GRTE05,NoID,NoID
GRTE05_20240812_230840,GRTE05,NoID,NoID
GRTE05_20240812_230903,GRTE05,NoID,NoID
GRTE05_20240812_230921,GRTE05,NoID,NoID
GRTE05_20240812_231039,GRTE05,NoID,NoID
GRTE05_20240812_231214,GRTE05,NoID,Labo
GRTE05_20240812_231234,GRTE05,NoID,NoID
GRTE05_20240812_231247,GRTE05,NoID,Myvo
GRTE05_20240812_231342,GRTE05,NoID,Epfu
GRTE05_20240812_231352,GRTE05,NoID,NoID
GRTE05_20240812_231400,GRTE05,NoID,Labo
GRTE05_20240812_231446,GRTE05,NoID,Labo
GRTE05_20240812_231543,GRTE05,NoID,Labo
GRTE05_20240812_231604,GRTE05,NoID,Labo
GRTE05_20240812_231634,GRTE05,NoID,Mylu
GRTE05_20240812_231827,GRTE05,NoID,Mylu
GRTE05_20240812_231848,GRTE05,NoID,NoID
GRTE05_20240812_231945,GRTE05,NoID,Mylu
GRTE05_20240812_232139,GRTE05,NoID,Mylu
GRTE05_20240812_232255,GRTE05,NoID,Mylu
GRTE05_20240812_232929,GRTE05,NoID,Mylu
GRTE05_20240812_232946,GRTE05,NoID,Mylu
GRTE05_20240812_233003,GRTE05,NoID,NoID
GRTE05_20240812_233025,GRTE05,NoID,Mylu
GRTE05_20240812_233104,GRTE05,NoID,Myse
GRTE05_20240812_233358,GRTE05,NoID,Mylu
GRTE05_20240812_233505,GRTE05,NoID,Mylu
GRTE05_20240812_233525,GRTE05,NoID,NoID
GRTE05_20240812_233539,GRTE05,NoID,NoID
GRTE05_20240812_233655,GRTE05,NoID,Mylu
GRTE05_20240812_233719,GRTE05,NoID,Mylu
GRTE05_20240812_233750,GRTE05,NoID,Laci
GRTE05_20240812_234136,GRTE05,NoID,Mylu
GRTE05_20240812_234200,GRTE05,NoID,Mylu
GRTE05_20240812_234217,GRTE05,NoID,Mylu
GRTE05_20240812_234234,GRTE05,NoID,Mylu
GRTE05_20240812_234337,GRTE05,NoID,Mylu
GRTE05_20240812_234355,GRTE05,NoID,Mylu
GRTE05_20240812_234546,GRTE05,NoID,Mylu
GRTE05_20240812_234607,GRTE05,NoID,Mylu
GRTE05_20240812_234731,GRTE05,NoID,NoID
GRTE05_20240812_234929,GRTE05,NoID,Mylu
GRTE05_20240812_235251,GRTE05,NoID,Mylu
GRTE05_20240812_235409,GRTE05,NoID,Mylu
GRTE05_20240812_235442,GRTE05,NoID,Mylu
GRTE05_20240812_235459,GRTE05,NoID,Mylu
GRTE05_20240812_235516,GRTE05,NoID,Mylu
GRTE05_20240812_235533,GRTE05,NoID,NoID
GRTE05_20240812_235557,GRTE05,NoID,Mylu
GRTE05_20240812_235633,GRTE05,NoID,Mylu
GRTE05_20240812_235650,GRTE05,NoID,Mylu
GRTE05_20240812_235707,GRTE05,NoID,Mylu
GRTE05_20240812_235724,GRTE05,NoID,Myvo
GRTE05_20240812_235825,GRTE05,NoID,Mylu
GRTE05_20240812_235945,GRTE05,NoID,Mylu
GRTE05_20240813_000005,GRTE05,NoID,Mylu
GRTE05_20240813_000022,GRTE05,NoID,Mylu
GRTE05_20240813_000150,GRTE05,NoID,Myvo
GRTE05_20240813_000209,GRTE05,NoID,NoID
GRTE05_20240813_000221,GRTE05,NoID,Mylu
GRTE05_20240813_000642,GRTE05,NoID,Myci
GRTE05_20240813_000725,GRTE05,NoID,Mylu
GRTE05_20240813_000814,GRTE05,NoID,Mylu
GRTE05_20240813_000911,GRTE05,NoID,Mylu
GRTE05_20240813_000928,GRTE05,NoID,Mylu
GRTE05_20240813_000945,GRTE05,NoID,Mylu
GRTE05_20240813_001051,GRTE05,NoID,Mylu
GRTE05_20240813_001342,GRTE05,NoID,Myvo
GRTE05_20240813_001409,GRTE05,NoID,NoID
GRTE05_20240813_001441,GRTE05,NoID,NoID
GRTE05_20240813_001759,GRTE05,NoID,NoID
GRTE05_20240813_001837,GRTE05,NoID,NoID
GRTE05_20240813_001859,GRTE05,NoID,NoID
GRTE05_20240813_001929,GRTE05,NoID,NoID
GRTE05_20240813_002002,GRTE05,NoID,NoID
GRTE05_20240813_002023,GRTE05,NoID,Mylu
GRTE05_20240813_002135,GRTE05,NoID,NoID
GRTE05_20240813_002351,GRTE05,NoID,Mylu
GRTE05_20240813_002521,GRTE05,NoID,Labo
GRTE05_20240813_002736,GRTE05,NoID,Mylu
GRTE05_20240813_002938,GRTE05,NoID,Mylu
GRTE05_20240813_003011,GRTE05,NoID,Labo
GRTE05_20240813_003213,GRTE05,NoID,Mylu
GRTE05_20240813_003311,GRTE05,NoID,Mylu
GRTE05_20240813_003345,GRTE05,NoID,NoID
GRTE05_20240813_003414,GRTE05,NoID,Mylu
GRTE05_20240813_003722,GRTE05,NoID,NoID
GRTE05_20240813_003751,GRTE05,NoID,NoID
GRTE05_20240813_003854,GRTE05,NoID,Myse
GRTE05_20240813_003955,GRTE05,NoID,Mylu
GRTE05_20240813_004056,GRTE05,NoID,NoID
GRTE05_20240813_004213,GRTE05,NoID,NoID
GRTE05_20240813_004245,GRTE05,NoID,Mylu
GRTE05_20240813_004509,GRTE05,NoID,Mylu
GRTE05_20240813_005143,GRTE05,NoID,Mylu
GRTE05_20240813_005320,GRTE05,NoID,NoID
GRTE05_20240813_005638,GRTE05,NoID,Myvo
GRTE05_20240813_005823,GRTE05,NoID,Mylu
GRTE05_20240813_010049,GRTE05,NoID,NoID
GRTE05_20240813_010206,GRTE05,NoID,NoID
GRTE05_20240813_010318,GRTE05,NoID,Mylu
GRTE05_20240813_010406,GRTE05,NoID,Labo
GRTE05_20240813_010441,GRTE05,NoID,Mylu
GRTE05_20240813_010518,GRTE05,NoID,NoID
GRTE05_20240813_010547,GRTE05,NoID,Myci
GRTE05_20240813_010612,GRTE05,NoID,NoID
GRTE05_20240813_010658,GRTE05,NoID,NoID
GRTE05_20240813_010741,GRTE05,NoID,Mylu
GRTE05_20240813_010836,GRTE05,NoID,Labo
GRTE05_20240813_010916,GRTE05,NoID,Mylu
GRTE05_20240813_010959,GRTE05,NoID,NoID
GRTE05_20240813_011029,GRTE05,NoID,NoID
GRTE05_20240813_011042,GRTE05,NoID,NoID
GRTE05_20240813_011242,GRTE05,NoID,NoID
GRTE05_20240813_011330,GRTE05,NoID,Mylu
GRTE05_20240813_011454,GRTE05,NoID,Myvo
GRTE05_20240813_011821,GRTE05,NoID,NoID
GRTE05_20240813_011835,GRTE05,NoID,NoID
GRTE05_20240813_011902,GRTE05,NoID,Mylu
GRTE05_20240813_012017,GRTE05,NoID,NoID
GRTE05_20240813_012211,GRTE05,NoID,NoID
GRTE05_20240813_012341,GRTE05,NoID,Mylu
GRTE05_20240813_012554,GRTE05,NoID,NoID
GRTE05_20240813_012756,GRTE05,NoID,NoID
GRTE05_20240813_013015,GRTE05,NoID,Labo
GRTE05_20240813_013145,GRTE05,NoID,NoID
GRTE05_20240813_013253,GRTE05,NoID,NoID
GRTE05_20240813_013336,GRTE05,NoID,Mylu
GRTE05_20240813_013933,GRTE05,NoID,NoID
GRTE05_20240813_014025,GRTE05,NoID,NoID
GRTE05_20240813_014058,GRTE05,NoID,NoID
GRTE05_20240813_014219,GRTE05,NoID,Mylu
GRTE05_20240813_014322,GRTE05,NoID,NoID
GRTE05_20240813_014452,GRTE05,NoID,Mylu
GRTE05_20240813_014818,GRTE05,NoID,NoID
GRTE05_20240813_015226,GRTE05,NoID,Myvo
GRTE05_20240813_015347,GRTE05,NoID,Mylu
GRTE05_20240813_015403,GRTE05,NoID,NoID
GRTE05_20240813_015507,GRTE05,NoID,Mylu
GRTE05_20240813_015556,GRTE05,NoID,NoID
GRTE05_20240813_015643,GRTE05,NoID,Mylu
GRTE05_20240813_015744,GRTE05,NoID,NoID
GRTE05_20240813_015819,GRTE05,NoID,Mylu
GRTE05_20240813_020144,GRTE05,NoID,NoID
GRTE05_20240813_020157,GRTE05,NoID,Myvo
GRTE05_20240813_020212,GRTE05,NoID,Mylu
GRTE05_20240813_020403,GRTE05,NoID,Mylu
GRTE05_20240813_020505,GRTE05,NoID,Myvo
GRTE05_20240813_020525,GRTE05,NoID,Mylu
GRTE05_20240813_020542,GRTE05,NoID,Mylu
GRTE05_20240813_020609,GRTE05,NoID,Labo
GRTE05_20240813_020753,GRTE05,NoID,Mylu
GRTE05_20240813_020939,GRTE05,NoID,Mylu
GRTE05_20240813_021123,GRTE05,NoID,NoID
GRTE05_20240813_021303,GRTE05,NoID,NoID
GRTE05_20240813_021325,GRTE05,NoID,NoID
GRTE05_20240813_021838,GRTE05,NoID,Mylu
GRTE05_20240813_022025,GRTE05,NoID,NoID
GRTE05_20240813_022045,GRTE05,NoID,Myci
GRTE05_20240813_022127,GRTE05,NoID,Labo
GRTE05_20240813_022236,GRTE05,NoID,Mylu
GRTE05_20240813_022340,GRTE05,NoID,NoID
GRTE05_20240813_022412,GRTE05,NoID,NoID
GRTE05_20240813_022431,GRTE05,NoID,Mylu
GRTE05_20240813_022449,GRTE05,NoID,NoID
GRTE05_20240813_022548,GRTE05,NoID,Mylu
GRTE05_20240813_022609,GRTE05,NoID,NoID
GRTE05_20240813_022717,GRTE05,NoID,NoID
GRTE05_20240813_022813,GRTE05,NoID,NoID
GRTE05_20240813_022849,GRTE05,NoID,NoID
GRTE05_20240813_022917,GRTE05,NoID,NoID
GRTE05_20240813_022928,GRTE05,NoID,NoID
GRTE05_20240813_023017,GRTE05,NoID,NoID
GRTE05_20240813_023040,GRTE05,NoID,Mylu
GRTE05_20240813_023146,GRTE05,NoID,Mylu
GRTE05_20240813_023230,GRTE05,NoID,Mylu
GRTE05_20240813_023246,GRTE05,NoID,Labo
GRTE05_20240813_023322,GRTE05,NoID,NoID
GRTE05_20240813_023615,GRTE05,NoID,Labo
GRTE05_20240813_023819,GRTE05,NoID,NoID
GRTE05_20240813_023957,GRTE05,NoID,NoID
GRTE05_20240813_024033,GRTE05,NoID,NoID
GRTE05_20240813_024216,GRTE05,NoID,Mylu
GRTE05_20240813_024243,GRTE05,NoID,Mylu
GRTE05_20240813_024300,GRTE05,NoID,Mylu
GRTE05_20240813_024317,GRTE05,NoID,Mylu
GRTE05_20240813_024334,GRTE05,NoID,Mylu
GRTE05_20240813_024351,GRTE05,NoID,Mylu
GRTE05_20240813_024408,GRTE05,NoID,Myvo
GRTE05_20240813_024425,GRTE05,NoID,Myvo
GRTE05_20240813_024442,GRTE05,NoID,Myvo
GRTE05_20240813_024450,GRTE05,NoID,Mylu
GRTE05_20240813_024507,GRTE05,NoID,Mylu
GRTE05_20240813_024524,GRTE05,NoID,Mylu
GRTE05_20240813_024541,GRTE05,NoID,Mylu
GRTE05_20240813_024558,GRTE05,NoID,Mylu
GRTE05_20240813_024706,GRTE05,NoID,Mylu
GRTE05_20240813_024723,GRTE05,NoID,Mylu
GRTE05_20240813_024740,GRTE05,NoID,Mylu
GRTE05_20240813_024840,GRTE05,NoID,NoID
GRTE05_20240813_024859,GRTE05,NoID,NoID
GRTE05_20240813_024923,GRTE05,NoID,NoID
GRTE05_20240813_025830,GRTE05,NoID,Mylu
GRTE05_20240813_030132,GRTE05,NoID,Mylu
GRTE05_20240813_030324,GRTE05,NoID,Mylu
GRTE05_20240813_030407,GRTE05,NoID,NoID
GRTE05_20240813_030558,GRTE05,NoID,NoID
GRTE05_20240813_030612,GRTE05,NoID,Mylu
GRTE05_20240813_030635,GRTE05,NoID,Mylu
GRTE05_20240813_030722,GRTE05,NoID,Mylu
GRTE05_20240813_030753,GRTE05,NoID,Myvo
GRTE05_20240813_030810,GRTE05,NoID,NoID
GRTE05_20240813_031001,GRTE05,NoID,NoID
GRTE05_20240813_031100,GRTE05,NoID,Myvo
GRTE05_20240813_031121,GRTE05,NoID,Mylu
GRTE05_20240813_031208,GRTE05,NoID,Mylu
GRTE05_20240813_031324,GRTE05,NoID,Mylu
GRTE05_20240813_031412,GRTE05,NoID,Mylu
GRTE05_20240813_031439,GRTE05,NoID,NoID
GRTE05_20240813_031631,GRTE05,NoID,Mylu
GRTE05_20240813_031811,GRTE05,NoID,NoID
GRTE05_20240813_031825,GRTE05,NoID,NoID
GRTE05_20240813_031915,GRTE05,NoID,Mylu
GRTE05_20240813_032018,GRTE05,NoID,NoID
GRTE05_20240813_032117,GRTE05,NoID,Mylu
GRTE05_20240813_032159,GRTE05,NoID,NoID
GRTE05_20240813_032213,GRTE05,NoID,Labo
GRTE05_20240813_032328,GRTE05,NoID,Mylu
GRTE05_20240813_032548,GRTE05,NoID,NoID
GRTE05_20240813_032723,GRTE05,NoID,Mylu
GRTE05_20240813_032827,GRTE05,NoID,NoID
GRTE05_20240813_032835,GRTE05,NoID,Mylu
GRTE05_20240813_032916,GRTE05,NoID,Mylu
GRTE05_20240813_032951,GRTE05,NoID,Mylu
GRTE05_20240813_033008,GRTE05,NoID,Mylu
GRTE05_20240813_033045,GRTE05,NoID,NoID
GRTE05_20240813_033119,GRTE05,NoID,Mylu
GRTE05_20240813_033339,GRTE05,NoID,Mylu
GRTE05_20240813_033548,GRTE05,NoID,Mylu
GRTE05_20240813_033625,GRTE05,NoID,NoID
GRTE05_20240813_033830,GRTE05,NoID,Mylu
GRTE05_20240813_034122,GRTE05,NoID,Mylu
GRTE05_20240813_034234,GRTE05,NoID,NoID
GRTE05_20240813_034326,GRTE05,NoID,Mylu
GRTE05_20240813_034547,GRTE05,NoID,Mylu
GRTE05_20240813_034704,GRTE05,NoID,NoID
GRTE05_20240813_034725,GRTE05,NoID,Mylu
GRTE05_20240813_034849,GRTE05,NoID,Mylu
GRTE05_20240813_035159,GRTE05,NoID,Myvo
GRTE05_20240813_035302,GRTE05,NoID,Myvo
GRTE05_20240813_035414,GRTE05,NoID,NoID
GRTE05_20240813_035557,GRTE05,NoID,NoID
GRTE05_20240813_035714,GRTE05,NoID,Mylu
GRTE05_20240813_035840,GRTE05,NoID,Mylu
GRTE05_20240813_035945,GRTE05,NoID,Mylu
GRTE05_20240813_040000,GRTE05,NoID,NoID
GRTE05_20240813_040420,GRTE05,NoID,Mylu
GRTE05_20240813_040540,GRTE05,NoID,Mylu
GRTE05_20240813_040623,GRTE05,NoID,Mylu
GRTE05_20240813_040656,GRTE05,NoID,NoID
GRTE05_20240813_041024,GRTE05,NoID,NoID
GRTE05_20240813_041646,GRTE05,NoID,NoID
GRTE05_20240813_041705,GRTE05,NoID,Mylu
GRTE05_20240813_041721,GRTE05,NoID,NoID
GRTE05_20240813_042416,GRTE05,NoID,Mylu
GRTE05_20240813_044119,GRTE05,NoID,NoID
GRTE05_20240813_045334,GRTE05,NoID,NoID
GRTE05_20240813_045438,GRTE05,NoID,Mylu
GRTE05_20240813_045652,GRTE05,NoID,NoID
GRTE05_20240813_045904,GRTE05,NoID,NoID
GRTE05_20240813_050751,GRTE05,NoID,Myyu
GRTE05_20240813_050848,GRTE05,NoID,NoID
GRTE05_20240813_051335,GRTE05,NoID,NoID
GRTE05_20240813_051341,GRTE05,NoID,NoID
GRTE05_20240813_051352,GRTE05,NoID,NoID
GRTE05_20240813_051506,GRTE05,NoID,Mylu
GRTE05_20240813_051846,GRTE05,NoID,NoID
GRTE05_20240813_052046,GRTE05,NoID,NoID
GRTE05_20240813_052154,GRTE05,NoID,NoID
GRTE05_20240813_052252,GRTE05,NoID,NoID
GRTE05_20240813_052538,GRTE05,NoID,Mylu
GRTE05_20240813_052711,GRTE05,NoID,NoID
GRTE05_20240813_052738,GRTE05,NoID,NoID
GRTE05_20240813_052908,GRTE05,NoID,Mylu
GRTE05_20240813_053445,GRTE05,NoID,Mylu
GRTE05_20240813_053510,GRTE05,NoID,NoID
GRTE05_20240813_053657,GRTE05,NoID,Mylu
GRTE05_20240813_053828,GRTE05,NoID,Mylu
GRTE05_20240813_054136,GRTE05,NoID,NoID
GRTE05_20240813_054205,GRTE05,NoID,Mylu
GRTE05_20240813_054359,GRTE05,NoID,NoID
GRTE05_20240813_054754,GRTE05,NoID,Mylu
GRTE05_20240813_054803,GRTE05,NoID,NoID
GRTE05_20240813_054854,GRTE05,NoID,Mylu
GRTE05_20240813_054953,GRTE05,NoID,NoID
GRTE05_20240813_055056,GRTE05,NoID,Mylu
GRTE05_20240813_055154,GRTE05,NoID,Mylu
GRTE05_20240813_055215,GRTE05,NoID,NoID
GRTE05_20240813_062014,GRTE05,NoID,NoID
GRTE05_20240813_204646,GRTE05,NoID,Mylu
GRTE05_20240813_204721,GRTE05,NoID,NoID
GRTE05_20240813_204757,GRTE05,NoID,Mylu
GRTE05_20240813_204820,GRTE05,NoID,NoID
GRTE05_20240813_205015,GRTE05,NoID,NoID
GRTE05_20240813_205032,GRTE05,NoID,NoID
GRTE05_20240813_205044,GRTE05,NoID,Mylu
GRTE05_20240813_205109,GRTE05,NoID,Mylu
GRTE05_20240813_205146,GRTE05,NoID,NoID
GRTE05_20240813_205216,GRTE05,NoID,Mylu
GRTE05_20240813_205249,GRTE05,NoID,NoID
GRTE05_20240813_205301,GRTE05,NoID,Mylu
GRTE05_20240813_205322,GRTE05,NoID,NoID
GRTE05_20240813_205327,GRTE05,NoID,NoID
GRTE05_20240813_205337,GRTE05,NoID,Mylu
GRTE05_20240813_205350,GRTE05,NoID,NoID
GRTE05_20240813_205404,GRTE05,NoID,Mylu
GRTE05_20240813_205412,GRTE05,NoID,Myvo
GRTE05_20240813_205430,GRTE05,NoID,Mylu
GRTE05_20240813_205447,GRTE05,NoID,Mylu
GRTE05_20240813_205507,GRTE05,NoID,NoID
GRTE05_20240813_205523,GRTE05,NoID,NoID
GRTE05_20240813_205532,GRTE05,NoID,Mylu
GRTE05_20240813_205548,GRTE05,NoID,NoID
GRTE05_20240813_205558,GRTE05,NoID,Mylu
GRTE05_20240813_205613,GRTE05,NoID,Mylu
GRTE05_20240813_205639,GRTE05,NoID,Mylu
GRTE05_20240813_205658,GRTE05,NoID,Mylu
GRTE05_20240813_205716,GRTE05,NoID,Myvo
GRTE05_20240813_205728,GRTE05,NoID,Mylu
GRTE05_20240813_205808,GRTE05,NoID,Mylu
GRTE05_20240813_205828,GRTE05,NoID,Mylu
GRTE05_20240813_205843,GRTE05,NoID,NoID
GRTE05_20240813_205850,GRTE05,NoID,Labo
GRTE05_20240813_205907,GRTE05,NoID,NoID
GRTE05_20240813_205915,GRTE05,NoID,NoID
GRTE05_20240813_205930,GRTE05,NoID,NoID
GRTE05_20240813_205950,GRTE05,NoID,NoID
GRTE05_20240813_210000,GRTE05,NoID,Mylu
GRTE05_20240813_210016,GRTE05,NoID,Mylu
GRTE05_20240813_210120,GRTE05,NoID,NoID
GRTE05_20240813_210130,GRTE05,NoID,Mylu
GRTE05_20240813_210150,GRTE05,NoID,Mylu
GRTE05_20240813_210159,GRTE05,NoID,Mylu
GRTE05_20240813_210214,GRTE05,NoID,NoID
GRTE05_20240813_210235,GRTE05,NoID,Mylu
GRTE05_20240813_210310,GRTE05,NoID,NoID
GRTE05_20240813_210332,GRTE05,NoID,Mylu
GRTE05_20240813_210349,GRTE05,NoID,Mylu
GRTE05_20240813_210413,GRTE05,NoID,Mylu
GRTE05_20240813_210607,GRTE05,NoID,Mylu
GRTE05_20240813_210623,GRTE05,NoID,Laci
GRTE05_20240813_210641,GRTE05,NoID,NoID
GRTE05_20240813_210711,GRTE05,NoID,NoID
GRTE05_20240813_210907,GRTE05,NoID,NoID
GRTE05_20240813_210915,GRTE05,NoID,Mylu
GRTE05_20240813_210941,GRTE05,NoID,Mylu
GRTE05_20240813_211121,GRTE05,NoID,NoID
GRTE05_20240813_211157,GRTE05,NoID,NoID
GRTE05_20240813_211217,GRTE05,NoID,NoID
GRTE05_20240813_211304,GRTE05,NoID,Laci
GRTE05_20240813_211552,GRTE05,NoID,Laci
GRTE05_20240813_211822,GRTE05,NoID,Laci
GRTE05_20240813_211846,GRTE05,NoID,Laci
GRTE05_20240813_212014,GRTE05,NoID,NoID
GRTE05_20240813_212047,GRTE05,NoID,Mylu
GRTE05_20240813_212142,GRTE05,NoID,NoID
GRTE05_20240813_212409,GRTE05,NoID,Mylu
GRTE05_20240813_212652,GRTE05,NoID,Laci
GRTE05_20240813_212717,GRTE05,NoID,NoID
GRTE05_20240813_213508,GRTE05,NoID,NoID
GRTE05_20240813_214106,GRTE05,NoID,Mylu
GRTE05_20240813_214152,GRTE05,NoID,NoID
GRTE05_20240813_214448,GRTE05,NoID,Laci
GRTE05_20240813_214502,GRTE05,NoID,NoID
