rec_key,site,id_a,id_b
GRTE01_20240808_024646,GRTE01,Lano,Lano
GRTE01_20240808_032154,GRTE01,Lano,Lano
GRTE01_20240809_012104,GRTE01,Lano,Epfu
GRTE01_20240809_014115,GRTE01,Lano,Lano
GRTE01_20240809_021853,GRTE01,Lano,Lano
GRTE01_20240809_022321,GRTE01,Lano,Lano
GRTE01_20240809_235731,GRTE01,Lano,Lano
GRTE01_20240810_003526,GRTE01,Lano,Epfu
GRTE01_20240810_020655,GRTE01,Lano,Lano
GRTE01_20240810_215848,GRTE01,Lano,Epfu
GRTE01_20240810_230408,GRTE01,Lano,Lano
GRTE01_20240812_232035,GRTE01,Lano,Lano
GRTE01_20240813_010329,GRTE01,Lano,Lano
GRTE01_20240813_013918,GRTE01,Lano,Lano
GRTE01_20240813_022121,GRTE01,Lano,Lano
GRTE01_20240814_210524,GRTE01,Lano,Lano
GRTE01_20240815_215128,GRTE01,Lano,Lano
GRTE01_20240816_223541,GRTE01,Lano,Lano
GRTE01_20240816_235201,GRTE01,Lano,Lano
GRTE01_20240817_001548,GRTE01,Lano,Lano
GRTE01_20240818_022037,GRTE01,Lano,Lano
GRTE01_20240818_035212,GRTE01,Lano,Lano
GRTE01_20240818_054223,GRTE01,Lano,Lano
GRTE01_20240819_010518,GRTE01,Lano,Lano
GRTE01_20240819_011252,GRTE01,Lano,Lano
GRTE01_20240819_011515,GRTE01,Lano,Lano
GRTE01_20240819_012019,GRTE01,Lano,Lano
GRTE01_20240819_213833,GRTE01,Lano,Lano
GRTE01_20240819_231307,GRTE01,Lano,Lano
GRTE01_20240820_031447,GRTE01,Lano,Lano
GRTE01_20240821_005747,GRTE01,Lano,Lano
GRTE01_20240821_210239,GRTE01,Lano,Lano
GRTE01_20240822_000053,GRTE01,Lano,Lano
GRTE01_20240822_002311,GRTE01,Lano,Lano
GRTE01_20240822_205212,GRTE01,Lano,Lano
GRTE01_20240822_234447,GRTE01,Lano,Lano
GRTE01_20240823_003314,GRTE01,Lano,Lano
GRTE01_20240823_005327,GRTE01,Lano,Lano
GRTE01_20240823_014243,GRTE01,Lano,Lano
GRTE01_20240823_015010,GRTE01,Lano,Lano
GRTE01_20240823_015726,GRTE01,Lano,Lano
GRTE01_20240823_021621,GRTE01,Lano,Lano
GRTE01_20240823_024931,GRTE01,Lano,Lano
GRTE01_20240823_025055,GRTE01,Lano,Lano
GRTE01_20240823_025434,GRTE01,Lano,Lano
GRTE01_20240823_031634,GRTE01,Lano,Lano
GRTE01_20240823_210350,GRTE01,Lano,Lano
GRTE01_20240823_211634,GRTE01,Lano,Lano
GRTE01_20240824_224937,GRTE01,Lano,Lano
GRTE01_20240826_203448,GRTE01,Lano,Lano
GRTE01_20240826_210433,GRTE01,Lano,Lano
GRTE01_20240826_211414,GRTE01,Lano,Lano
GRTE01_20240828_000409,GRTE01,Lano,Lano
GRTE01_20240828_002951,GRTE01,Lano,Lano
GRTE01_20240828_004832,GRTE01,Lano,Lano
GRTE01_20240828_205426,GRTE01,Lano,Lano
GRTE01_20240828_212115,GRTE01,Lano,Lano
GRTE01_20240830_211305,GRTE01,Lano,Lano
GRTE01_20240830_211835,GRTE01,Lano,Lano
GRTE01_20240830_214927,GRTE01,Lano,Lano
GRTE01_20240830_222348,GRTE01,Lano,Lano
GRTE01_20240830_231407,GRTE01,Lano,Lano
GRTE01_20240831_220419,GRTE01,Lano,Lano
GRTE01_20240831_220933,GRTE01,Lano,Lano
GRTE01_20240901_213011,GRTE01,Lano,Lano
GRTE01_20240901_223330,GRTE01,Lano,Lano
GRTE01_20240901_224531,GRTE01,Lano,Lano
GRTE01_20240902_215434,GRTE01,Lano,Lano
GRTE01_20240902_221048,GRTE01,Lano,Lano
GRTE01_20240902_224734,GRTE01,Lano,Lano
GRTE01_20240902_224906,GRTE01,Lano,Lano
GRTE01_20240902_225946,GRTE01,Lano,Lano
GRTE01_20240902_234729,GRTE01,Lano,Lano
GRTE01_20240903_002757,GRTE01,Lano,Lano
GRTE01_20240903_012110,GRTE01,Lano,Lano
GRTE01_20240904_232245,GRTE01,Lano,Lano
GRTE01_20240906_212735,GRTE01,Lano,Lano
GRTE01_20240906_212858,GRTE01,Lano,Epfu
GRTE01_20240906_222154,GRTE01,Lano,Lano
GRTE01_20240907_210159,GRTE01,Lano,Lano
GRTE01_20240907_212356,GRTE01,Lano,Lano
GRTE01_20240907_214043,GRTE01,Lano,Lano
GRTE01_20240909_004652,GRTE01,Lano,Lano
GRTE01_20240909_214743,GRTE01,Lano,Lano
GRTE03_20240725_041022,GRTE03,Lano,Lano
GRTE03_20240730_230138,GRTE03,Lano,NoID
GRTE03_20240804_221550,GRTE03,Lano,Lano
GRTE03_20240809_222301,GRTE03,Lano,Lano
GRTE03_20240811_220630,GRTE03,Lano,Lano
GRTE03_20240819_235222,GRTE03,Laci,Laci
GRTE03_20240822_223930,GRTE03,Lano,Epfu
GRTE03_20240827_203836,GRTE03,Lano,Lano
GRTE03_20240828_210924,GRTE03,Laci,Laci
GRTE03_20240828_223603,GRTE03,Lano,Lano
GRTE03_20240831_222011,GRTE03,Lano,Lano
GRTE03_20240901_210301,GRTE03,Lano,Lano
GRTE03_20240901_220256,GRTE03,Lano,Lano
GRTE03_20240901_224510,GRTE03,Lano,Lano
GRTE03_20240902_004649,GRTE03,Lano,Lano
GRTE03_20240906_002336,GRTE03,Lano,Lano
GRTE03_20240907_223517,GRTE03,Lano,Lano
GRTE03_20240908_204124,GRTE03,Lano,Lano
GRTE05_20240715_041040,GRTE05,Laci,Laci
GRTE05_20240719_030218,GRTE05,Lano,Lano
GRTE05_20240729_030648,GRTE05,Lano,Lano
GRTE05_20240731_000014,GRTE05,Lano,Lano
GRTE05_20240902_212728,GRTE05,Lano,Lano
GRTE05_20240903_005635,GRTE05,Lano,Lano
GRTE05_20240907_001809,GRTE05,Lano,NoID
GRTE05_20240908_002639,GRTE05,Lano,Lano
GRTE05_20240909_001533,GRTE05,Lano,Lano
GRTE06_20240612_215805,GRTE06,Laci,Laci
GRTE06_20240630_214316,GRTE06,Lano,Lano
GRTE06_20240705_235611,GRTE06,Lano,Lano
GRTE06_20240716_232609,GRTE06,Lano,Lano
GRTE06_20240808_004811,GRTE06,Lano,Lano
GRTE06_20240817_215922,GRTE06,Lano,Lano
GRTE06_20240828_205944,GRTE06,Lano,Lano
GRTE08_20240729_211728,GRTE08,Lano,NoID
GRTE09_20240624_031018,GRTE09,Lano,Lano
GRTE09_20240627_012305,GRTE09,Myvo,Myvo
GRTE09_20240901_233013,GRTE09,Lano,Lano
GRTE09_20240906_001200,GRTE09,Lano,Lano
GRTE09_20240909_233445,GRTE09,Lano,Lano
GRTE09_20240910_000149,GRTE09,Lano,Lano
GRTE10_20240613_045700,GRTE10,Mylu,Myvo
GRTE10_20240706_233059,GRTE10,Epfu,Myse
GRTE11_20240621_221421,GRTE11,Lano,Lano
GRTE11_20240627_011240,GRTE11,Lano,Lano
GRTE11_20240627_050049,GRTE11,Lano,Lano
GRTE11_20240711_045156,GRTE11,Lano,Lano
GRTE11_20240713_234024,GRTE11,Lano,Lano
GRTE11_20240716_025822,GRTE11,Lano,Lano
GRTE11_20240725_221555,GRTE11,Lano,Lano
GRTE12_20240613_232604,GRTE12,Lano,Lano
GRTE12_20240907_005055,GRTE12,Lano,Lano
GRTE12_20240908_212851,GRTE12,Lano,Lano
GRTE01_20240630_222558,GRTE01,Lano,Lano
GRTE01_20240703_024633,GRTE01,Epfu,Epfu
GRTE01_20240711_015719,GRTE01,Lano,Lano
GRTE01_20240714_010704,GRTE01,Lano,Lano
GRTE01_20240725_215030,GRTE01,Lano,Lano
GRTE01_20240805_020635,GRTE01,Lano,Lano
GRTE01_20240805_231129,GRTE01,Lano,Lano
GRTE01_20240808_004156,GRTE01,Lano,Epfu
GRTE01_20240809_032508,GRTE01,Lano,Lano
GRTE01_20240809_035233,GRTE01,Lano,Lano
GRTE01_20240809_231741,GRTE01,Lano,Lano
GRTE01_20240809_235636,GRTE01,Lano,Lano
GRTE01_20240810_012821,GRTE01,Lano,Lano
GRTE01_20240812_233114,GRTE01,Lano,Lano
GRTE01_20240813_005256,GRTE01,Lano,NoID
GRTE01_20240813_012014,GRTE01,Lano,Lano
GRTE01_20240814_222143,GRTE01,Lano,Lano
GRTE01_20240816_232027,GRTE01,Lano,Lano
GRTE01_20240817_231313,GRTE01,Lano,Lano
GRTE01_20240818_021738,GRTE01,Lano,Lano
GRTE01_20240818_025806,GRTE01,Lano,Lano
GRTE01_20240819_011547,GRTE01,Lano,Lano
GRTE01_20240822_221749,GRTE01,Lano,Lano
GRTE01_20240826_212056,GRTE01,Lano,Lano
GRTE01_20240828_212034,GRTE01,Lano,Lano
GRTE01_20240829_223156,GRTE01,Lano,Lano
GRTE01_20240829_224514,GRTE01,Lano,Lano
GRTE01_20240829_230852,GRTE01,Lano,Lano
GRTE01_20240830_231032,GRTE01,Lano,Lano
GRTE01_20240901_005319,GRTE01,Lano,Lano
GRTE01_20240902_231832,GRTE01,Lano,Lano
GRTE01_20240903_201659,GRTE01,Lano,Lano
GRTE01_20240904_235956,GRTE01,Lano,Lano
GRTE01_20240905_211650,GRTE01,Lano,Lano
GRTE01_20240907_214632,GRTE01,Lano,Lano
GRTE01_20240908_205306,GRTE01,Lano,Epfu
GRTE01_20240908_212247,GRTE01,Lano,Lano
GRTE01_20240909_205050,GRTE01,Lano,Lano
GRTE03_20240726_000551,GRTE03,Lano,Epfu
GRTE03_20240728_234040,GRTE03,Lano,Lano
GRTE03_20240729_222625,GRTE03,Lano,Epfu
GRTE03_20240809_223217,GRTE03,Lano,Lano
GRTE03_20240811_232015,GRTE03,Lano,Lano
GRTE03_20240820_012423,GRTE03,Laci,Laci
GRTE03_20240827_214952,GRTE03,Lano,Lano
GRTE03_20240902_205652,GRTE03,Lano,Lano
GRTE03_20240905_220626,GRTE03,Lano,Epfu
GRTE05_20240803_225844,GRTE05,Lano,Lano
GRTE05_20240814_211049,GRTE05,Laci,Laci
GRTE05_20240821_231242,GRTE05,Lano,Lano
GRTE05_20240901_041726,GRTE05,Lano,Lano
GRTE05_20240902_202115,GRTE05,Lano,Epfu
GRTE05_20240907_232122,GRTE05,Lano,Lano
GRTE05_20240908_204447,GRTE05,Lano,Lano
GRTE05_20240908_210537,GRTE05,Lano,Lano
GRTE05_20240908_214052,GRTE05,Lano,Lano
GRTE06_20240629_215923,GRTE06,Lano,Lano
GRTE06_20240723_212757,GRTE06,Lano,Lano
GRTE06_20240803_025200,GRTE06,Lano,Lano
GRTE06_20240807_022929,GRTE06,Lano,Lano
GRTE06_20240809_221344,GRTE06,Epfu,Epfu
GRTE06_20240813_222911,GRTE06,Laci,Laci
GRTE06_20240823_031155,GRTE06,Lano,NoID
GRTE06_20240823_050731,GRTE06,Lano,Lano
GRTE06_20240823_221841,GRTE06,Lano,Lano
GRTE06_20240828_213229,GRTE06,Lano,Lano
GRTE08_20240717_233254,GRTE08,Lano,Lano
GRTE08_20240802_230130,GRTE08,Lano,Lano
GRTE09_20240627_014749,GRTE09,Myvo,Myvo
GRTE09_20240830_015800,GRTE09,Lano,Lano
GRTE09_20240909_230447,GRTE09,Lano,Lano
GRTE10_20240617_000028,GRTE10,Lano,Lano
GRTE10_20240701_214128,GRTE10,Lano,Mylu
GRTE10_20240802_005633,GRTE10,Lano,Epfu
GRTE11_20240623_223147,GRTE11,Lano,Lano
GRTE11_20240625_015328,GRTE11,Lano,Lano
GRTE11_20240707_222740,GRTE11,Lano,Lano
GRTE11_20240716_214509,GRTE11,Laci,Laci
GRTE12_20240613_211306,GRTE12,Lano,Epfu
GRTE12_20240624_231725,GRTE12,Lano,Lano
GRTE01_20240714_010233,GRTE01,Lano,NoID
GRTE01_20240717_031655,GRTE01,Lano,Lano
GRTE01_20240724_214952,GRTE01,Lano,Lano
GRTE01_20240725_222645,GRTE01,Lano,NoID
GRTE01_20240727_012344,GRTE01,Lano,NoID
GRTE01_20240728_231612,GRTE01,Lano,Lano
GRTE01_20240804_002930,GRTE01,Lano,Lano
GRTE01_20240804_015819,GRTE01,Lano,Lano
GRTE01_20240805_224138,GRTE01,Lano,Lano
GRTE01_20240806_002540,GRTE01,Lano,Lano
GRTE01_20240806_220019,GRTE01,Lano,Lano
GRTE01_20240809_021420,GRTE01,Lano,Lano
GRTE01_20240809_022749,GRTE01,Lano,Lano
GRTE01_20240809_025807,GRTE01,Lano,Lano
GRTE01_20240809_213512,GRTE01,Lano,Lano
GRTE01_20240812_235237,GRTE01,Lano,Lano
GRTE01_20240812_235327,GRTE01,Lano,Lano
GRTE01_20240817_211211,GRTE01,Lano,NoID
GRTE01_20240819_005444,GRTE01,Lano,Lano
GRTE01_20240822_004750,GRTE01,Lano,Lano
GRTE01_20240823_221256,GRTE01,Lano,Lano
GRTE01_20240823_232448,GRTE01,Lano,Lano
GRTE01_20240823_233957,GRTE01,Lano,Lano
GRTE01_20240827_232915,GRTE01,Lano,Lano
GRTE01_20240828_022305,GRTE01,Lano,NoID
GRTE01_20240828_215311,GRTE01,Lano,Lano
GRTE01_20240830_220548,GRTE01,Lano,Lano
GRTE01_20240830_224228,GRTE01,Lano,Lano
GRTE01_20240831_224853,GRTE01,Lano,Lano
GRTE01_20240901_014416,GRTE01,Lano,Lano
GRTE01_20240901_221427,GRTE01,Lano,Lano
GRTE01_20240901_223001,GRTE01,Lano,Lano
GRTE01_20240906_224047,GRTE01,Lano,Lano
GRTE01_20240911_202808,GRTE01,Lano,Lano
GRTE01_20240911_224212,GRTE01,Lano,Lano
GRTE03_20240722_045314,GRTE03,Laci,Laci
GRTE03_20240730_230209,GRTE03,Lano,Lano
GRTE03_20240809_220448,GRTE03,Lano,Lano
GRTE03_20240814_211457,GRTE03,Laci,Laci
GRTE03_20240821_232414,GRTE03,Lano,Lano
GRTE03_20240822_210850,GRTE03,Lano,Lano
GRTE03_20240830_031019,GRTE03,Lano,NoID
GRTE03_20240830_042720,GRTE03,Lano,Lano
GRTE03_20240908_211036,GRTE03,Lano,Lano
GRTE03_20240908_215958,GRTE03,Lano,Lano
GRTE05_20240723_025016,GRTE05,Laci,Laci
GRTE05_20240806_035300,GRTE05,Lano,Lano
GRTE05_20240820_032944,GRTE05,Laci,Laci
GRTE05_20240824_204723,GRTE05,Lano,Lano
GRTE05_20240903_012558,GRTE05,Lano,Epfu
GRTE05_20240905_010150,GRTE05,Lano,Lano
GRTE05_20240905_011759,GRTE05,Lano,Lano
GRTE05_20240906_204013,GRTE05,Lano,Epfu
GRTE05_20240907_214158,GRTE05,Lano,Lano
GRTE05_20240908_212752,GRTE05,Lano,Lano
GRTE06_20240703_002224,GRTE06,Lano,Lano
GRTE06_20240731_230635,GRTE06,Lano,Lano
GRTE06_20240805_215451,GRTE06,Lano,Lano
GRTE06_20240807_223004,GRTE06,Lano,Lano
GRTE06_20240817_014212,GRTE06,Lano,Lano
GRTE06_20240824_034035,GRTE06,Lano,Lano
GRTE08_20240722_220935,GRTE08,Lano,NoID
GRTE09_20240627_030819,GRTE09,Myvo,Myvo
GRTE09_20240627_044954,GRTE09,Lano,Lano
GRTE09_20240628_021207,GRTE09,Myca,NoID
GRTE09_20240819_232413,GRTE09,Laci,Laci
GRTE09_20240908_040647,GRTE09,Lano,Lano
GRTE10_20240730_213302,GRTE10,Lano,Lano
GRTE10_20240730_222012,GRTE10,Laci,Laci
GRTE11_20240623_010814,GRTE11,Lano,Lano
GRTE11_20240704_234226,GRTE11,Lano,Lano
GRTE11_20240724_222642,GRTE11,Lano,NoID
GRTE12_20240625_024708,GRTE12,Lano,Lano
GRTE01_20240724_235713,GRTE01,Lano,NoID
GRTE01_20240730_013452,GRTE01,Lano,Lano
GRTE01_20240730_222615,GRTE01,Lano,Lano
GRTE01_20240804_024922,GRTE01,Lano,Epfu
GRTE01_20240805_213623,GRTE01,Lano,Lano
GRTE01_20240807_004248,GRTE01,Lano,Epfu
GRTE01_20240807_013309,GRTE01,Lano,Lano
GRTE01_20240809_044405,GRTE01,Lano,Lano
GRTE01_20240809_230025,GRTE01,Lano,NoID
GRTE01_20240810_012109,GRTE01,Lano,NoID
GRTE01_20240810_033927,GRTE01,Epfu,Epfu
GRTE01_20240810_221236,GRTE01,Lano,Epfu
GRTE01_20240813_000143,GRTE01,Lano,NoID
GRTE01_20240817_000101,GRTE01,Lano,Lano
GRTE01_20240822_004129,GRTE01,Lano,Lano
GRTE01_20240823_032132,GRTE01,Lano,Lano
GRTE01_20240828_020840,GRTE01,Lano,NoID
GRTE01_20240830_210013,GRTE01,Lano,Lano
GRTE01_20240830_230235,GRTE01,Lano,Lano
GRTE01_20240831_212013,GRTE01,Lano,Epfu
GRTE01_20240906_231534,GRTE01,Lano,Lano
GRTE03_20240809_222048,GRTE03,Lano,Lano
GRTE03_20240810_231410,GRTE03,Lano,Lano
GRTE03_20240819_234305,GRTE03,Laci,Laci
GRTE03_20240823_001532,GRTE03,Laci,Laci
GRTE03_20240823_215324,GRTE03,Laci,Laci
GRTE03_20240908_203359,GRTE03,Lano,Lano
GRTE05_20240823_004340,GRTE05,Lano,Lano
GRTE05_20240823_231734,GRTE05,Laci,Laci
GRTE06_20240705_043146,GRTE06,Lano,Lano
GRTE06_20240728_011603,GRTE06,Lano,NoID
GRTE06_20240807_222341,GRTE06,Lano,Lano
GRTE08_20240724_005208,GRTE08,Lano,Lano
GRTE08_20240729_004855,GRTE08,Mylu,NoID
GRTE08_20240803_054424,GRTE08,Lano,Lano
GRTE10_20240629_010549,GRTE10,Myvo,Myvo
GRTE10_20240716_025530,GRTE10,Lano,Lano
GRTE11_20240621_215833,GRTE11,Lano,Lano
GRTE01_20240711_232734,GRTE01,Lano,Epfu
GRTE01_20240712_002749,GRTE01,Lano,Lano
GRTE01_20240804_045856,GRTE01,Lano,Epfu
GRTE01_20240807_222246,GRTE01,Lano,Epfu
GRTE01_20240809_001907,GRTE01,Lano,Epfu
GRTE01_20240810_014007,GRTE01,Lano,NoID
GRTE01_20240810_224518,GRTE01,Lano,Lano
GRTE01_20240811_000223,GRTE01,Lano,Lano
GRTE01_20240812_224759,GRTE01,Lano,Lano
GRTE01_20240817_001031,GRTE01,Lano,Lano
GRTE01_20240817_204713,GRTE01,Lano,Lano
GRTE01_20240818_212133,GRTE01,Lano,Lano
GRTE01_20240820_020825,GRTE01,Lano,Lano
GRTE01_20240820_021500,GRTE01,Lano,Lano
GRTE01_20240821_222500,GRTE01,Lano,Lano
GRTE01_20240902_221212,GRTE01,Lano,Laci
GRTE01_20240903_003806,GRTE01,Lano,Lano
GRTE01_20240906_201303,GRTE01,Lano,Epfu
GRTE03_20240810_231427,GRTE03,Lano,Lano
GRTE03_20240828_212441,GRTE03,Laci,Laci
GRTE03_20240901_222452,GRTE03,Lano,NoID
GRTE03_20240906_005740,GRTE03,Lano,NoID
GRTE03_20240908_022904,GRTE03,Lano,Lano
GRTE05_20240728_233018,GRTE05,Lano,Lano
GRTE05_20240730_224710,GRTE05,Mylu,Mylu
GRTE05_20240801_232136,GRTE05,Lano,NoID
GRTE05_20240907_001021,GRTE05,Lano,Lano
GRTE05_20240909_212113,GRTE05,Lano,NoID
GRTE06_20240721_222456,GRTE06,Lano,Lano
GRTE06_20240805_004142,GRTE06,Laci,Laci
GRTE06_20240806_035408,GRTE06,Lano,Lano
GRTE06_20240830_233804,GRTE06,Lano,Lano
GRTE08_20240711_041230,GRTE08,Mylu,Mylu
GRTE09_20240905_002507,GRTE09,Lano,Lano
GRTE09_20240909_203353,GRTE09,Lano,Epfu
GRTE09_20240910_220409,GRTE09,Lano,Lano
GRTE10_20240704_224634,GRTE10,Lano,Lano
GRTE10_20240720_044626,GRTE10,Lano,Lano
GRTE11_20240627_044015,GRTE11,Lano,Lano
GRTE11_20240713_023859,GRTE11,Myvo,Myvo
GRTE11_20240726_000444,GRTE11,Lano,Lano
GRTE01_20240701_021038,GRTE01,Lano,Lano
GRTE01_20240718_220459,GRTE01,Lano,Lano
GRTE01_20240718_220716,GRTE01,Lano,Lano
GRTE01_20240719_002606,GRTE01,Lano,Lano
GRTE01_20240729_002416,GRTE01,Lano,Lano
GRTE01_20240804_221630,GRTE01,Lano,Lano
GRTE01_20240805_013416,GRTE01,Lano,Lano
GRTE01_20240812_224222,GRTE01,Lano,Lano
GRTE01_20240813_001012,GRTE01,Lano,NoID
GRTE01_20240821_213113,GRTE01,Lano,Lano
GRTE01_20240823_021253,GRTE01,Lano,Lano
GRTE01_20240826_214202,GRTE01,Lano,Lano
GRTE01_20240902_220546,GRTE01,Lano,Lano
GRTE01_20240911_014223,GRTE01,Lano,Lano
GRTE01_20240912_055856,GRTE01,Lano,Lano
GRTE03_20240616_221830,GRTE03,Lano,Epfu
GRTE03_20240820_224240,GRTE03,Lano,Lano
GRTE05_20240625_032045,GRTE05,Epfu,Myth
GRTE05_20240809_004007,GRTE05,Laci,Laci
GRTE05_20240823_230241,GRTE05,Laci,Laci
GRTE05_20240901_044659,GRTE05,Laci,Laci
GRTE05_20240903_211216,GRTE05,Lano,Lano
GRTE05_20240908_221105,GRTE05,Lano,Lano
GRTE06_20240704_230105,GRTE06,Lano,Lano
GRTE09_20240903_052817,GRTE09,Lano,Lano
GRTE09_20240905_004008,GRTE09,Lano,Lano
GRTE10_20240623_011208,GRTE10,Lano,Lano
GRTE10_20240706_032348,GRTE10,Lano,Lano
GRTE10_20240724_000426,GRTE10,Lano,Lano
GRTE10_20240724_221342,GRTE10,Lano,Lano
GRTE10_20240908_053319,GRTE10,Lano,Lano
GRTE01_20240727_235538,GRTE01,Lano,Lano
GRTE01_20240728_231507,GRTE01,Lano,NoID
GRTE01_20240803_023359,GRTE01,Lano,Lano
GRTE01_20240811_221925,GRTE01,Lano,Epfu
GRTE01_20240907_000423,GRTE01,Lano,Lano
GRTE01_20240907_221104,GRTE01,Lano,Lano
GRTE03_20240809_223855,GRTE03,Lano,Lano
GRTE03_20240811_044539,GRTE03,Laci,Laci
GRTE05_20240828_054608,GRTE05,Epfu,NoID
GRTE06_20240710_221402,GRTE06,Lano,Lano
GRTE08_20240716_051002,GRTE08,Lano,Lano
GRTE08_20240802_004913,GRTE08,Lano,Lano
GRTE09_20240630_224457,GRTE09,Lano,Lano
GRTE10_20240705_223816,GRTE10,Lano,Lano
GRTE10_20240728_034108,GRTE10,Myvo,Myvo
GRTE10_20240729_042156,GRTE10,Lano,NoID
GRTE11_20240627_234609,GRTE11,Lano,NoID
GRTE12_20240906_051638,GRTE12,Lano,NoID
GRTE01_20240715_005600,GRTE01,Lano,Lano
GRTE01_20240725_011529,GRTE01,Epfu,Epfu
GRTE01_20240809_030129,GRTE01,Lano,Lano
GRTE01_20240809_031755,GRTE01,Lano,NoID
GRTE01_20240820_025810,GRTE01,Lano,Lano
GRTE01_20240823_225422,GRTE01,Lano,Lano
GRTE01_20240905_210100,GRTE01,Lano,Lano
GRTE03_20240812_002836,GRTE03,Laci,Laci
GRTE03_20240823_225410,GRTE03,Laci,Laci
GRTE03_20240901_222542,GRTE03,Lano,Epfu
GRTE05_20240821_224802,GRTE05,Laci,Laci
GRTE05_20240906_054000,GRTE05,Lano,Lano
GRTE06_20240630_013928,GRTE06,Lano,Lano
GRTE06_20240711_002631,GRTE06,Lano,Lano
GRTE06_20240722_221135,GRTE06,Lano,NoID
GRTE06_20240731_215441,GRTE06,Lano,NoID
GRTE06_20240813_023050,GRTE06,Lano,NoID
GRTE09_20240911_220654,GRTE09,Lano,Lano
GRTE01_20240711_233831,GRTE01,Laci,Laci
GRTE01_20240728_221111,GRTE01,Lano,Lano
GRTE01_20240809_033300,GRTE01,Lano,Lano
GRTE01_20240814_214630,GRTE01,Lano,Lano
GRTE01_20240815_211841,GRTE01,Lano,Lano
GRTE01_20240818_035233,GRTE01,Lano,Lano
GRTE01_20240823_232043,GRTE01,Lano,Lano
GRTE03_20240902_210817,GRTE03,Lano,Lano
GRTE05_20240827_214706,GRTE05,Epfu,Epfu
GRTE06_20240708_014517,GRTE06,Myvo,Myvo
GRTE06_20240828_210412,GRTE06,Lano,Lano
GRTE06_20240828_213543,GRTE06,Lano,Lano
GRTE08_20240716_043003,GRTE08,Myvo,Myvo
GRTE08_20240717_041228,GRTE08,Laci,NoID
GRTE08_20240729_003916,GRTE08,Mylu,Myvo
GRTE09_20240828_221748,GRTE09,Lano,NoID
GRTE10_20240624_024102,GRTE10,Epfu,Epfu
GRTE10_20240730_221840,GRTE10,Laci,Laci
GRTE01_20240706_222452,GRTE01,Lano,Lano
GRTE01_20240805_015028,GRTE01,Lano,Lano
GRTE01_20240807_050324,GRTE01,Lano,Lano
GRTE01_20240810_011515,GRTE01,Lano,NoID
GRTE01_20240822_224705,GRTE01,Lano,Lano
GRTE01_20240826_220130,GRTE01,Lano,Lano
GRTE01_20240828_012747,GRTE01,Lano,Lano
GRTE03_20240802_023556,GRTE03,Lano,Lano
GRTE05_20240907_215937,GRTE05,Lano,Lano
GRTE09_20240627_044557,GRTE09,Lano,Lano
GRTE09_20240910_223428,GRTE09,Lano,NoID
GRTE11_20240623_000332,GRTE11,Lano,Lano
GRTE01_20240804_041936,GRTE01,Epfu,Epfu
GRTE01_20240807_225820,GRTE01,Lano,Epfu
GRTE01_20240829_205447,GRTE01,Lano,Lano
GRTE01_20240829_211547,GRTE01,Lano,Lano
GRTE03_20240727_225425,GRTE03,Epfu,Epfu
GRTE05_20240725_222133,GRTE05,Epfu,Epfu
GRTE05_20240801_231924,GRTE05,Lano,NoID
GRTE05_20240820_053212,GRTE05,Laci,Laci
GRTE08_20240713_000853,GRTE08,Lano,Lano
GRTE09_20240902_223608,GRTE09,Lano,Epfu
GRTE09_20240909_062204,GRTE09,Laci,Laci
GRTE10_20240715_224142,GRTE10,Lano,Lano
GRTE01_20240804_232154,GRTE01,Lano,Epfu
GRTE01_20240816_233536,GRTE01,Lano,Lano
GRTE01_20240828_012338,GRTE01,Lano,NoID
GRTE01_20240831_230955,GRTE01,Lano,NoID
GRTE01_20240904_230548,GRTE01,Lano,Lano
GRTE01_20240907_205247,GRTE01,Lano,Lano
GRTE03_20240729_011644,GRTE03,Laci,Lano
GRTE05_20240718_002234,GRTE05,Lano,Lano
GRTE06_20240828_210345,GRTE06,Lano,Lano
GRTE09_20240627_023951,GRTE09,Myvo,Myvo
GRTE10_20240727_041533,GRTE10,Epfu,Myse
GRTE10_20240730_222806,GRTE10,Laci,Laci
GRTE12_20240615_044815,GRTE12,Lano,Laci
GRTE01_20240823_214932,GRTE01,Lano,Lano
GRTE03_20240813_015148,GRTE03,Lano,Lano
GRTE03_20240911_015227,GRTE03,Lano,Lano
GRTE05_20240809_215713,GRTE05,Lano,NoID
GRTE10_20240623_010211,GRTE10,Lano,NoID
GRTE11_20240712_225158,GRTE11,Myvo,Myvo
GRTE01_20240804_035546,GRTE01,Lano,Lano
GRTE01_20240804_233921,GRTE01,Lano,Lano
GRTE01_20240810_032545,GRTE01,Lano,NoID
GRTE01_20240816_001714,GRTE01,Laci,Laci
GRTE03_20240704_002419,GRTE03,Lano,Lano
GRTE03_20240730_232100,GRTE03,Epfu,Epfu
GRTE05_20240824_234939,GRTE05,Lano,Lano
GRTE06_20240813_024928,GRTE06,Lano,Lano
GRTE09_20240827_231933,GRTE09,Lano,Epfu
GRTE09_20240907_014035,GRTE09,Lano,Lano
GRTE12_20240613_215929,GRTE12,Lano,Epfu
GRTE01_20240809_022422,GRTE01,Laci,Lano
GRTE01_20240810_000853,GRTE01,Lano,NoID
GRTE01_20240828_205454,GRTE01,Lano,Lano
GRTE03_20240902_013250,GRTE03,Lano,Lano
GRTE08_20240802_231117,GRTE08,Mylu,Mylu
GRTE08_20240805_001058,GRTE08,Laci,Lano
